PurchaseSupplierContractKey,SupplierContractNumber,SupplierKey,PurchaseContractLineFamilyKey,ContractOwnerEmployeeKey,CurrencyKey,PurchasePaymentTermKey,ApprovalStatusKey,SupplierContractName,EffectiveDate,ExpirationDate,MinimumCommitmentAmount,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
273,PSC000273,238,169,177,5,23,2,Summit PurchaseSupplierContract 273,2020-09-30,2020-09-30,384.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a4c99c9a2dc5329bbedde77034abeea0a4c99c9a2dc5329bbedde77034abeea
274,PSC000274,447,392,180,3,40,5,Willow PurchaseSupplierContract 274,2020-10-01,2020-10-01,385.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3da5137d79b5ab2a7de8a5a2af67f95f3da5137d79b5ab2a7de8a5a2af67f95
275,PSC000275,403,376,42,4,3,5,Harbor PurchaseSupplierContract 275,2020-10-02,2020-10-02,386.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,308e21b33169581eb152dc075b99ccf9308e21b33169581eb152dc075b99ccf9
276,PSC000276,234,118,443,5,40,3,Meridian PurchaseSupplierContract 276,2020-10-03,2020-10-03,388.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f8b3fbdb8515d04800a687e3cd700712f8b3fbdb8515d04800a687e3cd70071
277,PSC000277,412,139,131,5,2,3,Liberty PurchaseSupplierContract 277,2020-10-04,2020-10-04,389.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb10d1cc2efb5b9fbda68a2bb6103acbbb10d1cc2efb5b9fbda68a2bb6103acb
278,PSC000278,283,293,83,5,27,1,Pioneer PurchaseSupplierContract 278,2020-10-05,2020-10-05,390.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8f0776da5215711aa3cbaa1cf5bbee6d8f0776da5215711aa3cbaa1cf5bbee6
279,PSC000279,332,59,120,1,12,3,Atlas PurchaseSupplierContract 279,2020-10-06,2020-10-06,392.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06e6414ee2415354bbfadbfe2f0e4acd06e6414ee2415354bbfadbfe2f0e4acd
280,PSC000280,378,41,451,5,10,1,Riverton PurchaseSupplierContract 280,2020-10-07,2020-10-07,393.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91e6a4e3a3ff5781b0360c3a09e6d1c991e6a4e3a3ff5781b0360c3a09e6d1c9
281,PSC000281,150,475,103,2,1,5,Pioneer PurchaseSupplierContract 281,2020-10-08,2020-10-08,394.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,879fb190c1f751bd8acd25709a297fe7879fb190c1f751bd8acd25709a297fe7
282,PSC000282,417,275,101,1,39,1,Atlas PurchaseSupplierContract 282,2020-10-09,2020-10-09,396.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,375331e5095b59bda88d9a9ed800f5fe375331e5095b59bda88d9a9ed800f5fe
283,PSC000283,259,221,71,5,38,5,Pioneer PurchaseSupplierContract 283,2020-10-10,2020-10-10,397.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b33e660f66175056a54234f5f755e81eb33e660f66175056a54234f5f755e81e
284,PSC000284,5,304,304,2,5,4,Keystone PurchaseSupplierContract 284,2020-10-11,2020-10-11,399.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bfd7f753b64457dab31c21fdd884a18cbfd7f753b64457dab31c21fdd884a18c
285,PSC000285,158,488,376,2,12,4,Beacon PurchaseSupplierContract 285,2020-10-12,2020-10-12,400.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,906764580bfd5bb787ba16c745c708bc906764580bfd5bb787ba16c745c708bc
286,PSC000286,271,16,94,4,1,4,Harbor PurchaseSupplierContract 286,2020-10-13,2020-10-13,401.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ad9da64a1d6571b8f6e7fcfd7bb0e965ad9da64a1d6571b8f6e7fcfd7bb0e96
287,PSC000287,294,313,127,5,34,1,Orion PurchaseSupplierContract 287,2020-10-14,2020-10-14,403.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,098448b6d32f5fc3af877062e5471d92098448b6d32f5fc3af877062e5471d92
288,PSC000288,81,374,495,5,32,4,Vertex PurchaseSupplierContract 288,2020-10-15,2020-10-15,404.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,342b5a8862e2585291896f84fc1e39f4342b5a8862e2585291896f84fc1e39f4
289,PSC000289,70,36,-1,2,38,1,Northstar PurchaseSupplierContract 289,2020-10-16,2020-10-16,405.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5753b536f44508a8104aff8279d29bbe5753b536f44508a8104aff8279d29bb
290,PSC000290,389,331,36,3,27,5,Harbor PurchaseSupplierContract 290,2020-10-17,2020-10-17,407.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ef2b99f45525d1ebb80175f8427c0a74ef2b99f45525d1ebb80175f8427c0a7
291,PSC000291,163,35,340,3,6,4,Unity PurchaseSupplierContract 291,2020-10-18,2020-10-18,408.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2671d12c7c6d53469550a6696ae1f86c2671d12c7c6d53469550a6696ae1f86c
292,PSC000292,79,254,178,4,13,5,Junction PurchaseSupplierContract 292,2020-10-19,2020-10-19,410.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a12076c5b3f55dd886fcd36fd1206dc6a12076c5b3f55dd886fcd36fd1206dc
293,PSC000293,284,38,193,5,34,4,Liberty PurchaseSupplierContract 293,2020-10-20,2020-10-20,411.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c4bd15306f1500ca991765f6faf3af84c4bd15306f1500ca991765f6faf3af8
294,PSC000294,258,189,246,1,25,3,Titan PurchaseSupplierContract 294,2020-10-21,2020-10-21,412.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ec55684fb1b5935932733c773ae275d5ec55684fb1b5935932733c773ae275d
295,PSC000295,66,55,276,5,14,3,Summit PurchaseSupplierContract 295,2020-10-22,2020-10-22,414.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,918d5849280e5ecdb420879e1dc9432b918d5849280e5ecdb420879e1dc9432b
296,PSC000296,2,479,325,1,24,5,Delta PurchaseSupplierContract 296,2020-10-23,2020-10-23,415.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3904c12f52951c8a086f2f91a1402e7d3904c12f52951c8a086f2f91a1402e7
297,PSC000297,256,188,316,4,16,2,Junction PurchaseSupplierContract 297,2020-10-24,2020-10-24,416.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bcfbc2099d955041aed8f19db44ee6b2bcfbc2099d955041aed8f19db44ee6b2
298,PSC000298,67,234,215,1,39,1,Meridian PurchaseSupplierContract 298,2020-10-25,2020-10-25,418.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab96ae32b2f85b32995a71ee28d41df4ab96ae32b2f85b32995a71ee28d41df4
299,PSC000299,451,193,70,3,2,3,Quartz PurchaseSupplierContract 299,2020-10-26,2020-10-26,419.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10e8dc4ace8b5a518a05f698f618ad9510e8dc4ace8b5a518a05f698f618ad95
300,PSC000300,272,139,470,1,26,5,Vertex PurchaseSupplierContract 300,2020-10-27,2020-10-27,421.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d5481d7796f5f46aa58df84a989c1720d5481d7796f5f46aa58df84a989c172
301,PSC000301,281,9,355,3,2,3,Zenith PurchaseSupplierContract 301,2020-10-28,2020-10-28,422.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8cfe7808bcc1562c91017a7a2270fb758cfe7808bcc1562c91017a7a2270fb75
302,PSC000302,313,260,230,5,5,1,Quartz PurchaseSupplierContract 302,2020-10-29,2020-10-29,423.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae31d0764c615d1ea78f386a11a4c6c2ae31d0764c615d1ea78f386a11a4c6c2
303,PSC000303,242,313,69,1,40,2,Cedar PurchaseSupplierContract 303,2020-10-30,2020-10-30,425.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2127a05bf9f05fdba06f677bb30d650a2127a05bf9f05fdba06f677bb30d650a
304,PSC000304,89,37,364,1,32,4,Forge PurchaseSupplierContract 304,2020-10-31,2020-10-31,426.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5148674f9645a0d94ec7918e9cb727cc5148674f9645a0d94ec7918e9cb727c
305,PSC000305,54,281,25,1,39,1,Evergreen PurchaseSupplierContract 305,2020-11-01,2020-11-01,427.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c378bb18ba885ead8cd02091cc74df7dc378bb18ba885ead8cd02091cc74df7d
306,PSC000306,344,268,-1,1,35,5,Willow PurchaseSupplierContract 306,2020-11-02,2020-11-02,429.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8326f5ffcd7c516482db7a00036937d88326f5ffcd7c516482db7a00036937d8
307,PSC000307,173,329,73,4,6,5,Cedar PurchaseSupplierContract 307,2020-11-03,2020-11-03,430.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26eadc94fa525c5f8ee48b390e81833526eadc94fa525c5f8ee48b390e818335
308,PSC000308,47,300,252,4,4,4,Junction PurchaseSupplierContract 308,2020-11-04,2020-11-04,431.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4c10d01d2725ef68d2416631f7504e7e4c10d01d2725ef68d2416631f7504e7
309,PSC000309,276,313,445,2,6,2,Cedar PurchaseSupplierContract 309,2020-11-05,2020-11-05,433.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b85b199d2c451eeb082642aec795b818b85b199d2c451eeb082642aec795b81
310,PSC000310,329,306,297,2,4,2,Northstar PurchaseSupplierContract 310,2020-11-06,2020-11-06,434.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64d1827082295219a39f2296a5535fa964d1827082295219a39f2296a5535fa9
311,PSC000311,190,217,73,3,33,3,Orion PurchaseSupplierContract 311,2020-11-07,2020-11-07,436.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd472f2bcdc15a4aa7ce97a8bd61e2d3dd472f2bcdc15a4aa7ce97a8bd61e2d3
312,PSC000312,165,261,65,1,15,5,Northstar PurchaseSupplierContract 312,2020-11-08,2020-11-08,437.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87a12113654a5c3b821ae2cdc54d1fdb87a12113654a5c3b821ae2cdc54d1fdb
313,PSC000313,248,309,453,4,10,2,Meridian PurchaseSupplierContract 313,2020-11-09,2020-11-09,438.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f01957553dc54e698aa99852198c43b8f01957553dc54e698aa99852198c43b
314,PSC000314,89,266,377,1,2,5,Beacon PurchaseSupplierContract 314,2020-11-10,2020-11-10,440.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9520260afd8535887b4026488abbfd1a9520260afd8535887b4026488abbfd1
315,PSC000315,15,344,34,1,13,3,Quartz PurchaseSupplierContract 315,2020-11-11,2020-11-11,441.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8058d00b4bdc5d13b11921d628979d548058d00b4bdc5d13b11921d628979d54
316,PSC000316,208,2,385,4,7,5,Pioneer PurchaseSupplierContract 316,2020-11-12,2020-11-12,442.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7da8d8e61195f9bb13960bc8c427395d7da8d8e61195f9bb13960bc8c427395
317,PSC000317,162,271,136,1,33,2,Junction PurchaseSupplierContract 317,2020-11-13,2020-11-13,444.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44efb24227e7588fbe710872abc3166744efb24227e7588fbe710872abc31667
318,PSC000318,143,228,37,3,21,4,Riverton PurchaseSupplierContract 318,2020-11-14,2020-11-14,445.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,057092aaeee95397b8cebac538c72ddd057092aaeee95397b8cebac538c72ddd
319,PSC000319,354,180,365,5,34,1,Evergreen PurchaseSupplierContract 319,2020-11-15,2020-11-15,447.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8a65472aba25655badcde0a7afaeea9d8a65472aba25655badcde0a7afaeea9
320,PSC000320,378,171,114,5,22,3,Ion PurchaseSupplierContract 320,2020-11-16,2020-11-16,448.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b2fbdc35b535960ae70a5af828701e48b2fbdc35b535960ae70a5af828701e4
321,PSC000321,246,207,294,3,1,1,Ion PurchaseSupplierContract 321,2020-11-17,2020-11-17,449.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4dd0bb6f4d605351b7fee79ad433c04a4dd0bb6f4d605351b7fee79ad433c04a
322,PSC000322,446,162,268,5,26,3,Granite PurchaseSupplierContract 322,2020-11-18,2020-11-18,451.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7267a90609b85261862893fc8db150017267a90609b85261862893fc8db15001
323,PSC000323,25,495,-1,3,29,1,Northstar PurchaseSupplierContract 323,2020-11-19,2020-11-19,452.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6cb5fb5aa305d808c0306ab004d03acd6cb5fb5aa305d808c0306ab004d03ac
324,PSC000324,251,123,388,4,31,1,Pioneer PurchaseSupplierContract 324,2020-11-20,2020-11-20,453.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf052108a3b75b9bbfa8ed2abcf1c70abf052108a3b75b9bbfa8ed2abcf1c70a
325,PSC000325,397,275,418,5,20,1,Vertex PurchaseSupplierContract 325,2020-11-21,2020-11-21,455.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b929d00eb855eec86c81fbf33b2b13c2b929d00eb855eec86c81fbf33b2b13c
326,PSC000326,240,14,293,4,15,1,Summit PurchaseSupplierContract 326,2020-11-22,2020-11-22,456.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09bfb6f5e71d50c1b543398b41c80a9c09bfb6f5e71d50c1b543398b41c80a9c
327,PSC000327,191,203,400,3,29,3,Atlas PurchaseSupplierContract 327,2020-11-23,2020-11-23,457.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,317ccec468c25609826ae91e8165a11f317ccec468c25609826ae91e8165a11f
328,PSC000328,70,349,320,2,24,4,Ion PurchaseSupplierContract 328,2020-11-24,2020-11-24,459.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,16c0e1626e6b5ddb947bb887589b1e8316c0e1626e6b5ddb947bb887589b1e83
329,PSC000329,43,111,461,1,11,5,Orion PurchaseSupplierContract 329,2020-11-25,2020-11-25,460.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1ce26b82389558885faf64ace6d640ff1ce26b82389558885faf64ace6d640f
330,PSC000330,1,198,240,5,3,2,Vertex PurchaseSupplierContract 330,2020-11-26,2020-11-26,462.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6bf306a326e35d3b9c48bf42a250cd2c6bf306a326e35d3b9c48bf42a250cd2c
331,PSC000331,171,427,174,5,2,5,Ion PurchaseSupplierContract 331,2020-11-27,2020-11-27,463.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1559dc07acb5588db30f2f564ed10c881559dc07acb5588db30f2f564ed10c88
332,PSC000332,130,166,430,5,14,4,Meridian PurchaseSupplierContract 332,2020-11-28,2020-11-28,464.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,459ff8c49b6f50bfaef09682b02e6e9d459ff8c49b6f50bfaef09682b02e6e9d
333,PSC000333,56,431,170,4,9,2,Unity PurchaseSupplierContract 333,2020-11-29,2020-11-29,466.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68bbbed131815f48b20b09e32e86088168bbbed131815f48b20b09e32e860881
334,PSC000334,436,165,440,5,40,1,Junction PurchaseSupplierContract 334,2020-11-30,2020-11-30,467.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48d73ac079c9566a9b788005d797373b48d73ac079c9566a9b788005d797373b
335,PSC000335,299,11,85,5,27,1,Ion PurchaseSupplierContract 335,2020-12-01,2020-12-01,468.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f37690626a005f92b39342d15290b141f37690626a005f92b39342d15290b141
336,PSC000336,393,401,382,2,37,1,Atlas PurchaseSupplierContract 336,2020-12-02,2020-12-02,470.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f445a71caa6b51f1adc99a333423238df445a71caa6b51f1adc99a333423238d
337,PSC000337,20,28,437,5,27,3,Atlas PurchaseSupplierContract 337,2020-12-03,2020-12-03,471.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e7d9267f00e5b69bcee86862c5570e92e7d9267f00e5b69bcee86862c5570e9
338,PSC000338,111,482,459,3,27,5,Delta PurchaseSupplierContract 338,2020-12-04,2020-12-04,473.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,efcf1b66f1a7516ebbd9110b0038178fefcf1b66f1a7516ebbd9110b0038178f
339,PSC000339,426,476,137,1,27,5,Zenith PurchaseSupplierContract 339,2020-12-05,2020-12-05,474.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf3bd05c399b5a10b4345ba418d145f4cf3bd05c399b5a10b4345ba418d145f4
340,PSC000340,420,436,-1,1,17,4,Granite PurchaseSupplierContract 340,2020-12-06,2020-12-06,475.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce877f5c2db85c64867af1f6c070c3c5ce877f5c2db85c64867af1f6c070c3c5
341,PSC000341,124,337,184,1,18,1,Keystone PurchaseSupplierContract 341,2020-12-07,2020-12-07,477.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04da3dfe88a65c7b8b04054e1207093e04da3dfe88a65c7b8b04054e1207093e
342,PSC000342,68,373,135,2,13,3,Junction PurchaseSupplierContract 342,2020-12-08,2020-12-08,478.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2994eaea6bc756bda8dda6327f8232832994eaea6bc756bda8dda6327f823283
343,PSC000343,414,32,156,1,35,1,Junction PurchaseSupplierContract 343,2020-12-09,2020-12-09,479.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6721bf5a0e4551ab890985b3574b91d46721bf5a0e4551ab890985b3574b91d4
344,PSC000344,56,486,385,3,25,1,Forge PurchaseSupplierContract 344,2020-12-10,2020-12-10,481.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0437a3be31e511f84046fe41580888fe0437a3be31e511f84046fe41580888f
345,PSC000345,158,297,232,3,3,2,Ion PurchaseSupplierContract 345,2020-12-11,2020-12-11,482.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67836ef643575df1a4030096dc65ee9767836ef643575df1a4030096dc65ee97
346,PSC000346,337,36,337,1,16,2,Delta PurchaseSupplierContract 346,2020-12-12,2020-12-12,484.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a77089fa6e705bdebd0a8b860a66c221a77089fa6e705bdebd0a8b860a66c221
347,PSC000347,285,323,173,4,2,1,Titan PurchaseSupplierContract 347,2020-12-13,2020-12-13,485.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1f93472dd7e5089bb02ac1459c7f999e1f93472dd7e5089bb02ac1459c7f999
348,PSC000348,185,401,372,5,13,3,Junction PurchaseSupplierContract 348,2020-12-14,2020-12-14,486.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ebfdff23a0d5312bb9097169b1b37e05ebfdff23a0d5312bb9097169b1b37e0
349,PSC000349,171,138,89,5,22,1,Keystone PurchaseSupplierContract 349,2020-12-15,2020-12-15,488.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e3a49e3d0c65623bbd2d1f3c1416b1a7e3a49e3d0c65623bbd2d1f3c1416b1a
350,PSC000350,278,36,278,3,22,5,Vertex PurchaseSupplierContract 350,2020-12-16,2020-12-16,489.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c960594d80c95a4d9f12cbae50f377bec960594d80c95a4d9f12cbae50f377be
351,PSC000351,216,147,52,2,15,1,Riverton PurchaseSupplierContract 351,2020-12-17,2020-12-17,490.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,161e1d5f6fd1575988198fa1fe9d39dd161e1d5f6fd1575988198fa1fe9d39dd
352,PSC000352,252,236,231,4,22,5,Beacon PurchaseSupplierContract 352,2020-12-18,2020-12-18,492.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8163f4aecd05b25942cd4f733d06bfae8163f4aecd05b25942cd4f733d06bfa
353,PSC000353,408,15,463,5,40,3,Orion PurchaseSupplierContract 353,2020-12-19,2020-12-19,493.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a1af57cc411582ca971d0688e9f358a1a1af57cc411582ca971d0688e9f358a
354,PSC000354,474,364,495,5,6,4,Beacon PurchaseSupplierContract 354,2020-12-20,2020-12-20,494.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e8317498271543d849400fe784d55724e8317498271543d849400fe784d5572
355,PSC000355,149,76,422,3,28,2,Keystone PurchaseSupplierContract 355,2020-12-21,2020-12-21,496.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,168f483b357653a9bc86dff22af5ccad168f483b357653a9bc86dff22af5ccad
356,PSC000356,160,51,99,1,24,5,Beacon PurchaseSupplierContract 356,2020-12-22,2020-12-22,497.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,976b2e16f7a553c3858ba96e5f8ba737976b2e16f7a553c3858ba96e5f8ba737
357,PSC000357,456,72,-1,4,15,3,Meridian PurchaseSupplierContract 357,2020-12-23,2020-12-23,499.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4417234e6af50288852b88a28bf179ab4417234e6af50288852b88a28bf179a
358,PSC000358,244,171,274,2,20,5,Beacon PurchaseSupplierContract 358,2020-12-24,2020-12-24,500.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07bc5c892d2352e6bd9eed6998752dfd07bc5c892d2352e6bd9eed6998752dfd
359,PSC000359,350,281,421,2,13,2,Willow PurchaseSupplierContract 359,2020-12-25,2020-12-25,501.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18ddee561f655211ade651cc45e1012118ddee561f655211ade651cc45e10121
360,PSC000360,443,124,425,3,29,4,Quartz PurchaseSupplierContract 360,2020-12-26,2020-12-26,503.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ecf6995345b5f1f9c0034b63879b7488ecf6995345b5f1f9c0034b63879b748
361,PSC000361,436,27,229,1,2,5,Harbor PurchaseSupplierContract 361,2020-12-27,2020-12-27,504.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c5487eef52756e0b2de6fcbad0bff254c5487eef52756e0b2de6fcbad0bff25
362,PSC000362,498,269,120,3,39,4,Evergreen PurchaseSupplierContract 362,2020-12-28,2020-12-28,505.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90b89fdb74fe5df49c9ced9acccc0cf690b89fdb74fe5df49c9ced9acccc0cf6
363,PSC000363,2,215,319,3,14,4,Delta PurchaseSupplierContract 363,2020-12-29,2020-12-29,507.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b01980f7428581fb97769a623d60bae3b01980f7428581fb97769a623d60bae
