MaintenanceSparePartKey,SparePartNumber,ProductKey,MaintenanceAssetComponentTypeKey,UnitOfMeasureKey,HazardClassKey,MaintenanceSparePartName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
296,MSP000296,339,89,7,2,Cedar MaintenanceSparePart 296,MSP000296,1,415.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d131cbf0240752df80fff1176a20fbaad131cbf0240752df80fff1176a20fbaa
297,MSP000297,168,102,4,8,Willow MaintenanceSparePart 297,MSP000297,1,416.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef7486ff92265da38f2f200a9af27a8eef7486ff92265da38f2f200a9af27a8e
298,MSP000298,3,273,3,6,Quartz MaintenanceSparePart 298,MSP000298,1,418.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae43f10d242b5cdd9e686e90f733e26bae43f10d242b5cdd9e686e90f733e26b
299,MSP000299,277,16,3,3,Beacon MaintenanceSparePart 299,MSP000299,1,419.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14cfbf5f0ea6549da098f4dc23615b9c14cfbf5f0ea6549da098f4dc23615b9c
300,MSP000300,54,71,4,18,Willow MaintenanceSparePart 300,MSP000300,0,421.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c35bda878fd5c0bbc1f192b546c51f33c35bda878fd5c0bbc1f192b546c51f3
301,MSP000301,175,93,6,13,Titan MaintenanceSparePart 301,MSP000301,1,422.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64bd6b8e0de054cc8e0f6019c289512b64bd6b8e0de054cc8e0f6019c289512b
302,MSP000302,104,282,7,3,Forge MaintenanceSparePart 302,MSP000302,1,423.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f275fcf213ea5666854e9dbf284de0a5f275fcf213ea5666854e9dbf284de0a5
303,MSP000303,26,222,3,9,Harbor MaintenanceSparePart 303,MSP000303,1,425.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb8aec326026583181c3be747dc1e45aeb8aec326026583181c3be747dc1e45a
304,MSP000304,277,347,1,8,Forge MaintenanceSparePart 304,MSP000304,1,426.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,30ce66f8b4285b2c85334a9ec7b4420e30ce66f8b4285b2c85334a9ec7b4420e
305,MSP000305,142,183,1,18,Quartz MaintenanceSparePart 305,MSP000305,0,427.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24abef3eb96c5b18a8d80b74327eb48224abef3eb96c5b18a8d80b74327eb482
306,MSP000306,441,144,1,1,Atlas MaintenanceSparePart 306,MSP000306,1,429.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c56499789b1e55e3ac5b22ee7304d2a6c56499789b1e55e3ac5b22ee7304d2a6
307,MSP000307,454,42,4,7,Titan MaintenanceSparePart 307,MSP000307,1,430.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f545539d1125393aeb1278298df87cb2f545539d1125393aeb1278298df87cb
308,MSP000308,243,186,6,11,Junction MaintenanceSparePart 308,MSP000308,1,431.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a149c16d406e5b7eb1a3e74c2f0fac4ea149c16d406e5b7eb1a3e74c2f0fac4e
309,MSP000309,435,390,4,3,Quartz MaintenanceSparePart 309,MSP000309,1,433.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f2ef86d4f7c56389c8fe350fa3adee61f2ef86d4f7c56389c8fe350fa3adee6
310,MSP000310,187,367,2,12,Quartz MaintenanceSparePart 310,MSP000310,0,434.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,923467df68f252e8816fbe90094d7f0d923467df68f252e8816fbe90094d7f0d
311,MSP000311,364,169,6,10,Riverton MaintenanceSparePart 311,MSP000311,1,436.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebe47e241ede5fa5993f776366e881beebe47e241ede5fa5993f776366e881be
312,MSP000312,87,51,6,3,Cedar MaintenanceSparePart 312,MSP000312,1,437.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3cb6325bbd65a80a8074d2a2b185a17f3cb6325bbd65a80a8074d2a2b185a17
313,MSP000313,14,341,4,9,Ion MaintenanceSparePart 313,MSP000313,1,438.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c37a36d7fcb257d98d25f722d91ecc1bc37a36d7fcb257d98d25f722d91ecc1b
314,MSP000314,193,143,4,4,Willow MaintenanceSparePart 314,MSP000314,1,440.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bfcc999b74575d128340c4ddf0f53c5abfcc999b74575d128340c4ddf0f53c5a
315,MSP000315,191,431,4,7,Forge MaintenanceSparePart 315,MSP000315,0,441.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a58a0729792458699ad73cf53a2adf83a58a0729792458699ad73cf53a2adf83
316,MSP000316,443,87,6,9,Delta MaintenanceSparePart 316,MSP000316,1,442.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bfbbf80512be54b997ed6a72e80d5e03bfbbf80512be54b997ed6a72e80d5e03
317,MSP000317,443,375,3,2,Meridian MaintenanceSparePart 317,MSP000317,1,444.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3faaf3394db59c58c13f76f5f522a39b3faaf3394db59c58c13f76f5f522a39
318,MSP000318,81,441,2,11,Northstar MaintenanceSparePart 318,MSP000318,1,445.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8f4777acbbe54bcb2e12097eaf210a1d8f4777acbbe54bcb2e12097eaf210a1
319,MSP000319,474,160,2,8,Liberty MaintenanceSparePart 319,MSP000319,1,447.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4beb2a770c80547883af7a304180b1aa4beb2a770c80547883af7a304180b1aa
320,MSP000320,247,151,3,4,Atlas MaintenanceSparePart 320,MSP000320,0,448.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ab5a81319025dca80412d5eb1f5c0a83ab5a81319025dca80412d5eb1f5c0a8
321,MSP000321,226,474,2,7,Meridian MaintenanceSparePart 321,MSP000321,1,449.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,559509cc565d5cfe89aec2ccd5a5fa4f559509cc565d5cfe89aec2ccd5a5fa4f
322,MSP000322,39,422,2,17,Delta MaintenanceSparePart 322,MSP000322,1,451.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d70d2c26051b5008a9b2b7878e1388a2d70d2c26051b5008a9b2b7878e1388a2
323,MSP000323,183,398,1,18,Vertex MaintenanceSparePart 323,MSP000323,1,452.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,825468ba5e2150c29ff0a270124cd72c825468ba5e2150c29ff0a270124cd72c
324,MSP000324,459,192,7,5,Ion MaintenanceSparePart 324,MSP000324,1,453.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,efd9f93acfbf5993b994ccb8878013acefd9f93acfbf5993b994ccb8878013ac
325,MSP000325,382,284,7,16,Keystone MaintenanceSparePart 325,MSP000325,0,455.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5bf35952b27c5d25b415c0b1cd4667a85bf35952b27c5d25b415c0b1cd4667a8
326,MSP000326,75,172,7,14,Liberty MaintenanceSparePart 326,MSP000326,1,456.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e03a332db77a556986ebf9f15494c6f5e03a332db77a556986ebf9f15494c6f5
327,MSP000327,225,252,3,1,Keystone MaintenanceSparePart 327,MSP000327,1,457.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3011c5c8d66255f795c75cecc4e5c6313011c5c8d66255f795c75cecc4e5c631
328,MSP000328,351,173,3,14,Titan MaintenanceSparePart 328,MSP000328,1,459.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3423cf5a63815dcc86ca3d6a0e7177bd3423cf5a63815dcc86ca3d6a0e7177bd
329,MSP000329,34,40,6,17,Junction MaintenanceSparePart 329,MSP000329,1,460.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f804ccd6b9255923b95abe99530116a7f804ccd6b9255923b95abe99530116a7
330,MSP000330,135,122,3,12,Willow MaintenanceSparePart 330,MSP000330,0,462.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef63f36eba28563cb0b6517fd6712d77ef63f36eba28563cb0b6517fd6712d77
331,MSP000331,269,320,6,14,Unity MaintenanceSparePart 331,MSP000331,1,463.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e713674e44365438b8c9d036243d27a3e713674e44365438b8c9d036243d27a3
332,MSP000332,140,466,3,17,Granite MaintenanceSparePart 332,MSP000332,1,464.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e6b7076d91bc5074911807eef7653552e6b7076d91bc5074911807eef7653552
333,MSP000333,155,105,2,14,Willow MaintenanceSparePart 333,MSP000333,1,466.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b60fb97b632258fd9653d3af906155f2b60fb97b632258fd9653d3af906155f2
334,MSP000334,152,364,7,16,Keystone MaintenanceSparePart 334,MSP000334,1,467.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4f5941e74a455e5b937550f09413c93f4f5941e74a455e5b937550f09413c93
335,MSP000335,375,216,3,1,Delta MaintenanceSparePart 335,MSP000335,0,468.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82fe1c3f0087569ca6bb3a4ab808fc2782fe1c3f0087569ca6bb3a4ab808fc27
336,MSP000336,220,422,7,5,Harbor MaintenanceSparePart 336,MSP000336,1,470.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,343be025696c57188855e0966b1acce6343be025696c57188855e0966b1acce6
337,MSP000337,280,252,3,8,Harbor MaintenanceSparePart 337,MSP000337,1,471.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c33b491db025525b8fd5fd2261803e54c33b491db025525b8fd5fd2261803e5
338,MSP000338,430,498,5,6,Harbor MaintenanceSparePart 338,MSP000338,1,473.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b4bd9c6587d5a58b9232e79a1647ae42b4bd9c6587d5a58b9232e79a1647ae4
339,MSP000339,144,253,7,1,Cedar MaintenanceSparePart 339,MSP000339,1,474.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f0451ee9b605efb8140ff50605c4a1a1f0451ee9b605efb8140ff50605c4a1a
340,MSP000340,315,54,6,9,Granite MaintenanceSparePart 340,MSP000340,0,475.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b5b450528885e69ae94976d73d38c8f6b5b450528885e69ae94976d73d38c8f
341,MSP000341,341,345,2,17,Liberty MaintenanceSparePart 341,MSP000341,1,477.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56bda65350ee542b8702805952d1f63756bda65350ee542b8702805952d1f637
342,MSP000342,70,288,4,11,Titan MaintenanceSparePart 342,MSP000342,1,478.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56f7791f5d365aa8a66b970794a089ae56f7791f5d365aa8a66b970794a089ae
343,MSP000343,3,375,7,2,Delta MaintenanceSparePart 343,MSP000343,1,479.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,305946717ce352a58043d04654d46e76305946717ce352a58043d04654d46e76
344,MSP000344,65,133,3,6,Delta MaintenanceSparePart 344,MSP000344,1,481.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,519b660cf2495e45bf3b34f8a1c4c725519b660cf2495e45bf3b34f8a1c4c725
345,MSP000345,83,279,3,3,Orion MaintenanceSparePart 345,MSP000345,0,482.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,722e46e45b525fd2a0d4e0a5d549156a722e46e45b525fd2a0d4e0a5d549156a
346,MSP000346,484,71,2,15,Titan MaintenanceSparePart 346,MSP000346,1,484.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7a4c012b17c50b1a7de3f0ea6b1111bc7a4c012b17c50b1a7de3f0ea6b1111b
347,MSP000347,230,256,1,8,Forge MaintenanceSparePart 347,MSP000347,1,485.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63d64280a1bb5fb981d29f7c5b8fd69463d64280a1bb5fb981d29f7c5b8fd694
348,MSP000348,164,404,5,12,Cedar MaintenanceSparePart 348,MSP000348,1,486.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,450822b7a820540d926ee4a854c0d54c450822b7a820540d926ee4a854c0d54c
349,MSP000349,363,86,2,3,Evergreen MaintenanceSparePart 349,MSP000349,1,488.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d230efd5f7d45ba5b45b68db320f7b7dd230efd5f7d45ba5b45b68db320f7b7d
350,MSP000350,311,385,3,7,Summit MaintenanceSparePart 350,MSP000350,0,489.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1e7009643e55b52bc2cf1af588715acf1e7009643e55b52bc2cf1af588715ac
351,MSP000351,391,189,1,1,Quartz MaintenanceSparePart 351,MSP000351,1,490.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f27b1a3630a35d67a210bb6ba56a5dbdf27b1a3630a35d67a210bb6ba56a5dbd
352,MSP000352,131,3,7,3,Junction MaintenanceSparePart 352,MSP000352,1,492.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,792f886ce5da5d6281ea80e43e3f08eb792f886ce5da5d6281ea80e43e3f08eb
353,MSP000353,118,350,3,12,Forge MaintenanceSparePart 353,MSP000353,1,493.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,439f2dedfee75e71b784a01b453f2e84439f2dedfee75e71b784a01b453f2e84
354,MSP000354,171,128,6,16,Ion MaintenanceSparePart 354,MSP000354,1,494.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,edf25355f8965bd6bff81e8cb2255dd6edf25355f8965bd6bff81e8cb2255dd6
355,MSP000355,19,329,2,4,Pioneer MaintenanceSparePart 355,MSP000355,0,496.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,004ba7e18a9f54e899c34961944ba4f8004ba7e18a9f54e899c34961944ba4f8
356,MSP000356,210,248,3,8,Titan MaintenanceSparePart 356,MSP000356,1,497.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43818f048bcf5cc3a8d4d712000b567b43818f048bcf5cc3a8d4d712000b567b
357,MSP000357,459,464,1,16,Evergreen MaintenanceSparePart 357,MSP000357,1,499.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b74a531cacc6589392b042be43270c34b74a531cacc6589392b042be43270c34
358,MSP000358,112,381,3,13,Junction MaintenanceSparePart 358,MSP000358,1,500.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51ad46fafba05a7abbf30a9d609bac3151ad46fafba05a7abbf30a9d609bac31
359,MSP000359,363,367,4,6,Pioneer MaintenanceSparePart 359,MSP000359,1,501.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4473eaeb2f9a574682939e6995ee36b34473eaeb2f9a574682939e6995ee36b3
360,MSP000360,366,208,1,5,Cedar MaintenanceSparePart 360,MSP000360,0,503.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca96a669665b5c1880d3f8ccfa813beeca96a669665b5c1880d3f8ccfa813bee
361,MSP000361,375,478,3,4,Summit MaintenanceSparePart 361,MSP000361,1,504.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b063d86ad2f5e4f9e5a945a0ed781129b063d86ad2f5e4f9e5a945a0ed78112
362,MSP000362,139,324,5,1,Riverton MaintenanceSparePart 362,MSP000362,1,505.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9760cc212dd5eb883e6db0925c090fbe9760cc212dd5eb883e6db0925c090fb
363,MSP000363,289,15,5,5,Beacon MaintenanceSparePart 363,MSP000363,1,507.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,376c95a2159a5ee2aa34ce5fd48a6f21376c95a2159a5ee2aa34ce5fd48a6f21
364,MSP000364,297,415,5,16,Forge MaintenanceSparePart 364,MSP000364,1,508.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,502bf774b7b055dca40209c2baa27fa9502bf774b7b055dca40209c2baa27fa9
365,MSP000365,269,113,5,7,Cedar MaintenanceSparePart 365,MSP000365,0,510.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68a288fd066b5bdd98d8e942ed56050068a288fd066b5bdd98d8e942ed560500
366,MSP000366,277,181,1,18,Pioneer MaintenanceSparePart 366,MSP000366,1,511.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ffb0495b0e35b1dacec17df4c54d9263ffb0495b0e35b1dacec17df4c54d926
367,MSP000367,468,219,3,7,Vertex MaintenanceSparePart 367,MSP000367,1,512.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a89e9194eb8f59c891fcf12db25ea54ea89e9194eb8f59c891fcf12db25ea54e
368,MSP000368,144,376,5,1,Riverton MaintenanceSparePart 368,MSP000368,1,514.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e593558cc15582e8a3befbd2267db951e593558cc15582e8a3befbd2267db95
369,MSP000369,123,291,1,2,Atlas MaintenanceSparePart 369,MSP000369,1,515.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,699ed5a9a62256d6a33da8edbff01f54699ed5a9a62256d6a33da8edbff01f54
370,MSP000370,216,252,7,1,Orion MaintenanceSparePart 370,MSP000370,0,516.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4023f400fdb25ddd991c9a611e2d78584023f400fdb25ddd991c9a611e2d7858
371,MSP000371,137,437,1,12,Quartz MaintenanceSparePart 371,MSP000371,1,518.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6de55d3ee0958e1bffe5552c4945820c6de55d3ee0958e1bffe5552c4945820
372,MSP000372,101,496,6,12,Unity MaintenanceSparePart 372,MSP000372,1,519.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ccd805541c965fe7b7b2e9a7717b9b6dccd805541c965fe7b7b2e9a7717b9b6d
373,MSP000373,116,248,1,17,Cedar MaintenanceSparePart 373,MSP000373,1,521.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95b14cd7a97659149b7f57055ce02d1d95b14cd7a97659149b7f57055ce02d1d
374,MSP000374,316,274,2,7,Quartz MaintenanceSparePart 374,MSP000374,1,522.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,285dda2b340352d4857d3a4983306845285dda2b340352d4857d3a4983306845
375,MSP000375,476,448,2,1,Zenith MaintenanceSparePart 375,MSP000375,0,523.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ecd90247201546f9e25d9a58ea236848ecd90247201546f9e25d9a58ea23684
376,MSP000376,155,324,5,17,Meridian MaintenanceSparePart 376,MSP000376,1,525.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a7606ce91825bd3acdf0f6a1557c0ca6a7606ce91825bd3acdf0f6a1557c0ca
377,MSP000377,1,43,2,18,Junction MaintenanceSparePart 377,MSP000377,1,526.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7dd27abfbe635bc89338268850db26827dd27abfbe635bc89338268850db2682
378,MSP000378,229,435,1,12,Quartz MaintenanceSparePart 378,MSP000378,1,527.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b71bc8951312528cb709225da855b5e6b71bc8951312528cb709225da855b5e6
379,MSP000379,496,307,5,13,Liberty MaintenanceSparePart 379,MSP000379,1,529.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,742fd61e9a1f53c997ba8ae87bb62462742fd61e9a1f53c997ba8ae87bb62462
380,MSP000380,428,226,3,2,Orion MaintenanceSparePart 380,MSP000380,0,530.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9e625db43245fc39282b95c2638f3aff9e625db43245fc39282b95c2638f3af
381,MSP000381,455,28,4,4,Quartz MaintenanceSparePart 381,MSP000381,1,531.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e92fd0eb758e5027b35122c936402dcce92fd0eb758e5027b35122c936402dcc
382,MSP000382,165,28,6,18,Riverton MaintenanceSparePart 382,MSP000382,1,533.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43312a946be054daa2a84136ba87dc8443312a946be054daa2a84136ba87dc84
383,MSP000383,54,142,3,18,Cedar MaintenanceSparePart 383,MSP000383,1,534.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,976176b58c425f07a4e7810596370bdb976176b58c425f07a4e7810596370bdb
384,MSP000384,223,254,2,9,Atlas MaintenanceSparePart 384,MSP000384,1,536.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40d5099d27e45bd390ab9540868a246540d5099d27e45bd390ab9540868a2465
385,MSP000385,430,111,7,18,Summit MaintenanceSparePart 385,MSP000385,0,537.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cbfd180f87385954b17bdc6e8c7e1b86cbfd180f87385954b17bdc6e8c7e1b86
386,MSP000386,388,247,3,9,Riverton MaintenanceSparePart 386,MSP000386,1,538.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79d61cd5be1e5dac943b0df6ef272db479d61cd5be1e5dac943b0df6ef272db4
387,MSP000387,464,423,5,11,Riverton MaintenanceSparePart 387,MSP000387,1,540.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c72426c5ebbd57b7bf28d3be6fb7f735c72426c5ebbd57b7bf28d3be6fb7f735
388,MSP000388,38,216,5,13,Unity MaintenanceSparePart 388,MSP000388,1,541.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d289ab9d08c75feda9a375ef0a1e42e2d289ab9d08c75feda9a375ef0a1e42e2
389,MSP000389,106,38,6,2,Zenith MaintenanceSparePart 389,MSP000389,1,542.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dce785da43995abcb4b32e5d9b2a2294dce785da43995abcb4b32e5d9b2a2294
390,MSP000390,134,230,2,4,Atlas MaintenanceSparePart 390,MSP000390,0,544.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96ce0e8ef0505e0e9c7907f8cf6a9d3e96ce0e8ef0505e0e9c7907f8cf6a9d3e
391,MSP000391,291,105,7,5,Liberty MaintenanceSparePart 391,MSP000391,1,545.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,851f5c5c3b225f9cb51131286eebac83851f5c5c3b225f9cb51131286eebac83
392,MSP000392,205,16,7,7,Atlas MaintenanceSparePart 392,MSP000392,1,547.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d36acbb746052debcf03af042b6b2522d36acbb746052debcf03af042b6b252
393,MSP000393,446,55,3,16,Atlas MaintenanceSparePart 393,MSP000393,1,548.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e17bae0bef257a6b9bb824a580aa5e76e17bae0bef257a6b9bb824a580aa5e7
394,MSP000394,133,326,5,13,Titan MaintenanceSparePart 394,MSP000394,1,549.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,775a98cb5ef6598b8068fba7f8107d55775a98cb5ef6598b8068fba7f8107d55
