MachineChangeoverKey,ChangeoverCode,MachineKey,FromProductKey,ToProductKey,OeeCalculationMethodKey,MachineChangeoverName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
308,MC000308,249,277,43,12,Orion MachineChangeover 308,MC000308,1,431.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44c19c906644532ca4dba88cc9cb8cf144c19c906644532ca4dba88cc9cb8cf1
309,MC000309,303,266,82,1,Vertex MachineChangeover 309,MC000309,1,433.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c15e3df0a0dd5715a3bdb9213790b8b4c15e3df0a0dd5715a3bdb9213790b8b4
310,MC000310,216,302,407,9,Willow MachineChangeover 310,MC000310,0,434.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf46b08c1af75c8287af33db3f4052f9cf46b08c1af75c8287af33db3f4052f9
311,MC000311,146,350,339,6,Northstar MachineChangeover 311,MC000311,1,436.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e962fc8ed6f35f5e928d6c9abf9af49be962fc8ed6f35f5e928d6c9abf9af49b
312,MC000312,263,216,366,1,Granite MachineChangeover 312,MC000312,1,437.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40fd27d266385187803dbc816495088940fd27d266385187803dbc8164950889
313,MC000313,70,91,334,4,Granite MachineChangeover 313,MC000313,1,438.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2702bbf6d8e95d3cac09fa5cef5c857d2702bbf6d8e95d3cac09fa5cef5c857d
314,MC000314,95,265,114,8,Summit MachineChangeover 314,MC000314,1,440.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e5c73ec249559eab13032ecdfcfe8721e5c73ec249559eab13032ecdfcfe872
315,MC000315,320,149,143,1,Titan MachineChangeover 315,MC000315,0,441.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef7575928d4b5537bce44b8f63aa22a7ef7575928d4b5537bce44b8f63aa22a7
316,MC000316,261,368,174,4,Ion MachineChangeover 316,MC000316,1,442.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3eb801666a89567290ee9015d58feda73eb801666a89567290ee9015d58feda7
317,MC000317,162,135,186,5,Quartz MachineChangeover 317,MC000317,1,444.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4deef9af0eb55b5aabab92bd6820e7fc4deef9af0eb55b5aabab92bd6820e7fc
318,MC000318,444,403,499,6,Northstar MachineChangeover 318,MC000318,1,445.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48bc5a7599665300aa8b12dc69b8f79148bc5a7599665300aa8b12dc69b8f791
319,MC000319,327,43,119,9,Junction MachineChangeover 319,MC000319,1,447.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,111ed4d261875b57b8a2328667eaf528111ed4d261875b57b8a2328667eaf528
320,MC000320,42,111,494,11,Orion MachineChangeover 320,MC000320,0,448.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c86abd4c242a58f590a9245ff0320863c86abd4c242a58f590a9245ff0320863
321,MC000321,299,199,484,3,Harbor MachineChangeover 321,MC000321,1,449.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d16675cec68457ddab5b6fc723e5688bd16675cec68457ddab5b6fc723e5688b
322,MC000322,240,333,290,5,Atlas MachineChangeover 322,MC000322,1,451.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bebe14c11bb4519e832a50f4ba63a033bebe14c11bb4519e832a50f4ba63a033
323,MC000323,69,-1,-1,12,Summit MachineChangeover 323,MC000323,1,452.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6803ad3c3b9650d3b485c5f8861039496803ad3c3b9650d3b485c5f886103949
324,MC000324,26,454,126,4,Cedar MachineChangeover 324,MC000324,1,453.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6baba1ca58d45178844bb634abceafba6baba1ca58d45178844bb634abceafba
325,MC000325,465,298,276,8,Cedar MachineChangeover 325,MC000325,0,455.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e7ba0352e5650a28a703dacd9baada29e7ba0352e5650a28a703dacd9baada2
326,MC000326,77,188,210,7,Titan MachineChangeover 326,MC000326,1,456.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c40f9f2e5ec5989b00de049958a61cd9c40f9f2e5ec5989b00de049958a61cd
327,MC000327,417,351,169,4,Cedar MachineChangeover 327,MC000327,1,457.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b94d50d9a3a58b1a12ff02d1da3173b7b94d50d9a3a58b1a12ff02d1da3173b
328,MC000328,316,360,130,5,Liberty MachineChangeover 328,MC000328,1,459.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3737d1aefa3f570a8da8314969035f223737d1aefa3f570a8da8314969035f22
329,MC000329,168,346,217,4,Forge MachineChangeover 329,MC000329,1,460.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36cdf1a2c7275e94991f34fd9b2a86de36cdf1a2c7275e94991f34fd9b2a86de
330,MC000330,402,431,129,3,Willow MachineChangeover 330,MC000330,0,462.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef52b9f89e6b5a94b6ee98dd4fff682eef52b9f89e6b5a94b6ee98dd4fff682e
331,MC000331,320,349,237,12,Summit MachineChangeover 331,MC000331,1,463.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c01d826f01d05f479795f425449b0e40c01d826f01d05f479795f425449b0e40
332,MC000332,230,235,259,8,Liberty MachineChangeover 332,MC000332,1,464.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78e18740524d5b1ca12924c62a2b37be78e18740524d5b1ca12924c62a2b37be
333,MC000333,67,419,348,7,Quartz MachineChangeover 333,MC000333,1,466.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2666c99ed0fa5f4ea76d201b2cb828c42666c99ed0fa5f4ea76d201b2cb828c4
334,MC000334,160,169,322,9,Unity MachineChangeover 334,MC000334,1,467.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2ae9587921d54b4ae1fc2eea55a6f32e2ae9587921d54b4ae1fc2eea55a6f32
335,MC000335,454,198,411,10,Granite MachineChangeover 335,MC000335,0,468.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1594840e90d5713bd55f9cbbab0636de1594840e90d5713bd55f9cbbab0636d
336,MC000336,301,75,53,2,Quartz MachineChangeover 336,MC000336,1,470.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13236bf1323059e09fb88177fe3c130013236bf1323059e09fb88177fe3c1300
337,MC000337,236,413,175,11,Harbor MachineChangeover 337,MC000337,1,471.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,34c4ed76221355c09a1805e5f3a6ec9434c4ed76221355c09a1805e5f3a6ec94
338,MC000338,110,431,332,3,Riverton MachineChangeover 338,MC000338,1,473.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc665b9c54465cdba51bd136afe3ebc2fc665b9c54465cdba51bd136afe3ebc2
339,MC000339,296,104,438,3,Keystone MachineChangeover 339,MC000339,1,474.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa0fb605fabf526b8b7de8e5c0f3a98faa0fb605fabf526b8b7de8e5c0f3a98f
340,MC000340,267,-1,-1,3,Pioneer MachineChangeover 340,MC000340,0,475.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c49cfaf3495c5f5997c4bfa9cc1b307ac49cfaf3495c5f5997c4bfa9cc1b307a
341,MC000341,36,165,213,7,Forge MachineChangeover 341,MC000341,1,477.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41aba4be1ab95222980a3ce5dc5dde9a41aba4be1ab95222980a3ce5dc5dde9a
342,MC000342,424,412,483,6,Ion MachineChangeover 342,MC000342,1,478.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,331a8bdf99785455a02bbf96b57fccbb331a8bdf99785455a02bbf96b57fccbb
343,MC000343,311,359,462,6,Liberty MachineChangeover 343,MC000343,1,479.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d07eb7c5a9c5f9bbe62bb19ed78d4170d07eb7c5a9c5f9bbe62bb19ed78d417
344,MC000344,259,422,73,9,Vertex MachineChangeover 344,MC000344,1,481.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32b98002b16c513d9f9314e29ceae1b632b98002b16c513d9f9314e29ceae1b6
345,MC000345,315,84,204,10,Keystone MachineChangeover 345,MC000345,0,482.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5f4681e94885ecba742bd0b5d85b5b1c5f4681e94885ecba742bd0b5d85b5b1
346,MC000346,174,320,26,7,Riverton MachineChangeover 346,MC000346,1,484.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f03f806f4198576ba00b870092ab2f11f03f806f4198576ba00b870092ab2f11
347,MC000347,1,53,116,9,Riverton MachineChangeover 347,MC000347,1,485.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cee2809646775edf8fc3649f0ec30e82cee2809646775edf8fc3649f0ec30e82
348,MC000348,470,10,104,8,Orion MachineChangeover 348,MC000348,1,486.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,913a7f60fd965b3f9f49ffa15d5ede16913a7f60fd965b3f9f49ffa15d5ede16
349,MC000349,477,158,66,6,Evergreen MachineChangeover 349,MC000349,1,488.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6db2bc3008aa577a81dad08a342a0a8c6db2bc3008aa577a81dad08a342a0a8c
350,MC000350,129,104,428,4,Ion MachineChangeover 350,MC000350,0,489.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59cf9440fefc593d888e303c1c08e82859cf9440fefc593d888e303c1c08e828
351,MC000351,103,400,33,2,Pioneer MachineChangeover 351,MC000351,1,490.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c17ba4cba8f655f09a2f23ff19fde08cc17ba4cba8f655f09a2f23ff19fde08c
352,MC000352,246,205,351,11,Meridian MachineChangeover 352,MC000352,1,492.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,374c89849c8c5f73bff2cce697356a0e374c89849c8c5f73bff2cce697356a0e
353,MC000353,459,47,476,9,Orion MachineChangeover 353,MC000353,1,493.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d111b13d5e7e5a4d80f5b6e74e4b5c71d111b13d5e7e5a4d80f5b6e74e4b5c71
354,MC000354,206,220,200,7,Willow MachineChangeover 354,MC000354,1,494.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9bd13758af0b552bba7bb346f6c351dc9bd13758af0b552bba7bb346f6c351dc
355,MC000355,199,119,211,2,Atlas MachineChangeover 355,MC000355,0,496.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04aa1eca8361557990a7e90fc818a44e04aa1eca8361557990a7e90fc818a44e
356,MC000356,203,236,313,10,Forge MachineChangeover 356,MC000356,1,497.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0dab14c5143f5d4d9e7b98e00e56ce3f0dab14c5143f5d4d9e7b98e00e56ce3f
357,MC000357,183,-1,-1,4,Junction MachineChangeover 357,MC000357,1,499.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfe87a14a5205c83b0e3bd478bfcad9cdfe87a14a5205c83b0e3bd478bfcad9c
358,MC000358,131,121,258,12,Beacon MachineChangeover 358,MC000358,1,500.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ec28fb37d885500ba02766b4da74aaa7ec28fb37d885500ba02766b4da74aaa
359,MC000359,339,366,201,2,Evergreen MachineChangeover 359,MC000359,1,501.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7922cf9c241c5ddcb1b890281bf316f17922cf9c241c5ddcb1b890281bf316f1
360,MC000360,303,17,133,3,Orion MachineChangeover 360,MC000360,0,503.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,313a00863fe15655a23a850de9dc957c313a00863fe15655a23a850de9dc957c
361,MC000361,369,366,35,6,Titan MachineChangeover 361,MC000361,1,504.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f222ec78005553e8dd9877a5c2ce02f4f222ec78005553e8dd9877a5c2ce02f
362,MC000362,60,406,229,3,Summit MachineChangeover 362,MC000362,1,505.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a1d04ae54545ddc98d47e1c0b0dd7928a1d04ae54545ddc98d47e1c0b0dd792
363,MC000363,38,95,342,3,Meridian MachineChangeover 363,MC000363,1,507.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6451e966a43b5d9b9cdea15a8af53d606451e966a43b5d9b9cdea15a8af53d60
364,MC000364,181,266,443,6,Beacon MachineChangeover 364,MC000364,1,508.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6ed9d084b0d519d91c4bf6b5f02d20ea6ed9d084b0d519d91c4bf6b5f02d20e
365,MC000365,183,110,177,7,Keystone MachineChangeover 365,MC000365,0,510.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,def16e0521e15dac937b4cd267d4e7c3def16e0521e15dac937b4cd267d4e7c3
366,MC000366,474,67,490,9,Atlas MachineChangeover 366,MC000366,1,511.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09caec4c2b315b05b7b54eff645827c209caec4c2b315b05b7b54eff645827c2
367,MC000367,455,187,192,2,Northstar MachineChangeover 367,MC000367,1,512.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eca7b832da9a5b559d45190e621da3a2eca7b832da9a5b559d45190e621da3a2
368,MC000368,407,428,59,3,Northstar MachineChangeover 368,MC000368,1,514.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,983a22b997975c52be62a50792d212b5983a22b997975c52be62a50792d212b5
369,MC000369,154,243,402,12,Cedar MachineChangeover 369,MC000369,1,515.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,189df06895085edc8fdebae0f2f27386189df06895085edc8fdebae0f2f27386
370,MC000370,159,425,32,10,Evergreen MachineChangeover 370,MC000370,0,516.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10b40ed3a5a45f6a9fa3f4883a2d6f1d10b40ed3a5a45f6a9fa3f4883a2d6f1d
371,MC000371,289,380,132,12,Titan MachineChangeover 371,MC000371,1,518.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43b3642534c1524bb3ed4a43d2da22c043b3642534c1524bb3ed4a43d2da22c0
372,MC000372,225,208,234,5,Granite MachineChangeover 372,MC000372,1,519.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3d001d40a9e55db8a0c1d8f82b21c57c3d001d40a9e55db8a0c1d8f82b21c57
373,MC000373,59,324,297,4,Unity MachineChangeover 373,MC000373,1,521.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f4be62c8a6c58a68cf093fc49074c017f4be62c8a6c58a68cf093fc49074c01
374,MC000374,474,-1,-1,6,Junction MachineChangeover 374,MC000374,1,522.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14d6180b186c5b4295bb81c01b18291a14d6180b186c5b4295bb81c01b18291a
375,MC000375,375,438,299,4,Unity MachineChangeover 375,MC000375,0,523.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,130358655182562cb0526de9d8fb5d7d130358655182562cb0526de9d8fb5d7d
376,MC000376,374,265,230,7,Summit MachineChangeover 376,MC000376,1,525.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b6c3aa56b17533199d828f6e42df5002b6c3aa56b17533199d828f6e42df500
377,MC000377,393,109,363,5,Riverton MachineChangeover 377,MC000377,1,526.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,713ae30b4c705ef8804ce727df95bb15713ae30b4c705ef8804ce727df95bb15
378,MC000378,102,341,119,1,Keystone MachineChangeover 378,MC000378,1,527.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e177c89d5dea57c5acec5cd71802f0c8e177c89d5dea57c5acec5cd71802f0c8
379,MC000379,116,65,190,9,Riverton MachineChangeover 379,MC000379,1,529.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f849a4740f1052ccb1957e888638ca53f849a4740f1052ccb1957e888638ca53
380,MC000380,254,37,44,5,Vertex MachineChangeover 380,MC000380,0,530.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20c3caa0765259f4a732e27bd3a81ce420c3caa0765259f4a732e27bd3a81ce4
381,MC000381,366,32,316,3,Liberty MachineChangeover 381,MC000381,1,531.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24bc28106878527f840f65dbff66766524bc28106878527f840f65dbff667665
382,MC000382,81,199,226,10,Cedar MachineChangeover 382,MC000382,1,533.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7bff26ecd41c548286073f393b38e74e7bff26ecd41c548286073f393b38e74e
383,MC000383,450,477,50,10,Junction MachineChangeover 383,MC000383,1,534.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10c672acefdb52fc8103500be964d49710c672acefdb52fc8103500be964d497
384,MC000384,210,238,223,7,Keystone MachineChangeover 384,MC000384,1,536.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,805081c091fa5475ba3b10a252a76baf805081c091fa5475ba3b10a252a76baf
385,MC000385,329,333,458,8,Keystone MachineChangeover 385,MC000385,0,537.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69133604e90a53ad824e997a1d2f3f3369133604e90a53ad824e997a1d2f3f33
386,MC000386,369,408,464,8,Evergreen MachineChangeover 386,MC000386,1,538.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6d77203046750b9a72a987e076a9a78c6d77203046750b9a72a987e076a9a78
387,MC000387,435,197,286,3,Quartz MachineChangeover 387,MC000387,1,540.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,186005dd069a510fa5533670ce516c06186005dd069a510fa5533670ce516c06
388,MC000388,44,57,418,12,Delta MachineChangeover 388,MC000388,1,541.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,346f2a7afaa5597aa5b35c315eb6ca3e346f2a7afaa5597aa5b35c315eb6ca3e
389,MC000389,115,273,233,9,Riverton MachineChangeover 389,MC000389,1,542.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4a0caac48ce5fb8993acb1d296ba6a9e4a0caac48ce5fb8993acb1d296ba6a9
390,MC000390,286,421,288,5,Vertex MachineChangeover 390,MC000390,0,544.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dab63a91f18f54a68d81d54c8602f98ddab63a91f18f54a68d81d54c8602f98d
391,MC000391,493,-1,-1,8,Ion MachineChangeover 391,MC000391,1,545.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e742cbac242590f8d77fb591c9cbeaf0e742cbac242590f8d77fb591c9cbeaf
392,MC000392,392,111,350,6,Zenith MachineChangeover 392,MC000392,1,547.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2489849328575c73886900ccca6e267c2489849328575c73886900ccca6e267c
393,MC000393,171,462,38,10,Beacon MachineChangeover 393,MC000393,1,548.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6503e316b0655358e8665daca1c039dc6503e316b0655358e8665daca1c039d
394,MC000394,1,103,314,8,Delta MachineChangeover 394,MC000394,1,549.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0f100ee61605421ba2cac2aadb6a696d0f100ee61605421ba2cac2aadb6a696
395,MC000395,341,178,460,3,Quartz MachineChangeover 395,MC000395,0,551.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88c2e9558a775d4891e581c3de7d332288c2e9558a775d4891e581c3de7d3322
396,MC000396,10,284,426,6,Zenith MachineChangeover 396,MC000396,1,552.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eeaa8bd7051d5facb211a57417588c7beeaa8bd7051d5facb211a57417588c7b
397,MC000397,102,259,413,7,Northstar MachineChangeover 397,MC000397,1,553.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47c952a6084050059c1782a7df3a554147c952a6084050059c1782a7df3a5541
398,MC000398,127,411,304,2,Ion MachineChangeover 398,MC000398,1,555.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,29626e6831c65a058f52292adc552daf29626e6831c65a058f52292adc552daf
399,MC000399,491,341,420,9,Unity MachineChangeover 399,MC000399,1,556.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ca86b196dce51d8992bc70bef4e10d43ca86b196dce51d8992bc70bef4e10d4
400,MC000400,355,96,458,6,Evergreen MachineChangeover 400,MC000400,0,558.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d193fb1f87857eaae2b57b8872f25b67d193fb1f87857eaae2b57b8872f25b6
401,MC000401,264,274,66,7,Keystone MachineChangeover 401,MC000401,1,559.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4309397b07355faf92eb3b2aad48e6924309397b07355faf92eb3b2aad48e692
402,MC000402,146,440,297,11,Quartz MachineChangeover 402,MC000402,1,560.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a28374fd59f5c3d855f23bc781130237a28374fd59f5c3d855f23bc78113023
403,MC000403,249,233,305,4,Beacon MachineChangeover 403,MC000403,1,562.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0084ea9e64c055afa13e227e8f466fa70084ea9e64c055afa13e227e8f466fa7
404,MC000404,341,64,138,1,Summit MachineChangeover 404,MC000404,1,563.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27adb3f96d88543698086f281133939c27adb3f96d88543698086f281133939c
405,MC000405,83,232,76,8,Junction MachineChangeover 405,MC000405,0,564.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae603d456455528e8b48a43df83481d3ae603d456455528e8b48a43df83481d3
406,MC000406,387,414,420,9,Meridian MachineChangeover 406,MC000406,1,566.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,774746541ba45abea3051f3a3161a733774746541ba45abea3051f3a3161a733
407,MC000407,246,153,465,6,Ion MachineChangeover 407,MC000407,1,567.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc73d86eb6d75ee8bae6240d6c23bd86fc73d86eb6d75ee8bae6240d6c23bd86
408,MC000408,329,-1,-1,8,Meridian MachineChangeover 408,MC000408,1,568.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e5256676f78502f952178079283f9206e5256676f78502f952178079283f920
409,MC000409,471,15,129,1,Keystone MachineChangeover 409,MC000409,1,570.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,422753af99a65aa09915b541e1cdd1c6422753af99a65aa09915b541e1cdd1c6
410,MC000410,310,68,315,5,Forge MachineChangeover 410,MC000410,0,571.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91e6d1256144534fa3813474403263ca91e6d1256144534fa3813474403263ca
