SafetyPpeItemKey,PpeItemCode,SafetyHazardCategoryKey,UnitOfMeasureKey,PpeItemName,ReplacementCycleDays,IsReusable,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
331,SPI000331,9,6,Zenith SafetyPpeItem 331,24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e94c24a9e13354c798267c499493d19fe94c24a9e13354c798267c499493d19f
332,SPI000332,44,5,Unity SafetyPpeItem 332,25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e44b873f3b055c985e93d19bae686771e44b873f3b055c985e93d19bae68677
333,SPI000333,52,1,Junction SafetyPpeItem 333,26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d387a6340b365927bd0c00795fd8e0d4d387a6340b365927bd0c00795fd8e0d4
334,SPI000334,70,5,Vertex SafetyPpeItem 334,27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2694907cded456f6b5fabfd965002c8f2694907cded456f6b5fabfd965002c8f
335,SPI000335,2,4,Meridian SafetyPpeItem 335,28,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e652dec62533583a9c48604159613e97e652dec62533583a9c48604159613e97
336,SPI000336,2,4,Meridian SafetyPpeItem 336,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f17c8adc552e5000a7277d5151db2cc7f17c8adc552e5000a7277d5151db2cc7
337,SPI000337,13,5,Harbor SafetyPpeItem 337,2,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c4e862041cf51d29e782ea1ee216eea3c4e862041cf51d29e782ea1ee216eea
338,SPI000338,50,3,Riverton SafetyPpeItem 338,3,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7f639771e3a5e2698ddd0041c72d5f6c7f639771e3a5e2698ddd0041c72d5f6
339,SPI000339,52,2,Zenith SafetyPpeItem 339,4,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e019b8a9311656aa98f216e9b61b97d8e019b8a9311656aa98f216e9b61b97d8
340,SPI000340,21,2,Ion SafetyPpeItem 340,5,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,122c0da94719547bbde57df11008c5ed122c0da94719547bbde57df11008c5ed
341,SPI000341,44,5,Liberty SafetyPpeItem 341,6,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe179c92c4e450d9b043976b3f3c19d6fe179c92c4e450d9b043976b3f3c19d6
342,SPI000342,53,3,Ion SafetyPpeItem 342,7,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2fb1c7fec8a5596b9c58d550b95693172fb1c7fec8a5596b9c58d550b9569317
343,SPI000343,45,3,Cedar SafetyPpeItem 343,8,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b95f4e5daaf15c4fa88c376bcd10bb03b95f4e5daaf15c4fa88c376bcd10bb03
344,SPI000344,33,2,Junction SafetyPpeItem 344,9,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e22b67c990765dd9a9e06d30ba3220e8e22b67c990765dd9a9e06d30ba3220e8
345,SPI000345,47,1,Willow SafetyPpeItem 345,10,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c38e4e905d05ec79b9b073866bd84fc1c38e4e905d05ec79b9b073866bd84fc
346,SPI000346,65,2,Quartz SafetyPpeItem 346,11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e6ddd54e3a80529da1e2c90871a0ed43e6ddd54e3a80529da1e2c90871a0ed43
347,SPI000347,63,4,Quartz SafetyPpeItem 347,12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3bce213b64f75c12908cbbdb3788500b3bce213b64f75c12908cbbdb3788500b
348,SPI000348,43,1,Riverton SafetyPpeItem 348,13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2edd009aea7d5437a4b650cc8137c2022edd009aea7d5437a4b650cc8137c202
349,SPI000349,63,4,Meridian SafetyPpeItem 349,14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,511f997f880a5a16a061a25f08762f24511f997f880a5a16a061a25f08762f24
350,SPI000350,71,6,Unity SafetyPpeItem 350,15,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5f2022a24c3554388df27e132ae951cf5f2022a24c3554388df27e132ae951c
351,SPI000351,70,2,Unity SafetyPpeItem 351,16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e1553763c3b543395c77ef51bcc069f7e1553763c3b543395c77ef51bcc069f
352,SPI000352,31,1,Cedar SafetyPpeItem 352,17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0c834c57cdd57f3b33bfab61f5593daf0c834c57cdd57f3b33bfab61f5593da
353,SPI000353,48,2,Keystone SafetyPpeItem 353,18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3cccbe42894d5ecf8c72dc8b96ad84403cccbe42894d5ecf8c72dc8b96ad8440
354,SPI000354,54,4,Riverton SafetyPpeItem 354,19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,332962679aa7528190d6cfa70e18a309332962679aa7528190d6cfa70e18a309
355,SPI000355,49,6,Harbor SafetyPpeItem 355,20,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3dcb01e48f445faaba97857c1a9993e33dcb01e48f445faaba97857c1a9993e3
356,SPI000356,9,6,Northstar SafetyPpeItem 356,21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4a5ee5ba4da5ff5b5700104210e81b1b4a5ee5ba4da5ff5b5700104210e81b1
357,SPI000357,30,4,Summit SafetyPpeItem 357,22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f0e30965b5b55a096076ceade6b28aa7f0e30965b5b55a096076ceade6b28aa
358,SPI000358,40,6,Junction SafetyPpeItem 358,23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8842169447985e79b4e053ab1e3e2e3f8842169447985e79b4e053ab1e3e2e3f
359,SPI000359,34,5,Ion SafetyPpeItem 359,24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb2e132f1ac35bc39649441a61ef3100bb2e132f1ac35bc39649441a61ef3100
360,SPI000360,7,5,Granite SafetyPpeItem 360,25,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f52b38d686b5107afa3bb03b77be8672f52b38d686b5107afa3bb03b77be867
361,SPI000361,14,2,Vertex SafetyPpeItem 361,26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,005c066f7524541fb20df04fef3483a2005c066f7524541fb20df04fef3483a2
362,SPI000362,65,2,Vertex SafetyPpeItem 362,27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4ed45c47bed5a83a3f9afc7a7921348c4ed45c47bed5a83a3f9afc7a7921348
363,SPI000363,37,3,Pioneer SafetyPpeItem 363,28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5a0018fc7775e9cbda7e51c13161327c5a0018fc7775e9cbda7e51c13161327
364,SPI000364,7,6,Meridian SafetyPpeItem 364,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ed1e72960bf51d8a603b323966db0eb6ed1e72960bf51d8a603b323966db0eb
365,SPI000365,11,7,Vertex SafetyPpeItem 365,2,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76657b925c675f9e954fa8a92f27ecac76657b925c675f9e954fa8a92f27ecac
366,SPI000366,13,4,Pioneer SafetyPpeItem 366,3,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe09e55bcadd556788eb09e02cbc656afe09e55bcadd556788eb09e02cbc656a
367,SPI000367,18,3,Orion SafetyPpeItem 367,4,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c7787816fde51e8a09ca59a12bb610d8c7787816fde51e8a09ca59a12bb610d
368,SPI000368,10,7,Cedar SafetyPpeItem 368,5,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46d9d935719a58b9843d558da0ed90f146d9d935719a58b9843d558da0ed90f1
369,SPI000369,47,6,Zenith SafetyPpeItem 369,6,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae7e9a14cba659b388d22aa6c4146078ae7e9a14cba659b388d22aa6c4146078
370,SPI000370,61,1,Harbor SafetyPpeItem 370,7,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,971ea1beffcb5c00bbcc47e67bdba918971ea1beffcb5c00bbcc47e67bdba918
371,SPI000371,38,7,Liberty SafetyPpeItem 371,8,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,239977b3eeb9564d937de02fbfa3512c239977b3eeb9564d937de02fbfa3512c
372,SPI000372,13,3,Harbor SafetyPpeItem 372,9,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e6c9696e529557b878e501baf2630b72e6c9696e529557b878e501baf2630b7
373,SPI000373,43,5,Zenith SafetyPpeItem 373,10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df7c40ce7d6c563692600aa177465907df7c40ce7d6c563692600aa177465907
374,SPI000374,1,5,Vertex SafetyPpeItem 374,11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,189f7aea34355a56b75666de4db2089f189f7aea34355a56b75666de4db2089f
375,SPI000375,32,1,Zenith SafetyPpeItem 375,12,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed5f817107a652fabc8ebd0207313c8aed5f817107a652fabc8ebd0207313c8a
376,SPI000376,39,6,Keystone SafetyPpeItem 376,13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87909473ea8d51d5890abd285fccd2db87909473ea8d51d5890abd285fccd2db
377,SPI000377,24,2,Junction SafetyPpeItem 377,14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3391d8dd5905c42b5db69d598bab85fa3391d8dd5905c42b5db69d598bab85f
378,SPI000378,33,5,Keystone SafetyPpeItem 378,15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,16d8f1b23f5b55f2a7872da65bff0e5316d8f1b23f5b55f2a7872da65bff0e53
379,SPI000379,65,7,Granite SafetyPpeItem 379,16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aed44bf05a5750a6ad3d52eb25da2476aed44bf05a5750a6ad3d52eb25da2476
380,SPI000380,27,1,Quartz SafetyPpeItem 380,17,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64942aec97e35270aa1ba01690ca1a5c64942aec97e35270aa1ba01690ca1a5c
381,SPI000381,42,6,Beacon SafetyPpeItem 381,18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aec0488629c75083870544766260a15eaec0488629c75083870544766260a15e
382,SPI000382,60,3,Summit SafetyPpeItem 382,19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,726cddc9942c5800bdd2add6b1a8876d726cddc9942c5800bdd2add6b1a8876d
383,SPI000383,61,6,Ion SafetyPpeItem 383,20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,567f927109ed5a26b3dec71cdbd8770a567f927109ed5a26b3dec71cdbd8770a
384,SPI000384,48,7,Granite SafetyPpeItem 384,21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aaabb34e8edc56429c88213732fa0efeaaabb34e8edc56429c88213732fa0efe
385,SPI000385,14,4,Pioneer SafetyPpeItem 385,22,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7957f3e936555472884badf44689b9317957f3e936555472884badf44689b931
386,SPI000386,55,5,Forge SafetyPpeItem 386,23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee4d73d555315562b97786016001c9eeee4d73d555315562b97786016001c9ee
387,SPI000387,5,6,Granite SafetyPpeItem 387,24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,447d8384a00557abbaa1903431be0953447d8384a00557abbaa1903431be0953
388,SPI000388,72,7,Meridian SafetyPpeItem 388,25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b72df5fcbec552daa49278e679fc2a22b72df5fcbec552daa49278e679fc2a22
389,SPI000389,55,6,Liberty SafetyPpeItem 389,26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f026aff42c05c9bb0ff065a5c9776373f026aff42c05c9bb0ff065a5c977637
390,SPI000390,16,2,Titan SafetyPpeItem 390,27,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f84ed5785755398a6704e2db445eb5c9f84ed5785755398a6704e2db445eb5c
391,SPI000391,66,5,Zenith SafetyPpeItem 391,28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,321face21ace5bc1b74930d215d058f5321face21ace5bc1b74930d215d058f5
392,SPI000392,40,6,Liberty SafetyPpeItem 392,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9633683688815d3ba079668afbaae6a09633683688815d3ba079668afbaae6a0
393,SPI000393,46,2,Keystone SafetyPpeItem 393,2,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,929eecd8b98b54c3b60d603ad5133952929eecd8b98b54c3b60d603ad5133952
394,SPI000394,53,1,Riverton SafetyPpeItem 394,3,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,147e9f1d76295fbbb6d1bc4d214a0a51147e9f1d76295fbbb6d1bc4d214a0a51
395,SPI000395,12,5,Ion SafetyPpeItem 395,4,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ef81182596a59b4983500b1dd9c55009ef81182596a59b4983500b1dd9c5500
396,SPI000396,59,3,Harbor SafetyPpeItem 396,5,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ef9995c1c3f5a6a81241b7f0d95493d0ef9995c1c3f5a6a81241b7f0d95493d
397,SPI000397,46,7,Beacon SafetyPpeItem 397,6,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d572ac149905f8f83b5f5e5993955c57d572ac149905f8f83b5f5e5993955c5
398,SPI000398,37,2,Titan SafetyPpeItem 398,7,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4559a4a4cbca57cfad6a65ea39629b544559a4a4cbca57cfad6a65ea39629b54
399,SPI000399,64,7,Keystone SafetyPpeItem 399,8,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5973079dcfcd5d019b344e2da7f4cf355973079dcfcd5d019b344e2da7f4cf35
400,SPI000400,44,7,Liberty SafetyPpeItem 400,9,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff124eb1325c50349a25bfaacfc42938ff124eb1325c50349a25bfaacfc42938
401,SPI000401,9,3,Vertex SafetyPpeItem 401,10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ecd1a27a295d5d1d9c50f68c9e338225ecd1a27a295d5d1d9c50f68c9e338225
402,SPI000402,47,2,Zenith SafetyPpeItem 402,11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62ef1eb087315661a013aff0306059a362ef1eb087315661a013aff0306059a3
403,SPI000403,55,3,Quartz SafetyPpeItem 403,12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f4673376b885e69b200200fc58f51c50f4673376b885e69b200200fc58f51c5
404,SPI000404,62,7,Junction SafetyPpeItem 404,13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c00b803a77a50d89a227a570568ea9f2c00b803a77a50d89a227a570568ea9f
405,SPI000405,52,7,Unity SafetyPpeItem 405,14,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14be8b543e475baeb48d0abb455d3ef814be8b543e475baeb48d0abb455d3ef8
406,SPI000406,45,6,Harbor SafetyPpeItem 406,15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97d6d8e8dc31540284ce5600b78ee0d397d6d8e8dc31540284ce5600b78ee0d3
407,SPI000407,59,7,Willow SafetyPpeItem 407,16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79b45daf1786584c8ccd98d5d5b5fa2b79b45daf1786584c8ccd98d5d5b5fa2b
408,SPI000408,62,3,Titan SafetyPpeItem 408,17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ffe0013c34b5877902bfbdf9987c4189ffe0013c34b5877902bfbdf9987c418
409,SPI000409,8,1,Unity SafetyPpeItem 409,18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e50deaab54857fea2a1cc042184cea63e50deaab54857fea2a1cc042184cea6
410,SPI000410,62,5,Zenith SafetyPpeItem 410,19,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f34a172dfac5bb284e0ded842abec409f34a172dfac5bb284e0ded842abec40
411,SPI000411,51,5,Willow SafetyPpeItem 411,20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b5b3a5a7aeb581a978683eb31f5acd96b5b3a5a7aeb581a978683eb31f5acd9
412,SPI000412,32,5,Summit SafetyPpeItem 412,21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6d83f65ca5658b29d23cbefcbd956dff6d83f65ca5658b29d23cbefcbd956df
413,SPI000413,27,5,Summit SafetyPpeItem 413,22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,037f7fae74c35a3db81b6fef691a6b45037f7fae74c35a3db81b6fef691a6b45
414,SPI000414,27,7,Pioneer SafetyPpeItem 414,23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,150f1d98ad195fbaaa796a8704c9b626150f1d98ad195fbaaa796a8704c9b626
415,SPI000415,22,3,Evergreen SafetyPpeItem 415,24,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c14d29e6097e57fa802aa6ef236e8f7fc14d29e6097e57fa802aa6ef236e8f7f
416,SPI000416,54,7,Northstar SafetyPpeItem 416,25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23e4e00393205d47bf89ade0a3ebbb1923e4e00393205d47bf89ade0a3ebbb19
417,SPI000417,6,3,Atlas SafetyPpeItem 417,26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a46b1151f5b5219bf616544ff2c583f5a46b1151f5b5219bf616544ff2c583f
418,SPI000418,47,2,Summit SafetyPpeItem 418,27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,402f0230f7e45512afdb838626931477402f0230f7e45512afdb838626931477
419,SPI000419,48,4,Quartz SafetyPpeItem 419,28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c494c4cfde34557aa932e89934992593c494c4cfde34557aa932e89934992593
420,SPI000420,69,2,Willow SafetyPpeItem 420,1,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,291254ec68a959858b04585bf0576a24291254ec68a959858b04585bf0576a24
421,SPI000421,20,5,Northstar SafetyPpeItem 421,2,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81a9021b7b1e58f08c45b0541701abfe81a9021b7b1e58f08c45b0541701abfe
422,SPI000422,8,3,Quartz SafetyPpeItem 422,3,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f47a0e2e89f05bc3a8739591df234b9ff47a0e2e89f05bc3a8739591df234b9f
423,SPI000423,23,4,Unity SafetyPpeItem 423,4,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00b6ffffe655544c87f21ad7d2c9b8f000b6ffffe655544c87f21ad7d2c9b8f0
424,SPI000424,26,5,Liberty SafetyPpeItem 424,5,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ba16b0402d15e01b4d06f7f7597f00c1ba16b0402d15e01b4d06f7f7597f00c
425,SPI000425,68,6,Atlas SafetyPpeItem 425,6,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2afb535b39605f6aaebd307e97596af42afb535b39605f6aaebd307e97596af4
426,SPI000426,35,3,Atlas SafetyPpeItem 426,7,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e67e777e1835c7981a907bd7a4d8ece8e67e777e1835c7981a907bd7a4d8ece
427,SPI000427,51,5,Pioneer SafetyPpeItem 427,8,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3dc0a9d230115b77acf3ea5879f94c133dc0a9d230115b77acf3ea5879f94c13
428,SPI000428,48,1,Vertex SafetyPpeItem 428,9,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,258c6217886a5bf2bf6aa7677d1cace4258c6217886a5bf2bf6aa7677d1cace4
429,SPI000429,70,4,Northstar SafetyPpeItem 429,10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd7904cc3d4f5e86aafba7a78353bdc7dd7904cc3d4f5e86aafba7a78353bdc7
430,SPI000430,10,3,Titan SafetyPpeItem 430,11,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c75fee96f0c85e72ad8ad5de14d69cb3c75fee96f0c85e72ad8ad5de14d69cb3
431,SPI000431,3,7,Liberty SafetyPpeItem 431,12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f3fd3f176a55227a587eacffc500b6f1f3fd3f176a55227a587eacffc500b6f
432,SPI000432,67,3,Granite SafetyPpeItem 432,13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97f2537338b557ab99efd051035adc9e97f2537338b557ab99efd051035adc9e
433,SPI000433,46,4,Evergreen SafetyPpeItem 433,14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97b3552e80b05d9c87f678f44289a4f697b3552e80b05d9c87f678f44289a4f6
434,SPI000434,70,2,Riverton SafetyPpeItem 434,15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db0d71c8d71b53bfbffd93f28cf7ad17db0d71c8d71b53bfbffd93f28cf7ad17
435,SPI000435,42,5,Cedar SafetyPpeItem 435,16,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9c794a630d05f68a5ad9c3d464afe63d9c794a630d05f68a5ad9c3d464afe63
436,SPI000436,72,4,Meridian SafetyPpeItem 436,17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c32bb62cd595bc2aafa863df27a7f8a8c32bb62cd595bc2aafa863df27a7f8a
437,SPI000437,48,7,Forge SafetyPpeItem 437,18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9183d4911cda581dbe1032c570d48cf49183d4911cda581dbe1032c570d48cf4
438,SPI000438,59,2,Zenith SafetyPpeItem 438,19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4e7c0dd46da507da4f80e1aba00fa62e4e7c0dd46da507da4f80e1aba00fa62
439,SPI000439,1,5,Beacon SafetyPpeItem 439,20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bba543cc599e55c3b36e8263b5031468bba543cc599e55c3b36e8263b5031468
440,SPI000440,65,3,Northstar SafetyPpeItem 440,21,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,442cd95d75125a62a4798185f1e0927d442cd95d75125a62a4798185f1e0927d
441,SPI000441,49,6,Meridian SafetyPpeItem 441,22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,580502d15f125c3a87be3771d1bf0ca6580502d15f125c3a87be3771d1bf0ca6
