PurchaseOrderLineKey,PurchaseOrderLineCode,PurchaseOrderHeaderKey,ProductKey,PurchaseCommodityKey,PurchaseOrderLifecycleStatusKey,UnitOfMeasureKey,LineSequenceNumber,LineDescription,PromisedDeliveryDate,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
303,POL000303,274,334,5,8,2,303,PurchaseOrderLine starter record 303,2020-10-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e83d901c631459ddb84062a7246e0568e83d901c631459ddb84062a7246e0568
304,POL000304,456,243,61,10,4,304,PurchaseOrderLine starter record 304,2020-10-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a30ffcd6f9554b3aa759df7c68d20b04a30ffcd6f9554b3aa759df7c68d20b0
305,POL000305,439,141,103,6,5,305,PurchaseOrderLine starter record 305,2020-11-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd4dea106e3155b3adc33199b9bbffb6cd4dea106e3155b3adc33199b9bbffb6
306,POL000306,110,-1,87,8,7,306,PurchaseOrderLine starter record 306,2020-11-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b3ddce535d5555b95e104f971f2c6aa0b3ddce535d5555b95e104f971f2c6aa
307,POL000307,356,378,362,4,7,307,PurchaseOrderLine starter record 307,2020-11-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,feb621fd1e285936a3887f884a561bd5feb621fd1e285936a3887f884a561bd5
308,POL000308,349,499,470,10,6,308,PurchaseOrderLine starter record 308,2020-11-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87f14c8860f85e57b0428da37228378987f14c8860f85e57b0428da372283789
309,POL000309,358,155,496,11,1,309,PurchaseOrderLine starter record 309,2020-11-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a9399a4eda35fd39d6f035099a554460a9399a4eda35fd39d6f035099a55446
310,POL000310,345,223,345,11,1,310,PurchaseOrderLine starter record 310,2020-11-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11f6e3fab675512ea04f5a6cedb0e2d511f6e3fab675512ea04f5a6cedb0e2d5
311,POL000311,399,38,239,1,2,311,PurchaseOrderLine starter record 311,2020-11-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed439503e90e5c779e782d194948399fed439503e90e5c779e782d194948399f
312,POL000312,45,246,100,7,7,312,PurchaseOrderLine starter record 312,2020-11-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9da7b1b8e90d5671b29d19e47eeb80ff9da7b1b8e90d5671b29d19e47eeb80ff
313,POL000313,254,178,378,12,4,313,PurchaseOrderLine starter record 313,2020-11-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64983d17895e5047921b693343f11be664983d17895e5047921b693343f11be6
314,POL000314,343,308,382,1,7,314,PurchaseOrderLine starter record 314,2020-11-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0df9dee6829156cb9cb84d79a73654530df9dee6829156cb9cb84d79a7365453
315,POL000315,65,254,30,8,6,315,PurchaseOrderLine starter record 315,2020-11-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2bbcd6d4fd0e515b8b316a196b3e12642bbcd6d4fd0e515b8b316a196b3e1264
316,POL000316,397,141,437,9,5,316,PurchaseOrderLine starter record 316,2020-11-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e39d7960ca0751bd8540424f53505623e39d7960ca0751bd8540424f53505623
317,POL000317,338,171,35,6,5,317,PurchaseOrderLine starter record 317,2020-11-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40e0b45937ab5535905c9fc4e29bc2b940e0b45937ab5535905c9fc4e29bc2b9
318,POL000318,370,63,325,8,6,318,PurchaseOrderLine starter record 318,2020-11-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07f414e8a986516a87e4b94076b094bc07f414e8a986516a87e4b94076b094bc
319,POL000319,394,78,240,2,3,319,PurchaseOrderLine starter record 319,2020-11-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79c5e7c43500580a81f98033fb03ade779c5e7c43500580a81f98033fb03ade7
320,POL000320,327,343,434,6,2,320,PurchaseOrderLine starter record 320,2020-11-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,462e7934334f50ca87b812609e0d2076462e7934334f50ca87b812609e0d2076
321,POL000321,272,463,80,2,4,321,PurchaseOrderLine starter record 321,2020-11-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6bb0686d63650afb74b8f10e90486b1f6bb0686d63650afb74b8f10e90486b1
322,POL000322,474,66,203,4,2,322,PurchaseOrderLine starter record 322,2020-11-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6cca620274e25b63a32246ca794c96066cca620274e25b63a32246ca794c9606
323,POL000323,431,-1,353,12,7,323,PurchaseOrderLine starter record 323,2020-11-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,638eb5073cb858819ccc21191975ac7a638eb5073cb858819ccc21191975ac7a
324,POL000324,440,271,224,4,2,324,PurchaseOrderLine starter record 324,2020-11-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b1db716be8558e29b636c264a4bbbbd3b1db716be8558e29b636c264a4bbbbd
325,POL000325,421,484,130,8,4,325,PurchaseOrderLine starter record 325,2020-11-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7466dbf3601c58f7abcaabc72a6cb9277466dbf3601c58f7abcaabc72a6cb927
326,POL000326,100,161,258,7,3,326,PurchaseOrderLine starter record 326,2020-11-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,157db6083d39587ba23abb6463bec22d157db6083d39587ba23abb6463bec22d
327,POL000327,299,352,326,8,6,327,PurchaseOrderLine starter record 327,2020-11-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9905afa150b353ab847d3ad2c3511b429905afa150b353ab847d3ad2c3511b42
328,POL000328,47,443,351,8,4,328,PurchaseOrderLine starter record 328,2020-11-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b751b84bb7c756608720ebfec4b0a8fdb751b84bb7c756608720ebfec4b0a8fd
329,POL000329,6,7,395,8,5,329,PurchaseOrderLine starter record 329,2020-11-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c85f6d9038a1597ab4b02c5d60045b99c85f6d9038a1597ab4b02c5d60045b99
330,POL000330,276,482,296,1,1,330,PurchaseOrderLine starter record 330,2020-11-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40b8ea0991485b579ae79aa982bafcc840b8ea0991485b579ae79aa982bafcc8
331,POL000331,163,279,259,6,1,331,PurchaseOrderLine starter record 331,2020-11-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a17ca672da80581194dcae023e536eaea17ca672da80581194dcae023e536eae
332,POL000332,144,387,261,7,7,332,PurchaseOrderLine starter record 332,2020-11-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf42ba70daf55c5599cfc2818eec0e16cf42ba70daf55c5599cfc2818eec0e16
333,POL000333,190,165,189,5,3,333,PurchaseOrderLine starter record 333,2020-11-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39c275bedc0e5f398ab7f9fdf7486ecb39c275bedc0e5f398ab7f9fdf7486ecb
334,POL000334,213,228,220,5,6,334,PurchaseOrderLine starter record 334,2020-11-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95d182ace3db5424bec0c8eca5c84e4895d182ace3db5424bec0c8eca5c84e48
335,POL000335,73,120,2,6,4,335,PurchaseOrderLine starter record 335,2020-12-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04970962abdf5384a579503feb00a0d904970962abdf5384a579503feb00a0d9
336,POL000336,203,127,14,3,4,336,PurchaseOrderLine starter record 336,2020-12-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,115eefa1ebce590bb4710dcac2c1bb0c115eefa1ebce590bb4710dcac2c1bb0c
337,POL000337,375,309,317,3,7,337,PurchaseOrderLine starter record 337,2020-12-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,855d3f15468f5e3a89efcce49cbb324b855d3f15468f5e3a89efcce49cbb324b
338,POL000338,293,473,30,9,2,338,PurchaseOrderLine starter record 338,2020-12-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f04db26c7d4953bab1fe36d8a9ea073ff04db26c7d4953bab1fe36d8a9ea073f
339,POL000339,66,182,210,7,5,339,PurchaseOrderLine starter record 339,2020-12-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2c2221ac17950da877d6f80dd23f348b2c2221ac17950da877d6f80dd23f348
340,POL000340,78,-1,317,8,5,340,PurchaseOrderLine starter record 340,2020-12-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e60642b9d5e056728087d8d43f9955dae60642b9d5e056728087d8d43f9955da
341,POL000341,326,488,279,1,7,341,PurchaseOrderLine starter record 341,2020-12-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4bed9c25cd055962b2baaa4423c7f8684bed9c25cd055962b2baaa4423c7f868
342,POL000342,392,451,364,12,7,342,PurchaseOrderLine starter record 342,2020-12-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,882ba3f7987f50bbb0b10d0e0e47133a882ba3f7987f50bbb0b10d0e0e47133a
343,POL000343,476,300,230,3,1,343,PurchaseOrderLine starter record 343,2020-12-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9165478d44b959eabb9265935cc52f9f9165478d44b959eabb9265935cc52f9f
344,POL000344,144,256,359,6,7,344,PurchaseOrderLine starter record 344,2020-12-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f828ff410ad85c44a5c74d45d3941feff828ff410ad85c44a5c74d45d3941fef
345,POL000345,475,236,328,12,4,345,PurchaseOrderLine starter record 345,2020-12-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1addb4dec6ab5be9bf54b0b00394f2cf1addb4dec6ab5be9bf54b0b00394f2cf
346,POL000346,126,90,192,7,3,346,PurchaseOrderLine starter record 346,2020-12-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,daa2722a333c51dcb61faf6c96322bfadaa2722a333c51dcb61faf6c96322bfa
347,POL000347,314,342,339,4,3,347,PurchaseOrderLine starter record 347,2020-12-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8ff8ac9b94453dda90a335ecc48c86eb8ff8ac9b94453dda90a335ecc48c86e
348,POL000348,370,83,330,1,4,348,PurchaseOrderLine starter record 348,2020-12-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d91ecddc9135402a049809935b4c0245d91ecddc9135402a049809935b4c024
349,POL000349,401,108,81,4,6,349,PurchaseOrderLine starter record 349,2020-12-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de4a5e763dd055c19f0fbcd29fc6ceb7de4a5e763dd055c19f0fbcd29fc6ceb7
350,POL000350,6,172,328,2,3,350,PurchaseOrderLine starter record 350,2020-12-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e4cc4ccb4f950f89b041496fb7067067e4cc4ccb4f950f89b041496fb706706
351,POL000351,354,303,111,8,5,351,PurchaseOrderLine starter record 351,2020-12-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77038663206957068e9d424f8425bf0877038663206957068e9d424f8425bf08
352,POL000352,387,132,292,3,2,352,PurchaseOrderLine starter record 352,2020-12-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33be2896a81f5cdba3c2601662d807d733be2896a81f5cdba3c2601662d807d7
353,POL000353,32,297,434,10,3,353,PurchaseOrderLine starter record 353,2020-12-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc1f38190054551782d97d439064182bdc1f38190054551782d97d439064182b
354,POL000354,422,429,284,11,1,354,PurchaseOrderLine starter record 354,2020-12-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e788c47e0148509ca52b6a11e9e7dc3ee788c47e0148509ca52b6a11e9e7dc3e
355,POL000355,488,82,279,12,2,355,PurchaseOrderLine starter record 355,2020-12-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca155bbc5fe157beb7486235dcb72c24ca155bbc5fe157beb7486235dcb72c24
356,POL000356,163,382,45,12,6,356,PurchaseOrderLine starter record 356,2020-12-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa0f85300ec0546c96035c75f5f84829aa0f85300ec0546c96035c75f5f84829
357,POL000357,200,-1,29,5,5,357,PurchaseOrderLine starter record 357,2020-12-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,070b2e276e9c5bfdaf581d048e50760a070b2e276e9c5bfdaf581d048e50760a
358,POL000358,383,392,114,6,6,358,PurchaseOrderLine starter record 358,2020-12-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68f69dfc028e546a90d42d6ace7e238b68f69dfc028e546a90d42d6ace7e238b
359,POL000359,445,169,277,7,4,359,PurchaseOrderLine starter record 359,2020-12-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4a0a90497e9503c8283ec5f36f8986ab4a0a90497e9503c8283ec5f36f8986a
360,POL000360,177,338,30,5,1,360,PurchaseOrderLine starter record 360,2020-12-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56b77044de765187b03f7de4048cace356b77044de765187b03f7de4048cace3
361,POL000361,231,269,491,8,1,361,PurchaseOrderLine starter record 361,2020-12-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85972520626257a18a1494fd0337ed0885972520626257a18a1494fd0337ed08
362,POL000362,12,130,330,3,6,362,PurchaseOrderLine starter record 362,2020-12-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,587646e4aadc548396591dc6f23b3e67587646e4aadc548396591dc6f23b3e67
363,POL000363,458,221,215,12,7,363,PurchaseOrderLine starter record 363,2020-12-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d32cc169e2c51cca9d57c59c6a6073a4d32cc169e2c51cca9d57c59c6a6073a
364,POL000364,16,28,310,6,5,364,PurchaseOrderLine starter record 364,2020-12-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,741a94b8ae455cb7b321ce770e27a89c741a94b8ae455cb7b321ce770e27a89c
365,POL000365,186,492,3,2,1,365,PurchaseOrderLine starter record 365,2020-12-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,572fcb004faa568db358fcd93ca1efb3572fcb004faa568db358fcd93ca1efb3
366,POL000366,49,500,60,7,2,366,PurchaseOrderLine starter record 366,2021-01-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac83616e4f335c9f89368e17dced251dac83616e4f335c9f89368e17dced251d
367,POL000367,148,161,372,4,6,367,PurchaseOrderLine starter record 367,2021-01-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4afc7df70afa5278b92e5a0317b1ffd24afc7df70afa5278b92e5a0317b1ffd2
368,POL000368,357,105,59,3,1,368,PurchaseOrderLine starter record 368,2021-01-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93652f644d1956d7922ec84d7b47d33d93652f644d1956d7922ec84d7b47d33d
369,POL000369,192,417,320,12,2,369,PurchaseOrderLine starter record 369,2021-01-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2962e58df2f1551690d50dc784dda0112962e58df2f1551690d50dc784dda011
370,POL000370,417,355,385,7,4,370,PurchaseOrderLine starter record 370,2021-01-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38c947744aa05cc4ad31acec3ab8880f38c947744aa05cc4ad31acec3ab8880f
371,POL000371,96,373,213,3,4,371,PurchaseOrderLine starter record 371,2021-01-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,155c9e5a4f085cc6967b85f37f53661a155c9e5a4f085cc6967b85f37f53661a
372,POL000372,489,226,422,8,6,372,PurchaseOrderLine starter record 372,2021-01-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,badcfe0a817b5d64b88c083d6c478e5fbadcfe0a817b5d64b88c083d6c478e5f
373,POL000373,143,372,255,4,1,373,PurchaseOrderLine starter record 373,2021-01-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d26376abc34854deb3f68b3723f8c49fd26376abc34854deb3f68b3723f8c49f
374,POL000374,398,-1,413,3,1,374,PurchaseOrderLine starter record 374,2021-01-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e0a6886f6d85154a48cd34bb83b3a4f5e0a6886f6d85154a48cd34bb83b3a4f
375,POL000375,14,383,50,10,7,375,PurchaseOrderLine starter record 375,2021-01-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ec45a062c705fc3b13bf58556965ad89ec45a062c705fc3b13bf58556965ad8
376,POL000376,162,78,81,12,7,376,PurchaseOrderLine starter record 376,2021-01-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5694ab46b42e549c897f3bf71b0319c05694ab46b42e549c897f3bf71b0319c0
377,POL000377,410,476,179,5,4,377,PurchaseOrderLine starter record 377,2021-01-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,073406cf2a1d5c39be48c67228525b13073406cf2a1d5c39be48c67228525b13
378,POL000378,402,328,493,12,4,378,PurchaseOrderLine starter record 378,2021-01-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b6512f53f7565906ab5fb9a4487d9026b6512f53f7565906ab5fb9a4487d9026
379,POL000379,264,299,379,3,7,379,PurchaseOrderLine starter record 379,2021-01-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2842134570855f5c8af40d6b28617f892842134570855f5c8af40d6b28617f89
380,POL000380,181,351,326,12,5,380,PurchaseOrderLine starter record 380,2021-01-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,981e6cd1ea2b56a381b124a8baf740ae981e6cd1ea2b56a381b124a8baf740ae
381,POL000381,210,477,46,2,1,381,PurchaseOrderLine starter record 381,2021-01-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a98eac18261858b8befef11decb64ddca98eac18261858b8befef11decb64ddc
382,POL000382,487,216,302,7,3,382,PurchaseOrderLine starter record 382,2021-01-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de7208ec4be05554af0685292866a0d5de7208ec4be05554af0685292866a0d5
383,POL000383,46,409,84,5,6,383,PurchaseOrderLine starter record 383,2021-01-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c80a5abbf1658709186545acea4ac3e8c80a5abbf1658709186545acea4ac3e
384,POL000384,387,359,493,12,4,384,PurchaseOrderLine starter record 384,2021-01-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,876b7a20c90e502ab5f69972a4ede1dc876b7a20c90e502ab5f69972a4ede1dc
385,POL000385,111,249,276,8,3,385,PurchaseOrderLine starter record 385,2021-01-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05b56299317e534aaa7248b7926b101805b56299317e534aaa7248b7926b1018
386,POL000386,211,227,152,9,7,386,PurchaseOrderLine starter record 386,2021-01-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75e1e99812e6534ea103d54bb394091375e1e99812e6534ea103d54bb3940913
387,POL000387,386,363,285,11,3,387,PurchaseOrderLine starter record 387,2021-01-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc8097cb4b465652a76f3d9fbf47c970bc8097cb4b465652a76f3d9fbf47c970
388,POL000388,267,306,128,2,5,388,PurchaseOrderLine starter record 388,2021-01-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b86652e9ad552fd86a0394f093f7a1b2b86652e9ad552fd86a0394f093f7a1b
389,POL000389,387,237,365,3,6,389,PurchaseOrderLine starter record 389,2021-01-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9419104939905bbf941e5600879d99a29419104939905bbf941e5600879d99a2
390,POL000390,85,161,486,3,2,390,PurchaseOrderLine starter record 390,2021-01-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,549ac8c3126958188eeee99621e501ac549ac8c3126958188eeee99621e501ac
391,POL000391,249,-1,144,1,2,391,PurchaseOrderLine starter record 391,2021-01-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,213c59e84e11535f82db88818f099473213c59e84e11535f82db88818f099473
392,POL000392,259,137,97,5,1,392,PurchaseOrderLine starter record 392,2021-01-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ff62545b78e5655923a618be0ce0dab7ff62545b78e5655923a618be0ce0dab
393,POL000393,247,415,56,3,3,393,PurchaseOrderLine starter record 393,2021-01-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f315ec14fcf5288a8eeb790c1f072a99f315ec14fcf5288a8eeb790c1f072a9
394,POL000394,192,445,284,1,5,394,PurchaseOrderLine starter record 394,2021-01-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81672fb236db52dcbb7f019e28f0f35281672fb236db52dcbb7f019e28f0f352
395,POL000395,358,477,189,5,3,395,PurchaseOrderLine starter record 395,2021-01-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e5690c1c9845392b555d953fee790b78e5690c1c9845392b555d953fee790b7
396,POL000396,225,223,124,7,5,396,PurchaseOrderLine starter record 396,2021-01-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fbca9549850959569ae606711c157d99fbca9549850959569ae606711c157d99
397,POL000397,293,480,347,9,1,397,PurchaseOrderLine starter record 397,2021-02-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7331e610b2fd5898a51d328893ed75b07331e610b2fd5898a51d328893ed75b0
398,POL000398,132,293,439,8,6,398,PurchaseOrderLine starter record 398,2021-02-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2981afd67d355f28206923c89642f6eb2981afd67d355f28206923c89642f6e
399,POL000399,373,431,352,1,7,399,PurchaseOrderLine starter record 399,2021-02-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58bb51b927a35478b8c2cf76c4fd02da58bb51b927a35478b8c2cf76c4fd02da
400,POL000400,380,230,40,4,1,400,PurchaseOrderLine starter record 400,2021-02-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d163abec99c259328e3c0749c5f3d4e8d163abec99c259328e3c0749c5f3d4e8
401,POL000401,347,289,57,8,7,401,PurchaseOrderLine starter record 401,2021-02-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18e67195543e5ddc8a1d06c697a906f718e67195543e5ddc8a1d06c697a906f7
402,POL000402,426,473,221,5,6,402,PurchaseOrderLine starter record 402,2021-02-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,84addbec8a06546097b13fc6527c271a84addbec8a06546097b13fc6527c271a
403,POL000403,358,94,46,12,2,403,PurchaseOrderLine starter record 403,2021-02-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3715fd61b64051d0b011c1c3bd17eee03715fd61b64051d0b011c1c3bd17eee0
404,POL000404,374,92,190,3,1,404,PurchaseOrderLine starter record 404,2021-02-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52f41d5ca32254c1a42cb95f7da9506052f41d5ca32254c1a42cb95f7da95060
