InventorySafetyStockPolicyKey,SafetyStockPolicyCode,ProductKey,PlantKey,InventoryPolicySegmentKey,InventoryAbcClassKey,UnitOfMeasureKey,MinimumQuantity,MaximumQuantity,ReorderPointQuantity,ReviewCycleDays,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
320,ISSP000320,441,347,164,4,1,224.1000,224.1000,224.1000,13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6eeef4a9704d5b6da066618c4e24ce296eeef4a9704d5b6da066618c4e24ce29
321,ISSP000321,385,118,489,4,3,224.8000,224.8000,224.8000,14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6370bc58329356cfa5adde2a603374f16370bc58329356cfa5adde2a603374f1
322,ISSP000322,407,65,463,1,2,225.5000,225.5000,225.5000,15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4aa211ba06cd5fcaaeffca7145d49bdd4aa211ba06cd5fcaaeffca7145d49bdd
323,ISSP000323,114,155,18,4,4,226.2000,226.2000,226.2000,16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1074cb0a764759d2b65180409ad680381074cb0a764759d2b65180409ad68038
324,ISSP000324,319,114,385,5,4,226.9000,226.9000,226.9000,17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cdcd5b26e9ba52fab2cad37a09bdd1d2cdcd5b26e9ba52fab2cad37a09bdd1d2
325,ISSP000325,35,287,444,4,7,227.6000,227.6000,227.6000,18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee6cf4ee30d75a84851aa61c9dc4f600ee6cf4ee30d75a84851aa61c9dc4f600
326,ISSP000326,207,114,487,4,1,228.3000,228.3000,228.3000,19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b2842c1e5d35c448fb91eb94fd6928d7b2842c1e5d35c448fb91eb94fd6928d
327,ISSP000327,465,119,16,4,5,229.0000,229.0000,229.0000,20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,194e501360e15423a1df64219f5fba5f194e501360e15423a1df64219f5fba5f
328,ISSP000328,361,285,332,3,4,229.7000,229.7000,229.7000,21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f28439b6779a52de843717001511d663f28439b6779a52de843717001511d663
329,ISSP000329,194,137,308,1,5,230.4000,230.4000,230.4000,22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01f0106bffa950c79162f0dbfdf2bec501f0106bffa950c79162f0dbfdf2bec5
330,ISSP000330,482,61,130,4,1,231.1000,231.1000,231.1000,23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,608678608abb593db477a86e1820aded608678608abb593db477a86e1820aded
331,ISSP000331,30,206,336,5,4,231.8000,231.8000,231.8000,24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2bf48fdacb285635bae896c723b8abde2bf48fdacb285635bae896c723b8abde
332,ISSP000332,21,321,466,4,2,232.5000,232.5000,232.5000,25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,220927c5b38b592d92c51ceb2179696b220927c5b38b592d92c51ceb2179696b
333,ISSP000333,257,3,148,3,4,233.2000,233.2000,233.2000,26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09d34cfc0fe554eea91b2e0ca24be45b09d34cfc0fe554eea91b2e0ca24be45b
334,ISSP000334,236,283,178,1,6,233.9000,233.9000,233.9000,27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9974f29659ad5ca997e8b70ce86a86859974f29659ad5ca997e8b70ce86a8685
335,ISSP000335,148,95,412,4,7,234.6000,234.6000,234.6000,28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f22872f7057a59769f16bf911785b9d4f22872f7057a59769f16bf911785b9d4
336,ISSP000336,439,98,25,4,7,235.3000,235.3000,235.3000,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a927a8feabc501dbaee4465a356bd3a6a927a8feabc501dbaee4465a356bd3a
337,ISSP000337,292,242,268,5,1,236.0000,236.0000,236.0000,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91e5d4ceb0f3504796ce639eeb49e12791e5d4ceb0f3504796ce639eeb49e127
338,ISSP000338,221,118,350,2,6,236.7000,236.7000,236.7000,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82e1f6b95e9d5b3586d6be14a0f4291982e1f6b95e9d5b3586d6be14a0f42919
339,ISSP000339,418,214,277,4,5,237.4000,237.4000,237.4000,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7855c70641b15f2c97d4111fb55d01dd7855c70641b15f2c97d4111fb55d01dd
340,ISSP000340,439,44,259,3,1,238.1000,238.1000,238.1000,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ac07fbc430658548b10e776e00f09712ac07fbc430658548b10e776e00f0971
341,ISSP000341,158,191,178,2,6,238.8000,238.8000,238.8000,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d347ed0694985ddfa7dea315ea09cf1ed347ed0694985ddfa7dea315ea09cf1e
342,ISSP000342,436,191,351,2,3,239.5000,239.5000,239.5000,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f2602d169d75010b514b124436db75f2f2602d169d75010b514b124436db75f
343,ISSP000343,27,107,447,2,7,240.2000,240.2000,240.2000,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54c2319cd45553b8a5f3b242378d023554c2319cd45553b8a5f3b242378d0235
344,ISSP000344,259,55,127,5,3,240.9000,240.9000,240.9000,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,029e94c4fc0153b3a5302c87c6f21f91029e94c4fc0153b3a5302c87c6f21f91
345,ISSP000345,284,347,267,2,2,241.6000,241.6000,241.6000,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09d27490ade75c268336067530e7938409d27490ade75c268336067530e79384
346,ISSP000346,318,300,1,4,6,242.3000,242.3000,242.3000,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,500a3e3250e95ba68047ad67922fd968500a3e3250e95ba68047ad67922fd968
347,ISSP000347,115,2,147,3,7,243.0000,243.0000,243.0000,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c2e150f2eb05daebafa9d8a4012a63d0c2e150f2eb05daebafa9d8a4012a63d
348,ISSP000348,49,208,190,1,4,243.7000,243.7000,243.7000,13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b45dd2741a865429a040b59a5a76e5eeb45dd2741a865429a040b59a5a76e5ee
349,ISSP000349,331,23,298,5,5,244.4000,244.4000,244.4000,14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed8abb20e75b54a88b6c94cb107038f7ed8abb20e75b54a88b6c94cb107038f7
350,ISSP000350,437,319,468,4,6,245.1000,245.1000,245.1000,15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb9a36ece13f524c8de4a8f050dbf5c0eb9a36ece13f524c8de4a8f050dbf5c0
351,ISSP000351,197,32,152,5,5,245.8000,245.8000,245.8000,16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2cfab5b997ca5f25842e18a4f33cc32f2cfab5b997ca5f25842e18a4f33cc32f
352,ISSP000352,439,69,317,2,7,246.5000,246.5000,246.5000,17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81f1520a90155158a8b1d2e28c73e9e281f1520a90155158a8b1d2e28c73e9e2
353,ISSP000353,469,168,135,1,7,247.2000,247.2000,247.2000,18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a4b7db1f66a56c1a754fda88e54705d0a4b7db1f66a56c1a754fda88e54705d
354,ISSP000354,184,128,464,4,6,247.9000,247.9000,247.9000,19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ec6d4d648b5509787059a26ae52e5aa2ec6d4d648b5509787059a26ae52e5aa
355,ISSP000355,241,3,125,5,2,248.6000,248.6000,248.6000,20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1039b9f2bc8e56f4a39cea01c92aa6a21039b9f2bc8e56f4a39cea01c92aa6a2
356,ISSP000356,80,321,70,3,7,249.3000,249.3000,249.3000,21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8ed743eecbd5c0fa0562c3d0b636722d8ed743eecbd5c0fa0562c3d0b636722
357,ISSP000357,478,341,66,5,5,250.0000,250.0000,250.0000,22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88c6f27cf1c457eda747ddbe52214f3288c6f27cf1c457eda747ddbe52214f32
358,ISSP000358,380,32,261,1,2,250.7000,250.7000,250.7000,23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21099e619ac7547984a1657cf21ae82d21099e619ac7547984a1657cf21ae82d
359,ISSP000359,125,14,280,2,2,251.4000,251.4000,251.4000,24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,700f56125b96578580a081da8bc1b171700f56125b96578580a081da8bc1b171
360,ISSP000360,174,272,219,3,5,252.1000,252.1000,252.1000,25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a8b1eea013551f29bd12eb36f8ec9985a8b1eea013551f29bd12eb36f8ec998
361,ISSP000361,467,261,73,3,3,252.8000,252.8000,252.8000,26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ad16ee54b755da58d0ef9bc4862b4210ad16ee54b755da58d0ef9bc4862b421
362,ISSP000362,430,279,161,2,5,253.5000,253.5000,253.5000,27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bfc765b18d0e577e907921dab683c76abfc765b18d0e577e907921dab683c76a
363,ISSP000363,378,33,390,1,4,254.2000,254.2000,254.2000,28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c48ef61d41c59aa83d492fbfea6a0744c48ef61d41c59aa83d492fbfea6a074
364,ISSP000364,484,241,106,1,5,254.9000,254.9000,254.9000,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52d18ac36a23560eb2ad4f1a6732c78e52d18ac36a23560eb2ad4f1a6732c78e
365,ISSP000365,451,212,367,4,1,255.6000,255.6000,255.6000,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14da137e84a85bee8f2e933b10ba1c4814da137e84a85bee8f2e933b10ba1c48
366,ISSP000366,249,146,440,1,4,256.3000,256.3000,256.3000,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37ce9270fc2f5952823147fb0385402a37ce9270fc2f5952823147fb0385402a
367,ISSP000367,77,43,143,5,7,257.0000,257.0000,257.0000,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d3343920ccd57088c38a8c2827265547d3343920ccd57088c38a8c282726554
368,ISSP000368,434,233,342,4,2,257.7000,257.7000,257.7000,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c5944c6b0815343b90987ad6ab1cabb7c5944c6b0815343b90987ad6ab1cabb
369,ISSP000369,183,221,408,4,2,258.4000,258.4000,258.4000,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d6eca71e75c529a81c7dffd3905fa387d6eca71e75c529a81c7dffd3905fa38
370,ISSP000370,57,247,38,2,4,259.1000,259.1000,259.1000,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5389a8b7ee59599db20537ab1316ef295389a8b7ee59599db20537ab1316ef29
371,ISSP000371,500,337,136,3,7,259.8000,259.8000,259.8000,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba4f8fe2cce85838ad8991165e9f8ee7ba4f8fe2cce85838ad8991165e9f8ee7
372,ISSP000372,238,80,95,2,6,260.5000,260.5000,260.5000,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ba1e2962a295eb693f85cf8bc76e1c42ba1e2962a295eb693f85cf8bc76e1c4
373,ISSP000373,103,92,211,4,4,261.2000,261.2000,261.2000,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1d703f5106a5920b50ee11b9d48d5f5f1d703f5106a5920b50ee11b9d48d5f5
374,ISSP000374,289,259,249,5,7,261.9000,261.9000,261.9000,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4394723b173f5d25aee0644355ba44e54394723b173f5d25aee0644355ba44e5
375,ISSP000375,201,101,190,3,3,262.6000,262.6000,262.6000,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fff8064146fa519c90cc00e7de803fc1fff8064146fa519c90cc00e7de803fc1
376,ISSP000376,58,131,453,4,4,263.3000,263.3000,263.3000,13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e38fad56082e597b8a1a71b4aa3e7790e38fad56082e597b8a1a71b4aa3e7790
377,ISSP000377,253,78,189,4,4,264.0000,264.0000,264.0000,14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3218932c35205f418e3fe74147498ebe3218932c35205f418e3fe74147498ebe
378,ISSP000378,255,265,427,3,4,264.7000,264.7000,264.7000,15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a913a448eec55c3cbd0c1b1b5feaad63a913a448eec55c3cbd0c1b1b5feaad63
379,ISSP000379,120,166,414,1,2,265.4000,265.4000,265.4000,16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21ccd2c7c9db505bb4c2bc4bf56262c221ccd2c7c9db505bb4c2bc4bf56262c2
380,ISSP000380,490,182,297,5,4,266.1000,266.1000,266.1000,17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,159c5e622770523d89e8c7286261da99159c5e622770523d89e8c7286261da99
381,ISSP000381,461,5,322,2,3,266.8000,266.8000,266.8000,18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9261decfb99d5aea9a870b07a9743ec99261decfb99d5aea9a870b07a9743ec9
382,ISSP000382,478,210,38,4,1,267.5000,267.5000,267.5000,19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ae9b09116545d93a2b11dbe579331885ae9b09116545d93a2b11dbe57933188
383,ISSP000383,273,316,454,5,7,268.2000,268.2000,268.2000,20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,666af6a5ed9b51c3bf0e5383871457cd666af6a5ed9b51c3bf0e5383871457cd
384,ISSP000384,427,103,413,5,3,268.9000,268.9000,268.9000,21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,615289b6b4f954cdb30f7bebcdd3eba7615289b6b4f954cdb30f7bebcdd3eba7
385,ISSP000385,330,6,36,4,5,269.6000,269.6000,269.6000,22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6bbdcd59b9aa5607acee6de294efac216bbdcd59b9aa5607acee6de294efac21
386,ISSP000386,259,277,199,3,5,270.3000,270.3000,270.3000,23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3627c40edef8585eb0c2970d58439f313627c40edef8585eb0c2970d58439f31
387,ISSP000387,277,347,483,2,6,271.0000,271.0000,271.0000,24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f830bb4e485f5cdba9b36fea1eb11535f830bb4e485f5cdba9b36fea1eb11535
388,ISSP000388,409,165,314,5,2,271.7000,271.7000,271.7000,25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b94f6fd8f1ba5a57a0c05c79c096d884b94f6fd8f1ba5a57a0c05c79c096d884
389,ISSP000389,274,32,432,4,4,272.4000,272.4000,272.4000,26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50179bebd0c955ad8ab16033b9bffa7a50179bebd0c955ad8ab16033b9bffa7a
390,ISSP000390,184,208,269,3,2,273.1000,273.1000,273.1000,27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc56bd2fb05e563896394741e680a0dddc56bd2fb05e563896394741e680a0dd
391,ISSP000391,50,97,73,1,2,273.8000,273.8000,273.8000,28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2b5922f7ce25196815becb6e7ecb515b2b5922f7ce25196815becb6e7ecb515
392,ISSP000392,201,73,320,2,1,274.5000,274.5000,274.5000,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b9240ab425959c39738303f9c3da07e6b9240ab425959c39738303f9c3da07e
393,ISSP000393,317,100,493,2,6,275.2000,275.2000,275.2000,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4eeee43d8fb35623821fdf2d4e8c2d084eeee43d8fb35623821fdf2d4e8c2d08
394,ISSP000394,51,160,390,3,7,275.9000,275.9000,275.9000,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09a24e265561530abaf7658823c259ff09a24e265561530abaf7658823c259ff
395,ISSP000395,285,181,441,2,6,276.6000,276.6000,276.6000,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1327f47653d35c2ab39e27780d894c0c1327f47653d35c2ab39e27780d894c0c
396,ISSP000396,83,124,253,5,3,277.3000,277.3000,277.3000,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c74950d3f31c54f0ae44377224f4dd56c74950d3f31c54f0ae44377224f4dd56
397,ISSP000397,396,75,393,4,4,278.0000,278.0000,278.0000,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e27b99a14a2a5bac8e25d6b1b3473a0fe27b99a14a2a5bac8e25d6b1b3473a0f
398,ISSP000398,145,5,405,2,3,278.7000,278.7000,278.7000,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,16b0d72482f25eb58ed027dc17445a8816b0d72482f25eb58ed027dc17445a88
399,ISSP000399,397,318,108,4,7,279.4000,279.4000,279.4000,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7685239eb6975836955bab7b4d1700cc7685239eb6975836955bab7b4d1700cc
400,ISSP000400,429,10,89,5,6,280.1000,280.1000,280.1000,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8191241ae925d27bb3025e49027ad1fa8191241ae925d27bb3025e49027ad1f
401,ISSP000401,367,190,63,5,7,280.8000,280.8000,280.8000,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab4aa635fd645fea92cbca6aa8d30e23ab4aa635fd645fea92cbca6aa8d30e23
402,ISSP000402,287,42,61,3,6,281.5000,281.5000,281.5000,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d98c16ecd1d5676aefb4d776b6714cf7d98c16ecd1d5676aefb4d776b6714cf
403,ISSP000403,382,273,302,3,5,282.2000,282.2000,282.2000,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74eee3bc5f9e58ee8054a82ae2a45a7e74eee3bc5f9e58ee8054a82ae2a45a7e
404,ISSP000404,498,186,182,5,1,282.9000,282.9000,282.9000,13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23910a90e3e050b0b056d4114729bcdc23910a90e3e050b0b056d4114729bcdc
405,ISSP000405,324,127,175,4,5,283.6000,283.6000,283.6000,14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5cfd4168b6d7568eacec75dfdb4cf2eb5cfd4168b6d7568eacec75dfdb4cf2eb
406,ISSP000406,279,296,446,2,7,284.3000,284.3000,284.3000,15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d25e4340f6a255f683fe1d966e429fded25e4340f6a255f683fe1d966e429fde
407,ISSP000407,114,65,239,4,2,285.0000,285.0000,285.0000,16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22161beffdb15d4d88b546890494b0f222161beffdb15d4d88b546890494b0f2
408,ISSP000408,256,161,263,4,1,285.7000,285.7000,285.7000,17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb3146a5ba3551049bd595e1f425edd1fb3146a5ba3551049bd595e1f425edd1
409,ISSP000409,52,74,316,5,6,286.4000,286.4000,286.4000,18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e651d036e1a95da48b3246934fa64faee651d036e1a95da48b3246934fa64fae
410,ISSP000410,432,220,324,3,7,287.1000,287.1000,287.1000,19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d95c8ab45c6a52a99b56d8e20d1e7406d95c8ab45c6a52a99b56d8e20d1e7406
411,ISSP000411,332,29,178,1,6,287.8000,287.8000,287.8000,20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f693aac071f5614a47b17e57aa310451f693aac071f5614a47b17e57aa31045
412,ISSP000412,40,148,232,4,6,288.5000,288.5000,288.5000,21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9760415a716a51dc890366a26810b6179760415a716a51dc890366a26810b617
413,ISSP000413,166,34,353,1,1,289.2000,289.2000,289.2000,22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,731c930f9d5e587199c064431cb91502731c930f9d5e587199c064431cb91502
414,ISSP000414,386,91,402,5,2,289.9000,289.9000,289.9000,23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,990bfd87b39857db8ea9cc974a4b9c08990bfd87b39857db8ea9cc974a4b9c08
415,ISSP000415,75,122,313,5,4,290.6000,290.6000,290.6000,24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9bce7928fc27568a874e3ac36085d1bc9bce7928fc27568a874e3ac36085d1bc
416,ISSP000416,395,196,256,1,7,291.3000,291.3000,291.3000,25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad1f0f3db9205acbbdda756ac19dad8cad1f0f3db9205acbbdda756ac19dad8c
417,ISSP000417,411,196,217,5,1,292.0000,292.0000,292.0000,26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95e45e80776e56e5b333a214f65f3f7e95e45e80776e56e5b333a214f65f3f7e
418,ISSP000418,22,188,444,4,2,292.7000,292.7000,292.7000,27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa280b5e579e571f8bd13583013c4b29aa280b5e579e571f8bd13583013c4b29
419,ISSP000419,429,196,311,2,4,293.4000,293.4000,293.4000,28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08974d480a595a3ea60f604339d44b3f08974d480a595a3ea60f604339d44b3f
420,ISSP000420,455,43,158,1,1,294.1000,294.1000,294.1000,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e37f45886b6a523fb790d141c15f333de37f45886b6a523fb790d141c15f333d
421,ISSP000421,196,207,496,4,6,294.8000,294.8000,294.8000,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6913d6753585beab1e41772b01e6998a6913d6753585beab1e41772b01e6998
422,ISSP000422,428,214,430,1,1,295.5000,295.5000,295.5000,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,643158ce595154f6b1de9b2b0ed4c3ef643158ce595154f6b1de9b2b0ed4c3ef
423,ISSP000423,483,285,210,4,7,296.2000,296.2000,296.2000,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4411fe038a315d1a912efdc27f3d6a054411fe038a315d1a912efdc27f3d6a05
424,ISSP000424,352,214,272,1,1,296.9000,296.9000,296.9000,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c039ba1c4a35911aec3515a80ce6e586c039ba1c4a35911aec3515a80ce6e58
425,ISSP000425,182,3,448,2,4,297.6000,297.6000,297.6000,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17688f9d4ab35e05a15f7cb8f94567f917688f9d4ab35e05a15f7cb8f94567f9
