InventoryLotKey,LotNumber,ProductKey,PlantKey,InventoryStockStatusKey,LotDescription,ManufactureDate,ExpirationDate,IsRestricted,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
308,IL000308,130,5,1,InventoryLot starter record 308,2020-11-04,2020-11-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5792d92b5815748b6fb3fa7245989dab5792d92b5815748b6fb3fa7245989da
309,IL000309,137,155,3,InventoryLot starter record 309,2020-11-05,2020-11-05,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12e50930f1d35e9b9760d6e09ec271a312e50930f1d35e9b9760d6e09ec271a3
310,IL000310,436,323,8,InventoryLot starter record 310,2020-11-06,2020-11-06,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f787b1f74df95417b73053eaa2e83389f787b1f74df95417b73053eaa2e83389
311,IL000311,320,7,7,InventoryLot starter record 311,2020-11-07,2020-11-07,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99ebedc1aaa95048bdae5f900763390099ebedc1aaa95048bdae5f9007633900
312,IL000312,470,134,1,InventoryLot starter record 312,2020-11-08,2020-11-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b19045bf06559188337e8730913b7c18b19045bf06559188337e8730913b7c1
313,IL000313,209,143,6,InventoryLot starter record 313,2020-11-09,2020-11-09,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,772cd5264ab557c7a1b50414cc1b07a6772cd5264ab557c7a1b50414cc1b07a6
314,IL000314,267,172,8,InventoryLot starter record 314,2020-11-10,2020-11-10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5aa0f3b6ed2e53bd8a094244e79c05b15aa0f3b6ed2e53bd8a094244e79c05b1
315,IL000315,465,342,5,InventoryLot starter record 315,2020-11-11,2020-11-11,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8e964020eca5e2bbea20f4335f2c3b9b8e964020eca5e2bbea20f4335f2c3b9
316,IL000316,413,269,7,InventoryLot starter record 316,2020-11-12,2020-11-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b2f45cf6d115b068ef3a70687bcc01b2b2f45cf6d115b068ef3a70687bcc01b
317,IL000317,100,175,1,InventoryLot starter record 317,2020-11-13,2020-11-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,efe4f7b1d085566f937372d01f541fe2efe4f7b1d085566f937372d01f541fe2
318,IL000318,176,174,6,InventoryLot starter record 318,2020-11-14,2020-11-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5c1dcd169e254b7a930611d3422db68a5c1dcd169e254b7a930611d3422db68
319,IL000319,211,290,9,InventoryLot starter record 319,2020-11-15,2020-11-15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a624873e6021535d844bf6778069fb23a624873e6021535d844bf6778069fb23
320,IL000320,71,38,10,InventoryLot starter record 320,2020-11-16,2020-11-16,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d96d3646227a5b80b9e791dc2f043f40d96d3646227a5b80b9e791dc2f043f40
321,IL000321,130,12,1,InventoryLot starter record 321,2020-11-17,2020-11-17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d155a31c901a52bfb224af7200decc1cd155a31c901a52bfb224af7200decc1c
322,IL000322,62,303,7,InventoryLot starter record 322,2020-11-18,2020-11-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92e9721507885bb1ab99b6a5b0bd9ec192e9721507885bb1ab99b6a5b0bd9ec1
323,IL000323,451,263,9,InventoryLot starter record 323,2020-11-19,2020-11-19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a616333ad4f959248c034cf2fb0cc0d4a616333ad4f959248c034cf2fb0cc0d4
324,IL000324,107,299,8,InventoryLot starter record 324,2020-11-20,2020-11-20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4bc953d421a15b799da5d79f17376c944bc953d421a15b799da5d79f17376c94
325,IL000325,41,318,2,InventoryLot starter record 325,2020-11-21,2020-11-21,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4c395d398845fbe93d3192e1798231ef4c395d398845fbe93d3192e1798231e
326,IL000326,63,12,3,InventoryLot starter record 326,2020-11-22,2020-11-22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a464571a5bc253d294369c3f025eb3d7a464571a5bc253d294369c3f025eb3d7
327,IL000327,275,275,4,InventoryLot starter record 327,2020-11-23,2020-11-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b74ce109ed115e77a72cd3929ecb5b44b74ce109ed115e77a72cd3929ecb5b44
328,IL000328,488,199,9,InventoryLot starter record 328,2020-11-24,2020-11-24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c92ad678ea4956ca909356d1610351bec92ad678ea4956ca909356d1610351be
329,IL000329,483,216,5,InventoryLot starter record 329,2020-11-25,2020-11-25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43b300b877855414871d4b2ee5b724e343b300b877855414871d4b2ee5b724e3
330,IL000330,158,274,6,InventoryLot starter record 330,2020-11-26,2020-11-26,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a887f5e1a65f5805b60f0856773275f7a887f5e1a65f5805b60f0856773275f7
331,IL000331,226,66,5,InventoryLot starter record 331,2020-11-27,2020-11-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff7130212fa6588fb15bd6632c09824bff7130212fa6588fb15bd6632c09824b
332,IL000332,375,199,4,InventoryLot starter record 332,2020-11-28,2020-11-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0cfc8e440ba650788f0ba40b0963a6880cfc8e440ba650788f0ba40b0963a688
333,IL000333,52,306,2,InventoryLot starter record 333,2020-11-29,2020-11-29,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d15ba85f38e5927ab925e77d7d9d6112d15ba85f38e5927ab925e77d7d9d611
334,IL000334,47,172,10,InventoryLot starter record 334,2020-11-30,2020-11-30,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a185f607fe45d1d9d713188542b11fb0a185f607fe45d1d9d713188542b11fb
335,IL000335,411,218,1,InventoryLot starter record 335,2020-12-01,2020-12-01,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b73fc3a1fcd536f9822d57a22a174075b73fc3a1fcd536f9822d57a22a17407
336,IL000336,333,35,7,InventoryLot starter record 336,2020-12-02,2020-12-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a274fb4b14165a2abd9d6075084a3fefa274fb4b14165a2abd9d6075084a3fef
337,IL000337,210,236,4,InventoryLot starter record 337,2020-12-03,2020-12-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,119e9c97549d5f5fa2563e484a8699bb119e9c97549d5f5fa2563e484a8699bb
338,IL000338,309,85,4,InventoryLot starter record 338,2020-12-04,2020-12-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,245d8a5763ce5f0b960c5ae0831c640b245d8a5763ce5f0b960c5ae0831c640b
339,IL000339,186,176,5,InventoryLot starter record 339,2020-12-05,2020-12-05,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d10ce8c0e3e1586fa97c7aefd21201a3d10ce8c0e3e1586fa97c7aefd21201a3
340,IL000340,211,211,1,InventoryLot starter record 340,2020-12-06,2020-12-06,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2928f5ddafc15360a49ea4e9302ebd3a2928f5ddafc15360a49ea4e9302ebd3a
341,IL000341,373,8,5,InventoryLot starter record 341,2020-12-07,2020-12-07,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47f8ac6b89ed5380804726d080c4f26047f8ac6b89ed5380804726d080c4f260
342,IL000342,146,258,10,InventoryLot starter record 342,2020-12-08,2020-12-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a813cb8d9a15f579705498803dd80103a813cb8d9a15f579705498803dd8010
343,IL000343,430,95,3,InventoryLot starter record 343,2020-12-09,2020-12-09,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53354cc39bec5c378a0e0837e560da7553354cc39bec5c378a0e0837e560da75
344,IL000344,195,323,4,InventoryLot starter record 344,2020-12-10,2020-12-10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,398485552127596484101371ca116da9398485552127596484101371ca116da9
345,IL000345,38,44,7,InventoryLot starter record 345,2020-12-11,2020-12-11,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c1406a5d8ad58789193806fbea2fe8a8c1406a5d8ad58789193806fbea2fe8a
346,IL000346,202,70,4,InventoryLot starter record 346,2020-12-12,2020-12-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f9f58671d4b55e8bcdb9ff603d63ca12f9f58671d4b55e8bcdb9ff603d63ca1
347,IL000347,32,224,9,InventoryLot starter record 347,2020-12-13,2020-12-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,304c5adb4b5556458344d37bf64c2dfd304c5adb4b5556458344d37bf64c2dfd
348,IL000348,263,217,7,InventoryLot starter record 348,2020-12-14,2020-12-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46d78ab3e7d8507cba03e7c0bb15666346d78ab3e7d8507cba03e7c0bb156663
349,IL000349,348,284,1,InventoryLot starter record 349,2020-12-15,2020-12-15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d74206db4830567abda44b0c3bac62e0d74206db4830567abda44b0c3bac62e0
350,IL000350,270,145,9,InventoryLot starter record 350,2020-12-16,2020-12-16,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da3df20503f750e687a0fb202c0a1f5cda3df20503f750e687a0fb202c0a1f5c
351,IL000351,425,339,6,InventoryLot starter record 351,2020-12-17,2020-12-17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab89091443f7534c85271ca1b4bce86eab89091443f7534c85271ca1b4bce86e
352,IL000352,469,140,7,InventoryLot starter record 352,2020-12-18,2020-12-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08b41210251857e1a5fecbfa1ecc6e8f08b41210251857e1a5fecbfa1ecc6e8f
353,IL000353,439,50,7,InventoryLot starter record 353,2020-12-19,2020-12-19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ce1e7d31a6259d4b56833daf66509f56ce1e7d31a6259d4b56833daf66509f5
354,IL000354,134,312,7,InventoryLot starter record 354,2020-12-20,2020-12-20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d10a06da6639543ea7d5f5c6a37de07dd10a06da6639543ea7d5f5c6a37de07d
355,IL000355,356,346,6,InventoryLot starter record 355,2020-12-21,2020-12-21,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,261a536b958b5bd29a28a1c70b914c6d261a536b958b5bd29a28a1c70b914c6d
356,IL000356,367,44,7,InventoryLot starter record 356,2020-12-22,2020-12-22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cda59efc665851d19ea5d06afdbe3537cda59efc665851d19ea5d06afdbe3537
357,IL000357,187,242,6,InventoryLot starter record 357,2020-12-23,2020-12-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2fd9663233d0596ebcd6cc94031042e42fd9663233d0596ebcd6cc94031042e4
358,IL000358,496,56,6,InventoryLot starter record 358,2020-12-24,2020-12-24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d833d16970754448b439786d9b8c8cc1d833d16970754448b439786d9b8c8cc
359,IL000359,194,280,9,InventoryLot starter record 359,2020-12-25,2020-12-25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49fcc510c5f554918fa5e9dc30cadb9249fcc510c5f554918fa5e9dc30cadb92
360,IL000360,186,348,5,InventoryLot starter record 360,2020-12-26,2020-12-26,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85f881ccf5545faa980b13096dbbb3de85f881ccf5545faa980b13096dbbb3de
361,IL000361,254,200,8,InventoryLot starter record 361,2020-12-27,2020-12-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,efcff6001af9593b97a65bdf79a26aacefcff6001af9593b97a65bdf79a26aac
362,IL000362,46,280,4,InventoryLot starter record 362,2020-12-28,2020-12-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0dc90b779245fb8a7c764dc5242d556a0dc90b779245fb8a7c764dc5242d556
363,IL000363,406,131,5,InventoryLot starter record 363,2020-12-29,2020-12-29,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69ca91e8618657fcaad4b8e31abf390b69ca91e8618657fcaad4b8e31abf390b
364,IL000364,252,46,5,InventoryLot starter record 364,2020-12-30,2020-12-30,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,512754a26b255271b4e4ed60a291fa8d512754a26b255271b4e4ed60a291fa8d
365,IL000365,494,329,1,InventoryLot starter record 365,2020-12-31,2020-12-31,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4692cdde2a15fb5a792c35dd4f0a339f4692cdde2a15fb5a792c35dd4f0a339
366,IL000366,227,185,9,InventoryLot starter record 366,2021-01-01,2021-01-01,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67b916d28e3c5212b73616a0dbc70eed67b916d28e3c5212b73616a0dbc70eed
367,IL000367,77,327,8,InventoryLot starter record 367,2021-01-02,2021-01-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f793e64b0e4a524bb9285b7b87d75a2bf793e64b0e4a524bb9285b7b87d75a2b
368,IL000368,463,170,9,InventoryLot starter record 368,2021-01-03,2021-01-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91b5cfe30ff954018b1a76d35c7043dd91b5cfe30ff954018b1a76d35c7043dd
369,IL000369,239,187,9,InventoryLot starter record 369,2021-01-04,2021-01-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc968b1d151d560fa5e922f380fe81eecc968b1d151d560fa5e922f380fe81ee
370,IL000370,115,104,8,InventoryLot starter record 370,2021-01-05,2021-01-05,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4dbf52b737ea542ea2c3ae44808071c34dbf52b737ea542ea2c3ae44808071c3
371,IL000371,292,207,2,InventoryLot starter record 371,2021-01-06,2021-01-06,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23e35bf3636b56de8363d8989e76404c23e35bf3636b56de8363d8989e76404c
372,IL000372,130,76,2,InventoryLot starter record 372,2021-01-07,2021-01-07,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3ec9709d0a25a04a053a0825e1fbd77c3ec9709d0a25a04a053a0825e1fbd77
373,IL000373,158,179,7,InventoryLot starter record 373,2021-01-08,2021-01-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee83f57553005b458a9fb84bbb5b0abcee83f57553005b458a9fb84bbb5b0abc
374,IL000374,389,10,7,InventoryLot starter record 374,2021-01-09,2021-01-09,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b0c91091d59568b99ce8c2947a3cb1b7b0c91091d59568b99ce8c2947a3cb1b
375,IL000375,496,246,5,InventoryLot starter record 375,2021-01-10,2021-01-10,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf480cc4e5cc56f8b4c922a76c15c6abcf480cc4e5cc56f8b4c922a76c15c6ab
376,IL000376,198,1,7,InventoryLot starter record 376,2021-01-11,2021-01-11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,34f5a88e16eb586c9d212c5982936b7f34f5a88e16eb586c9d212c5982936b7f
377,IL000377,340,151,2,InventoryLot starter record 377,2021-01-12,2021-01-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c24327087ac5d09b6b079b1ef44cce93c24327087ac5d09b6b079b1ef44cce9
378,IL000378,99,289,5,InventoryLot starter record 378,2021-01-13,2021-01-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,112723b97b705321bef1c163d4337d1e112723b97b705321bef1c163d4337d1e
379,IL000379,86,226,3,InventoryLot starter record 379,2021-01-14,2021-01-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e9edefc497d5aa9b5a4b3a547f313472e9edefc497d5aa9b5a4b3a547f31347
380,IL000380,373,3,5,InventoryLot starter record 380,2021-01-15,2021-01-15,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5039ca6bb7155eda41edb220c667f8ae5039ca6bb7155eda41edb220c667f8a
381,IL000381,197,282,6,InventoryLot starter record 381,2021-01-16,2021-01-16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1530c7aac4d7594692643ec93a9793ee1530c7aac4d7594692643ec93a9793ee
382,IL000382,249,41,4,InventoryLot starter record 382,2021-01-17,2021-01-17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f34dc44d1f315742bb0a187f3288e56ef34dc44d1f315742bb0a187f3288e56e
383,IL000383,199,71,1,InventoryLot starter record 383,2021-01-18,2021-01-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f6e3e5145d25716bf7093baaf1d283f5f6e3e5145d25716bf7093baaf1d283f
384,IL000384,5,100,8,InventoryLot starter record 384,2021-01-19,2021-01-19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1d2a1dd92a250cebd8fe038dae2a1f4a1d2a1dd92a250cebd8fe038dae2a1f4
385,IL000385,327,151,9,InventoryLot starter record 385,2021-01-20,2021-01-20,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac93bdd462f9535489d251c2770d967fac93bdd462f9535489d251c2770d967f
386,IL000386,122,285,6,InventoryLot starter record 386,2021-01-21,2021-01-21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68a9f831d8b75d17adcce0d177be55f168a9f831d8b75d17adcce0d177be55f1
387,IL000387,210,213,4,InventoryLot starter record 387,2021-01-22,2021-01-22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc259379214454ef812ba077b37d680fbc259379214454ef812ba077b37d680f
388,IL000388,135,146,7,InventoryLot starter record 388,2021-01-23,2021-01-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56f19b0e544355359865b18d2d97e4c356f19b0e544355359865b18d2d97e4c3
389,IL000389,439,105,10,InventoryLot starter record 389,2021-01-24,2021-01-24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3f37d78edb152ef8f49b4fd4d4bc924b3f37d78edb152ef8f49b4fd4d4bc924
390,IL000390,337,3,7,InventoryLot starter record 390,2021-01-25,2021-01-25,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6525b45580cb5f80a424625b11a8344a6525b45580cb5f80a424625b11a8344a
391,IL000391,157,256,7,InventoryLot starter record 391,2021-01-26,2021-01-26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4a2357bbd085f78ad820055c097eb29a4a2357bbd085f78ad820055c097eb29
392,IL000392,53,257,2,InventoryLot starter record 392,2021-01-27,2021-01-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b347d84fe2b542fb0d2fb5e41207dec9b347d84fe2b542fb0d2fb5e41207dec
393,IL000393,194,229,3,InventoryLot starter record 393,2021-01-28,2021-01-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d4c3c257d1bb515994899280ff579538d4c3c257d1bb515994899280ff579538
394,IL000394,125,8,8,InventoryLot starter record 394,2021-01-29,2021-01-29,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a59738821ccd53409999b43ebf48d91ba59738821ccd53409999b43ebf48d91b
395,IL000395,393,69,6,InventoryLot starter record 395,2021-01-30,2021-01-30,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aaaa68eb69b05f3e92a5c46b5afd80aeaaaa68eb69b05f3e92a5c46b5afd80ae
396,IL000396,11,195,7,InventoryLot starter record 396,2021-01-31,2021-01-31,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85fc5c3b0add5d319683f3f2f741bf4285fc5c3b0add5d319683f3f2f741bf42
397,IL000397,98,113,1,InventoryLot starter record 397,2021-02-01,2021-02-01,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7849ca7d0ff2551f841e4a4d521c8b5f7849ca7d0ff2551f841e4a4d521c8b5f
398,IL000398,390,168,3,InventoryLot starter record 398,2021-02-02,2021-02-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cffaba561ef25c8ca72d005e4c55ea49cffaba561ef25c8ca72d005e4c55ea49
399,IL000399,351,279,10,InventoryLot starter record 399,2021-02-03,2021-02-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb338a5d3ef359d19f10d2d04edc92b3eb338a5d3ef359d19f10d2d04edc92b3
400,IL000400,355,183,10,InventoryLot starter record 400,2021-02-04,2021-02-04,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a29e13cb5c495a3a9e724be5440ee710a29e13cb5c495a3a9e724be5440ee710
401,IL000401,350,150,3,InventoryLot starter record 401,2021-02-05,2021-02-05,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e578b594c3259439db0a1be8db751120e578b594c3259439db0a1be8db75112
402,IL000402,146,109,9,InventoryLot starter record 402,2021-02-06,2021-02-06,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91eceffb57a351639cd53fe91f48379c91eceffb57a351639cd53fe91f48379c
403,IL000403,406,334,1,InventoryLot starter record 403,2021-02-07,2021-02-07,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0732daa5870753ea90c8ee3c4954c6930732daa5870753ea90c8ee3c4954c693
404,IL000404,297,141,10,InventoryLot starter record 404,2021-02-08,2021-02-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e7732f49f915b60bcc1370981f3d18a6e7732f49f915b60bcc1370981f3d18a
405,IL000405,105,315,1,InventoryLot starter record 405,2021-02-09,2021-02-09,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a34815a3f6a8597d8303af8f3ec4f38fa34815a3f6a8597d8303af8f3ec4f38f
406,IL000406,117,349,10,InventoryLot starter record 406,2021-02-10,2021-02-10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b436623342651498e4b26c08c2f5f3f6b436623342651498e4b26c08c2f5f3f
407,IL000407,327,108,10,InventoryLot starter record 407,2021-02-11,2021-02-11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d22bea0b3af5d1bb5a9414cb8e8a5cb9d22bea0b3af5d1bb5a9414cb8e8a5cb
408,IL000408,179,143,10,InventoryLot starter record 408,2021-02-12,2021-02-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23ce1d13914c52ae968f15c6c29af5be23ce1d13914c52ae968f15c6c29af5be
409,IL000409,107,243,7,InventoryLot starter record 409,2021-02-13,2021-02-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,290f0cc0eab25932a114331f5d934875290f0cc0eab25932a114331f5d934875
