ProductionOperationKey,ProductionOperationNumber,ProductionWorkOrderKey,WorkCenterKey,ProductionProcessStepKey,ProductionOrderStatusKey,ProductionOperationName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
308,PO000308,188,265,82,2,Quartz ProductionOperation 308,PO000308,1,431.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0840f6ee636507b92ba556898db64aeb0840f6ee636507b92ba556898db64ae
309,PO000309,324,116,2,10,Willow ProductionOperation 309,PO000309,1,433.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20b2bff5e26f5403ac1a8bff76f9e61c20b2bff5e26f5403ac1a8bff76f9e61c
310,PO000310,35,199,97,8,Pioneer ProductionOperation 310,PO000310,0,434.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cba28dfa68065ba1937589d779ab0faccba28dfa68065ba1937589d779ab0fac
311,PO000311,333,161,107,5,Vertex ProductionOperation 311,PO000311,1,436.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2146e35479d25f9d8d75bffe34acbebb2146e35479d25f9d8d75bffe34acbebb
312,PO000312,267,6,434,11,Beacon ProductionOperation 312,PO000312,1,437.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82755ee32d0c54ba892c5ba8df0a820982755ee32d0c54ba892c5ba8df0a8209
313,PO000313,64,136,65,8,Willow ProductionOperation 313,PO000313,1,438.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3db3c2848eed5ff9b44a4fe6ff3d03e63db3c2848eed5ff9b44a4fe6ff3d03e6
314,PO000314,270,129,297,10,Unity ProductionOperation 314,PO000314,1,440.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f53bd1ad0e7562cb2aa7834a90a381a2f53bd1ad0e7562cb2aa7834a90a381a
315,PO000315,198,448,344,8,Junction ProductionOperation 315,PO000315,0,441.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c117e31164954a58fe50045450ad35a9c117e31164954a58fe50045450ad35a
316,PO000316,255,310,154,2,Meridian ProductionOperation 316,PO000316,1,442.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,336eda02e62b5837b9cb817c82c5652f336eda02e62b5837b9cb817c82c5652f
317,PO000317,487,417,39,3,Zenith ProductionOperation 317,PO000317,1,444.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23f3aec38758540385c92520d4630af123f3aec38758540385c92520d4630af1
318,PO000318,340,156,297,8,Summit ProductionOperation 318,PO000318,1,445.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ccf7fac43ad56f4a541c90a8a635a0a0ccf7fac43ad56f4a541c90a8a635a0a
319,PO000319,126,251,71,6,Ion ProductionOperation 319,PO000319,1,447.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,969e29f308a05b48b91a94b082210679969e29f308a05b48b91a94b082210679
320,PO000320,227,284,222,1,Ion ProductionOperation 320,PO000320,0,448.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ec568c47daf5efc916577313f15e1c51ec568c47daf5efc916577313f15e1c5
321,PO000321,68,129,369,5,Meridian ProductionOperation 321,PO000321,1,449.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb8b7c4a904958748e706ddd19096fefcb8b7c4a904958748e706ddd19096fef
322,PO000322,182,161,326,2,Vertex ProductionOperation 322,PO000322,1,451.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5d146783bea587b89d09bcb49402a09c5d146783bea587b89d09bcb49402a09
323,PO000323,29,36,466,10,Beacon ProductionOperation 323,PO000323,1,452.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,443dc8d6ab1d5c28ac0b78b21da7fb21443dc8d6ab1d5c28ac0b78b21da7fb21
324,PO000324,233,319,485,7,Liberty ProductionOperation 324,PO000324,1,453.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf146d0f2e4c59a5ba36836f57ec482ccf146d0f2e4c59a5ba36836f57ec482c
325,PO000325,3,76,243,7,Meridian ProductionOperation 325,PO000325,0,455.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66ee36f5f371528ab5a6356f89852c7066ee36f5f371528ab5a6356f89852c70
326,PO000326,36,362,185,12,Summit ProductionOperation 326,PO000326,1,456.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32e11227c31e559abbcc97d35a9e77d732e11227c31e559abbcc97d35a9e77d7
327,PO000327,19,223,13,6,Meridian ProductionOperation 327,PO000327,1,457.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18cea72b900c5d898d88ff8d9c6f8c3718cea72b900c5d898d88ff8d9c6f8c37
328,PO000328,234,231,377,9,Titan ProductionOperation 328,PO000328,1,459.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ed5014010aa526eac880188908b21c62ed5014010aa526eac880188908b21c6
329,PO000329,389,231,51,1,Evergreen ProductionOperation 329,PO000329,1,460.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a34fb3eff035472b8430d40f59801686a34fb3eff035472b8430d40f5980168
330,PO000330,374,262,51,5,Meridian ProductionOperation 330,PO000330,0,462.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6cda36ffdd385676a569eab20f0762656cda36ffdd385676a569eab20f076265
331,PO000331,437,58,498,4,Evergreen ProductionOperation 331,PO000331,1,463.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f8a49dc9b6751ff9a6f2eca850702786f8a49dc9b6751ff9a6f2eca85070278
332,PO000332,330,105,234,12,Pioneer ProductionOperation 332,PO000332,1,464.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8685a253e645976878e993329dceb9bb8685a253e645976878e993329dceb9b
333,PO000333,269,275,55,9,Ion ProductionOperation 333,PO000333,1,466.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9e7f9e4c1ae5543b95441e16c33b83bd9e7f9e4c1ae5543b95441e16c33b83b
334,PO000334,146,10,38,2,Junction ProductionOperation 334,PO000334,1,467.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d867e3f6d3252f3b84b30157e30d50d8d867e3f6d3252f3b84b30157e30d50d
335,PO000335,206,170,421,12,Zenith ProductionOperation 335,PO000335,0,468.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3384198238b35e359306a976b95c17fa3384198238b35e359306a976b95c17fa
336,PO000336,366,59,153,7,Keystone ProductionOperation 336,PO000336,1,470.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85d31210d7fd5fd9b6cf1b9537b9624685d31210d7fd5fd9b6cf1b9537b96246
337,PO000337,159,415,379,11,Pioneer ProductionOperation 337,PO000337,1,471.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e3aae050840535ca6558ffa7b758d5b1e3aae050840535ca6558ffa7b758d5b
338,PO000338,15,37,257,1,Titan ProductionOperation 338,PO000338,1,473.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,256db97756fb58ff89331b711638bc23256db97756fb58ff89331b711638bc23
339,PO000339,457,80,330,9,Evergreen ProductionOperation 339,PO000339,1,474.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02e689bc11975fb88cdd77d1311691f702e689bc11975fb88cdd77d1311691f7
340,PO000340,143,83,61,11,Liberty ProductionOperation 340,PO000340,0,475.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3477b22a568c585f8430ccbadd55eab43477b22a568c585f8430ccbadd55eab4
341,PO000341,289,184,78,10,Liberty ProductionOperation 341,PO000341,1,477.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b747bcac0c15cf89de232c9b65feef78b747bcac0c15cf89de232c9b65feef7
342,PO000342,95,405,126,2,Unity ProductionOperation 342,PO000342,1,478.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43f1cf2cbf91500a926ba8ed71db7fed43f1cf2cbf91500a926ba8ed71db7fed
343,PO000343,147,362,329,12,Cedar ProductionOperation 343,PO000343,1,479.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c70a763f1db5814838a567be4f5eccf8c70a763f1db5814838a567be4f5eccf
344,PO000344,484,302,346,7,Quartz ProductionOperation 344,PO000344,1,481.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a31d4ac851df5d6b92732ac5bd302816a31d4ac851df5d6b92732ac5bd302816
345,PO000345,349,486,483,12,Junction ProductionOperation 345,PO000345,0,482.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d28446d56fc457f591ed773f2b7c2c22d28446d56fc457f591ed773f2b7c2c22
346,PO000346,435,260,115,4,Evergreen ProductionOperation 346,PO000346,1,484.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac88747c9d4450fdb2eeb8f779a72890ac88747c9d4450fdb2eeb8f779a72890
347,PO000347,328,302,309,2,Unity ProductionOperation 347,PO000347,1,485.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b13abbbf8bf51a5ae1885dd0ef529239b13abbbf8bf51a5ae1885dd0ef52923
348,PO000348,288,476,219,4,Forge ProductionOperation 348,PO000348,1,486.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78dbfe60af9855f69b3cdb6146157b6278dbfe60af9855f69b3cdb6146157b62
349,PO000349,497,267,104,6,Quartz ProductionOperation 349,PO000349,1,488.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,752ae27dce3057f7b87232289e4f8cee752ae27dce3057f7b87232289e4f8cee
350,PO000350,37,142,377,12,Titan ProductionOperation 350,PO000350,0,489.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82c199d2dc9854109693c7bb2327945f82c199d2dc9854109693c7bb2327945f
351,PO000351,148,423,214,4,Granite ProductionOperation 351,PO000351,1,490.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e8356271d40568fa891cd92afa2db229e8356271d40568fa891cd92afa2db22
352,PO000352,449,143,241,11,Zenith ProductionOperation 352,PO000352,1,492.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,622ba9dfb53f51a5a443a7738254a86b622ba9dfb53f51a5a443a7738254a86b
353,PO000353,363,401,288,12,Evergreen ProductionOperation 353,PO000353,1,493.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c2bf91b825a5bb996e41ca2031318b79c2bf91b825a5bb996e41ca2031318b7
354,PO000354,173,103,328,6,Keystone ProductionOperation 354,PO000354,1,494.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cde52cb48ac358d1b83187fc8311526ccde52cb48ac358d1b83187fc8311526c
355,PO000355,92,475,424,7,Delta ProductionOperation 355,PO000355,0,496.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,649433e5f7b3589793c338fea0b99e37649433e5f7b3589793c338fea0b99e37
356,PO000356,386,73,453,9,Harbor ProductionOperation 356,PO000356,1,497.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae9b9e520a1753a8be9467e5efa057f7ae9b9e520a1753a8be9467e5efa057f7
357,PO000357,10,139,436,11,Harbor ProductionOperation 357,PO000357,1,499.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,982e39f1bd5c5535ae5a40644b514735982e39f1bd5c5535ae5a40644b514735
358,PO000358,58,57,175,10,Titan ProductionOperation 358,PO000358,1,500.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9795cc151a9253639203072f20e472259795cc151a9253639203072f20e47225
359,PO000359,471,440,11,3,Cedar ProductionOperation 359,PO000359,1,501.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10597063d25e5e3c9ca7aa45176b41c510597063d25e5e3c9ca7aa45176b41c5
360,PO000360,393,280,62,2,Forge ProductionOperation 360,PO000360,0,503.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,317871bf516b574cab0e75d4214d2607317871bf516b574cab0e75d4214d2607
361,PO000361,264,149,61,12,Northstar ProductionOperation 361,PO000361,1,504.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09be2c7ae7e15211ae4bedaa7fcf1c8909be2c7ae7e15211ae4bedaa7fcf1c89
362,PO000362,62,163,430,10,Orion ProductionOperation 362,PO000362,1,505.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f55429bb4792501fbc0661dc2c6eb561f55429bb4792501fbc0661dc2c6eb561
363,PO000363,39,50,172,6,Harbor ProductionOperation 363,PO000363,1,507.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa456d4d7a0e527da160057b71149160aa456d4d7a0e527da160057b71149160
364,PO000364,291,102,147,8,Beacon ProductionOperation 364,PO000364,1,508.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1a5e73a45e65e8e87407196ac7b6fdaf1a5e73a45e65e8e87407196ac7b6fda
365,PO000365,164,486,456,10,Granite ProductionOperation 365,PO000365,0,510.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b499fdf4826d53a0a8c9a5b6f76a3c41b499fdf4826d53a0a8c9a5b6f76a3c41
366,PO000366,173,399,376,3,Granite ProductionOperation 366,PO000366,1,511.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d430e72de265dc9822ff8a77313855f7d430e72de265dc9822ff8a77313855f
367,PO000367,127,291,139,10,Evergreen ProductionOperation 367,PO000367,1,512.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fcf7f68f8d915ef2894d87820ada4557fcf7f68f8d915ef2894d87820ada4557
368,PO000368,399,104,447,12,Titan ProductionOperation 368,PO000368,1,514.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0df271e36f415ec1b343f3875c931cf70df271e36f415ec1b343f3875c931cf7
369,PO000369,92,37,31,8,Liberty ProductionOperation 369,PO000369,1,515.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,deda05d469c25a88a73108d0c98ab5b2deda05d469c25a88a73108d0c98ab5b2
370,PO000370,280,157,68,8,Orion ProductionOperation 370,PO000370,0,516.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f106c5acc7825d3b8d289567f046a388f106c5acc7825d3b8d289567f046a388
371,PO000371,96,478,451,3,Willow ProductionOperation 371,PO000371,1,518.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1024736f8b28557fb4fa6de3ac639f0d1024736f8b28557fb4fa6de3ac639f0d
372,PO000372,364,196,131,2,Cedar ProductionOperation 372,PO000372,1,519.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8233b34dd53587598509c93734d9c27f8233b34dd53587598509c93734d9c27
373,PO000373,404,21,21,3,Delta ProductionOperation 373,PO000373,1,521.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4dc43f386735604a1c72ecf4c4e02ece4dc43f386735604a1c72ecf4c4e02ec
374,PO000374,376,391,270,6,Liberty ProductionOperation 374,PO000374,1,522.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d4f3d20082f56c7815f9de5394dd5017d4f3d20082f56c7815f9de5394dd501
375,PO000375,324,54,125,11,Beacon ProductionOperation 375,PO000375,0,523.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91c042fbb5a855e984811fe5e7f9065691c042fbb5a855e984811fe5e7f90656
376,PO000376,156,75,309,1,Orion ProductionOperation 376,PO000376,1,525.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e5ad93bba255a13bc179622cbc8318d0e5ad93bba255a13bc179622cbc8318d
377,PO000377,30,63,457,4,Willow ProductionOperation 377,PO000377,1,526.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa9dba4270ad573ab5c82c1a9f7bc5a4aa9dba4270ad573ab5c82c1a9f7bc5a4
378,PO000378,269,322,25,11,Quartz ProductionOperation 378,PO000378,1,527.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea69b084548057c9aef66dd9bceef864ea69b084548057c9aef66dd9bceef864
379,PO000379,111,334,276,11,Keystone ProductionOperation 379,PO000379,1,529.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,552d91c1d3955ef68eaac315b7f8d5d5552d91c1d3955ef68eaac315b7f8d5d5
380,PO000380,411,21,167,3,Cedar ProductionOperation 380,PO000380,0,530.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d37975dffccf50228032b18a8e75ae52d37975dffccf50228032b18a8e75ae52
381,PO000381,383,414,169,3,Orion ProductionOperation 381,PO000381,1,531.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,16eb995a9e1a50fba18d6c7f12fd1b1f16eb995a9e1a50fba18d6c7f12fd1b1f
382,PO000382,323,366,41,7,Beacon ProductionOperation 382,PO000382,1,533.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3dda68ff66d8524b9a5a77895e1a0ffb3dda68ff66d8524b9a5a77895e1a0ffb
383,PO000383,252,272,80,2,Beacon ProductionOperation 383,PO000383,1,534.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dbe35769f5c25b008431922f08a10d07dbe35769f5c25b008431922f08a10d07
384,PO000384,87,345,490,4,Junction ProductionOperation 384,PO000384,1,536.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,610cf5e8a0d85eeb9f8a14c5be7f0519610cf5e8a0d85eeb9f8a14c5be7f0519
385,PO000385,295,338,161,10,Orion ProductionOperation 385,PO000385,0,537.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec1d64b9ecb05f13b166e6c8e1ac1ab8ec1d64b9ecb05f13b166e6c8e1ac1ab8
386,PO000386,18,10,41,6,Pioneer ProductionOperation 386,PO000386,1,538.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59291d5d69b056b5b065477b5e978acb59291d5d69b056b5b065477b5e978acb
387,PO000387,210,136,73,9,Vertex ProductionOperation 387,PO000387,1,540.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9f10861667b594f8bb866f33cb2ac4cd9f10861667b594f8bb866f33cb2ac4c
388,PO000388,28,302,113,5,Orion ProductionOperation 388,PO000388,1,541.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d9d1a05741c58099dc5965f833dd0282d9d1a05741c58099dc5965f833dd028
389,PO000389,443,402,314,12,Cedar ProductionOperation 389,PO000389,1,542.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7522a29106653c3b5af36cf7589e1c4d7522a29106653c3b5af36cf7589e1c4
390,PO000390,213,380,474,8,Summit ProductionOperation 390,PO000390,0,544.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ef32ea33764518186745478c23c50559ef32ea33764518186745478c23c5055
391,PO000391,32,324,41,5,Summit ProductionOperation 391,PO000391,1,545.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5563e661cbe353c7933ebbd70bd7889f5563e661cbe353c7933ebbd70bd7889f
392,PO000392,467,472,306,2,Ion ProductionOperation 392,PO000392,1,547.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0784b65049f053a68acfd736afcce5020784b65049f053a68acfd736afcce502
393,PO000393,369,93,425,4,Ion ProductionOperation 393,PO000393,1,548.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b428f58f7a55de6ae6bb1b18bc8ac0b9b428f58f7a55de6ae6bb1b18bc8ac0b
394,PO000394,164,187,376,9,Orion ProductionOperation 394,PO000394,1,549.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82b339bcf107555ebdfd4f438341213282b339bcf107555ebdfd4f4383412132
395,PO000395,170,64,336,6,Pioneer ProductionOperation 395,PO000395,0,551.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,070153cf86b95b98971d0cc4bafaf3ab070153cf86b95b98971d0cc4bafaf3ab
396,PO000396,358,9,302,1,Unity ProductionOperation 396,PO000396,1,552.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc827b99c8555dfe8a4b88e6996adda4bc827b99c8555dfe8a4b88e6996adda4
397,PO000397,355,123,281,5,Harbor ProductionOperation 397,PO000397,1,553.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2ac47edc96b516699b250344beb0155a2ac47edc96b516699b250344beb0155
398,PO000398,61,454,211,1,Willow ProductionOperation 398,PO000398,1,555.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c90aa1d02c5550ba1a14d2d5bec18979c90aa1d02c5550ba1a14d2d5bec1897
399,PO000399,361,383,102,1,Beacon ProductionOperation 399,PO000399,1,556.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66286957993259b69c3c2d2cbe54cba366286957993259b69c3c2d2cbe54cba3
400,PO000400,89,41,433,10,Cedar ProductionOperation 400,PO000400,0,558.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77ca04ddbb565a8aab4488e9d5feeac577ca04ddbb565a8aab4488e9d5feeac5
401,PO000401,365,137,114,4,Orion ProductionOperation 401,PO000401,1,559.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c624c5eb87be5ee29de6b9e3cb41b49ec624c5eb87be5ee29de6b9e3cb41b49e
402,PO000402,449,329,371,12,Forge ProductionOperation 402,PO000402,1,560.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cac87d16ed275852b16c3155cbb42dc8cac87d16ed275852b16c3155cbb42dc8
403,PO000403,182,27,228,12,Harbor ProductionOperation 403,PO000403,1,562.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13db74f651a0513b8a90a5bf4eca78cc13db74f651a0513b8a90a5bf4eca78cc
404,PO000404,381,253,285,1,Evergreen ProductionOperation 404,PO000404,1,563.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f885e7ff1abd5713a21783f9ee0f55f7f885e7ff1abd5713a21783f9ee0f55f7
405,PO000405,176,174,98,2,Summit ProductionOperation 405,PO000405,0,564.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d349dd204875bf6a13a4de2691c6ca39d349dd204875bf6a13a4de2691c6ca3
406,PO000406,378,447,26,9,Atlas ProductionOperation 406,PO000406,1,566.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,caef615600755fd5b0347a28f644219acaef615600755fd5b0347a28f644219a
407,PO000407,417,464,340,6,Harbor ProductionOperation 407,PO000407,1,567.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43359f010bbb521aa988e8b2b23a407b43359f010bbb521aa988e8b2b23a407b
408,PO000408,411,308,354,11,Orion ProductionOperation 408,PO000408,1,568.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,879962bf5d235c81a5d8bf294817bc2f879962bf5d235c81a5d8bf294817bc2f
409,PO000409,499,248,428,8,Quartz ProductionOperation 409,PO000409,1,570.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3412386ff27578ea943058476325b90b3412386ff27578ea943058476325b90
410,PO000410,357,77,421,11,Cedar ProductionOperation 410,PO000410,0,571.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3f8a876619a53be9cd1607046118b4de3f8a876619a53be9cd1607046118b4d
