BusinessUnitKey,BusinessUnitCode,OrgBusinessUnitKey,BusinessUnitPortfolioKey,CurrencyKey,RecordStatusKey,BusinessUnitName,BusinessUnitDescription,PresidentName,PrimaryPlantCode,DefaultCurrencyCode,ProfitCenterCode,StrategicFlag,EffectiveStartDate,SourceSystemKey,BatchId,LoadedAtUtc
451,BU000451,34,66,3,1,Titan BusinessUnit 451,BusinessUnit starter record 451,Alex Hughes,BU000451,EUR,BU000451,1,2021-03-27,1,1,2026-08-24T00:00:00.000
452,BU000452,24,66,2,4,Beacon BusinessUnit 452,BusinessUnit starter record 452,Riley Evans,BU000452,GBP,BU000452,1,2021-03-28,1,1,2026-08-24T00:00:00.000
453,BU000453,33,32,2,3,Liberty BusinessUnit 453,BusinessUnit starter record 453,Quinn Patel,BU000453,CAD,BU000453,1,2021-03-29,1,1,2026-08-24T00:00:00.000
454,BU000454,56,51,5,1,Riverton BusinessUnit 454,BusinessUnit starter record 454,Riley Reed,BU000454,MXN,BU000454,1,2021-03-30,1,1,2026-08-24T00:00:00.000
455,BU000455,65,72,4,2,Summit BusinessUnit 455,BusinessUnit starter record 455,Morgan Reed,BU000455,JPY,BU000455,0,2021-03-31,1,1,2026-08-24T00:00:00.000
456,BU000456,96,56,4,2,Cedar BusinessUnit 456,BusinessUnit starter record 456,Quinn Patel,BU000456,USD,BU000456,1,2021-04-01,1,1,2026-08-24T00:00:00.000
457,BU000457,93,20,1,1,Granite BusinessUnit 457,BusinessUnit starter record 457,Emerson Patel,BU000457,EUR,BU000457,1,2021-04-02,1,1,2026-08-24T00:00:00.000
458,BU000458,120,19,5,4,Ion BusinessUnit 458,BusinessUnit starter record 458,Finley Chen,BU000458,GBP,BU000458,1,2021-04-03,1,1,2026-08-24T00:00:00.000
459,BU000459,65,77,3,3,Keystone BusinessUnit 459,BusinessUnit starter record 459,Quinn Reed,BU000459,CAD,BU000459,1,2021-04-04,1,1,2026-08-24T00:00:00.000
460,BU000460,18,40,5,2,Beacon BusinessUnit 460,BusinessUnit starter record 460,Emerson Reed,BU000460,MXN,BU000460,0,2021-04-05,1,1,2026-08-24T00:00:00.000
461,BU000461,153,6,4,1,Titan BusinessUnit 461,BusinessUnit starter record 461,Harper Martin,BU000461,JPY,BU000461,1,2021-04-06,1,1,2026-08-24T00:00:00.000
462,BU000462,111,21,1,1,Titan BusinessUnit 462,BusinessUnit starter record 462,Quinn Martin,BU000462,USD,BU000462,1,2021-04-07,1,1,2026-08-24T00:00:00.000
463,BU000463,135,64,3,4,Liberty BusinessUnit 463,BusinessUnit starter record 463,Jordan Khan,BU000463,EUR,BU000463,1,2021-04-08,1,1,2026-08-24T00:00:00.000
464,BU000464,124,20,4,2,Orion BusinessUnit 464,BusinessUnit starter record 464,Morgan Singh,BU000464,GBP,BU000464,1,2021-04-09,1,1,2026-08-24T00:00:00.000
465,BU000465,86,44,2,4,Liberty BusinessUnit 465,BusinessUnit starter record 465,Finley Hughes,BU000465,CAD,BU000465,0,2021-04-10,1,1,2026-08-24T00:00:00.000
466,BU000466,29,12,4,3,Granite BusinessUnit 466,BusinessUnit starter record 466,Devon Bennett,BU000466,MXN,BU000466,1,2021-04-11,1,1,2026-08-24T00:00:00.000
467,BU000467,52,20,3,4,Orion BusinessUnit 467,BusinessUnit starter record 467,Emerson Khan,BU000467,JPY,BU000467,1,2021-04-12,1,1,2026-08-24T00:00:00.000
468,BU000468,136,47,5,4,Beacon BusinessUnit 468,BusinessUnit starter record 468,Morgan Singh,BU000468,USD,BU000468,1,2021-04-13,1,1,2026-08-24T00:00:00.000
469,BU000469,82,42,1,3,Delta BusinessUnit 469,BusinessUnit starter record 469,Casey Martin,BU000469,EUR,BU000469,1,2021-04-14,1,1,2026-08-24T00:00:00.000
470,BU000470,33,24,1,3,Vertex BusinessUnit 470,BusinessUnit starter record 470,Blair Garcia,BU000470,GBP,BU000470,0,2021-04-15,1,1,2026-08-24T00:00:00.000
471,BU000471,114,30,5,1,Willow BusinessUnit 471,BusinessUnit starter record 471,Devon Evans,BU000471,CAD,BU000471,1,2021-04-16,1,1,2026-08-24T00:00:00.000
472,BU000472,143,22,1,4,Quartz BusinessUnit 472,BusinessUnit starter record 472,Finley Patel,BU000472,MXN,BU000472,1,2021-04-17,1,1,2026-08-24T00:00:00.000
473,BU000473,78,32,1,4,Delta BusinessUnit 473,BusinessUnit starter record 473,Emerson Diaz,BU000473,JPY,BU000473,1,2021-04-18,1,1,2026-08-24T00:00:00.000
474,BU000474,133,23,3,2,Vertex BusinessUnit 474,BusinessUnit starter record 474,Riley Adams,BU000474,USD,BU000474,1,2021-04-19,1,1,2026-08-24T00:00:00.000
475,BU000475,22,1,3,4,Forge BusinessUnit 475,BusinessUnit starter record 475,Blair Hughes,BU000475,EUR,BU000475,0,2021-04-20,1,1,2026-08-24T00:00:00.000
476,BU000476,93,12,2,4,Evergreen BusinessUnit 476,BusinessUnit starter record 476,Casey Hughes,BU000476,GBP,BU000476,1,2021-04-21,1,1,2026-08-24T00:00:00.000
477,BU000477,31,72,5,3,Granite BusinessUnit 477,BusinessUnit starter record 477,Jordan Adams,BU000477,CAD,BU000477,1,2021-04-22,1,1,2026-08-24T00:00:00.000
478,BU000478,64,22,4,4,Titan BusinessUnit 478,BusinessUnit starter record 478,Taylor Martin,BU000478,MXN,BU000478,1,2021-04-23,1,1,2026-08-24T00:00:00.000
479,BU000479,16,49,1,1,Vertex BusinessUnit 479,BusinessUnit starter record 479,Morgan Singh,BU000479,JPY,BU000479,1,2021-04-24,1,1,2026-08-24T00:00:00.000
480,BU000480,56,24,2,2,Atlas BusinessUnit 480,BusinessUnit starter record 480,Finley Reed,BU000480,USD,BU000480,0,2021-04-25,1,1,2026-08-24T00:00:00.000
481,BU000481,76,73,2,4,Northstar BusinessUnit 481,BusinessUnit starter record 481,Emerson Adams,BU000481,EUR,BU000481,1,2021-04-26,1,1,2026-08-24T00:00:00.000
482,BU000482,32,36,2,4,Ion BusinessUnit 482,BusinessUnit starter record 482,Quinn Hughes,BU000482,GBP,BU000482,1,2021-04-27,1,1,2026-08-24T00:00:00.000
483,BU000483,104,16,1,2,Willow BusinessUnit 483,BusinessUnit starter record 483,Harper Adams,BU000483,CAD,BU000483,1,2021-04-28,1,1,2026-08-24T00:00:00.000
484,BU000484,8,53,5,3,Harbor BusinessUnit 484,BusinessUnit starter record 484,Harper Hughes,BU000484,MXN,BU000484,1,2021-04-29,1,1,2026-08-24T00:00:00.000
485,BU000485,23,41,3,4,Unity BusinessUnit 485,BusinessUnit starter record 485,Taylor Diaz,BU000485,JPY,BU000485,0,2021-04-30,1,1,2026-08-24T00:00:00.000
486,BU000486,51,70,1,1,Vertex BusinessUnit 486,BusinessUnit starter record 486,Alex Evans,BU000486,USD,BU000486,1,2021-05-01,1,1,2026-08-24T00:00:00.000
487,BU000487,78,67,5,2,Summit BusinessUnit 487,BusinessUnit starter record 487,Alex Evans,BU000487,EUR,BU000487,1,2021-05-02,1,1,2026-08-24T00:00:00.000
488,BU000488,107,51,3,3,Junction BusinessUnit 488,BusinessUnit starter record 488,Finley Reed,BU000488,GBP,BU000488,1,2021-05-03,1,1,2026-08-24T00:00:00.000
489,BU000489,102,41,3,2,Beacon BusinessUnit 489,BusinessUnit starter record 489,Finley Hughes,BU000489,CAD,BU000489,1,2021-05-04,1,1,2026-08-24T00:00:00.000
490,BU000490,57,9,1,3,Unity BusinessUnit 490,BusinessUnit starter record 490,Taylor Martin,BU000490,MXN,BU000490,0,2021-05-05,1,1,2026-08-24T00:00:00.000
491,BU000491,99,3,1,2,Northstar BusinessUnit 491,BusinessUnit starter record 491,Devon Martin,BU000491,JPY,BU000491,1,2021-05-06,1,1,2026-08-24T00:00:00.000
492,BU000492,41,79,5,2,Atlas BusinessUnit 492,BusinessUnit starter record 492,Alex Singh,BU000492,USD,BU000492,1,2021-05-07,1,1,2026-08-24T00:00:00.000
493,BU000493,89,12,5,1,Riverton BusinessUnit 493,BusinessUnit starter record 493,Emerson Reed,BU000493,EUR,BU000493,1,2021-05-08,1,1,2026-08-24T00:00:00.000
494,BU000494,153,43,5,4,Keystone BusinessUnit 494,BusinessUnit starter record 494,Casey Reed,BU000494,GBP,BU000494,1,2021-05-09,1,1,2026-08-24T00:00:00.000
495,BU000495,38,11,3,2,Delta BusinessUnit 495,BusinessUnit starter record 495,Riley Martin,BU000495,CAD,BU000495,0,2021-05-10,1,1,2026-08-24T00:00:00.000
496,BU000496,24,63,4,1,Summit BusinessUnit 496,BusinessUnit starter record 496,Emerson Diaz,BU000496,MXN,BU000496,1,2021-05-11,1,1,2026-08-24T00:00:00.000
497,BU000497,16,32,1,4,Riverton BusinessUnit 497,BusinessUnit starter record 497,Riley Adams,BU000497,JPY,BU000497,1,2021-05-12,1,1,2026-08-24T00:00:00.000
498,BU000498,66,11,2,1,Unity BusinessUnit 498,BusinessUnit starter record 498,Devon Singh,BU000498,USD,BU000498,1,2021-05-13,1,1,2026-08-24T00:00:00.000
499,BU000499,58,58,2,1,Junction BusinessUnit 499,BusinessUnit starter record 499,Riley Evans,BU000499,EUR,BU000499,1,2021-05-14,1,1,2026-08-24T00:00:00.000
500,BU000500,114,71,1,1,Orion BusinessUnit 500,BusinessUnit starter record 500,Casey Hughes,BU000500,GBP,BU000500,0,2021-05-15,1,1,2026-08-24T00:00:00.000
