FinanceJournalHeaderKey,JournalEntryNumber,BusinessUnitKey,PreparerEmployeeKey,ApproverEmployeeKey,FinancePostingStatusKey,FinanceJournalSourceKey,CurrencyKey,JournalEntryName,FiscalDocumentNumber,ReversalJournalEntryNumber,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
288,FJH000288,223,108,252,7,7,3,Willow FinanceJournalHeader 288,FJH000288,FJH000288,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75fa61da2323587bbbacfe45e12a9bb075fa61da2323587bbbacfe45e12a9bb0
289,FJH000289,346,-1,-1,4,8,5,Willow FinanceJournalHeader 289,FJH000289,FJH000289,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e82230d37d705cd896b76e0b9682245de82230d37d705cd896b76e0b9682245d
290,FJH000290,278,20,360,7,25,4,Atlas FinanceJournalHeader 290,FJH000290,FJH000290,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a482a8c62fd75426a58c5bd2fc26ac3da482a8c62fd75426a58c5bd2fc26ac3d
291,FJH000291,102,52,244,7,21,3,Quartz FinanceJournalHeader 291,FJH000291,FJH000291,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,452a46f841b855a4ba80bf0847dfa295452a46f841b855a4ba80bf0847dfa295
292,FJH000292,200,176,268,6,13,3,Titan FinanceJournalHeader 292,FJH000292,FJH000292,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,672b7dad15325c5abf2f6af9e54497b9672b7dad15325c5abf2f6af9e54497b9
293,FJH000293,247,145,107,3,7,5,Unity FinanceJournalHeader 293,FJH000293,FJH000293,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a0ea72551bc5f3181cfc8ad6ba8d1bf3a0ea72551bc5f3181cfc8ad6ba8d1bf
294,FJH000294,88,335,205,3,10,2,Quartz FinanceJournalHeader 294,FJH000294,FJH000294,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,534a2ccfff5e5047bb7e2641424b8028534a2ccfff5e5047bb7e2641424b8028
295,FJH000295,73,389,165,6,21,2,Ion FinanceJournalHeader 295,FJH000295,FJH000295,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f67745dc03515d04926b9f9cf7e00e32f67745dc03515d04926b9f9cf7e00e32
296,FJH000296,497,290,55,3,23,1,Vertex FinanceJournalHeader 296,FJH000296,FJH000296,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,903a70bd4b2b5d83ac4adc07ed25282e903a70bd4b2b5d83ac4adc07ed25282e
297,FJH000297,480,67,148,8,12,3,Beacon FinanceJournalHeader 297,FJH000297,FJH000297,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b72063323855674ae19efc00e53c1be7b72063323855674ae19efc00e53c1be
298,FJH000298,67,256,429,7,16,4,Northstar FinanceJournalHeader 298,FJH000298,FJH000298,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ac11eb653cf549eb4fe2a7caf5dfc479ac11eb653cf549eb4fe2a7caf5dfc47
299,FJH000299,330,65,214,7,5,1,Cedar FinanceJournalHeader 299,FJH000299,FJH000299,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,668130524c095eb2a4baf52857c2952d668130524c095eb2a4baf52857c2952d
300,FJH000300,131,46,496,10,15,5,Junction FinanceJournalHeader 300,FJH000300,FJH000300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,beb77a6b86db5e6b96d06a21980eaee9beb77a6b86db5e6b96d06a21980eaee9
301,FJH000301,170,433,303,1,24,3,Atlas FinanceJournalHeader 301,FJH000301,FJH000301,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2cc3ef235bb25405b3ee973574e094962cc3ef235bb25405b3ee973574e09496
302,FJH000302,444,490,11,10,24,1,Harbor FinanceJournalHeader 302,FJH000302,FJH000302,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0ceb913c5f65244ad3029a582d8202dc0ceb913c5f65244ad3029a582d8202d
303,FJH000303,438,429,89,7,3,3,Willow FinanceJournalHeader 303,FJH000303,FJH000303,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79ac90a4778d52bd832b04ead0ac454379ac90a4778d52bd832b04ead0ac4543
304,FJH000304,156,339,158,2,3,1,Zenith FinanceJournalHeader 304,FJH000304,FJH000304,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8e9dc6bb29e5b0a888f147069923ccdf8e9dc6bb29e5b0a888f147069923ccd
305,FJH000305,161,465,404,9,8,2,Northstar FinanceJournalHeader 305,FJH000305,FJH000305,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23c768fcbdce5853bd85b43393bb908223c768fcbdce5853bd85b43393bb9082
306,FJH000306,49,-1,-1,1,13,2,Titan FinanceJournalHeader 306,FJH000306,FJH000306,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce1a2a75848551aeb00ade1d33b0b750ce1a2a75848551aeb00ade1d33b0b750
307,FJH000307,48,321,147,8,4,2,Orion FinanceJournalHeader 307,FJH000307,FJH000307,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bead18d029e052c994adf3680c089f9abead18d029e052c994adf3680c089f9a
308,FJH000308,137,486,93,6,3,3,Cedar FinanceJournalHeader 308,FJH000308,FJH000308,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68b1e937f5ef52579ffc0f6d08da1b9968b1e937f5ef52579ffc0f6d08da1b99
309,FJH000309,147,429,136,5,7,4,Riverton FinanceJournalHeader 309,FJH000309,FJH000309,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef52b52ec1075496a442e90021628a5def52b52ec1075496a442e90021628a5d
310,FJH000310,79,239,60,7,8,2,Vertex FinanceJournalHeader 310,FJH000310,FJH000310,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,753782730e815ba7b506572cf64f5633753782730e815ba7b506572cf64f5633
311,FJH000311,332,425,367,8,21,5,Ion FinanceJournalHeader 311,FJH000311,FJH000311,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37748a7bee945be6bcb79cb4edd2d57e37748a7bee945be6bcb79cb4edd2d57e
312,FJH000312,198,307,273,4,21,5,Orion FinanceJournalHeader 312,FJH000312,FJH000312,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7af99a07a7125010ba5612b9c31da3a67af99a07a7125010ba5612b9c31da3a6
313,FJH000313,153,8,228,1,25,5,Titan FinanceJournalHeader 313,FJH000313,FJH000313,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a81be68b4f7252cf81eee36054f1afa1a81be68b4f7252cf81eee36054f1afa1
314,FJH000314,188,153,142,8,3,2,Orion FinanceJournalHeader 314,FJH000314,FJH000314,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0143a73e3815d19a6b0e60421dfa52fa0143a73e3815d19a6b0e60421dfa52f
315,FJH000315,449,249,114,9,15,2,Unity FinanceJournalHeader 315,FJH000315,FJH000315,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21196e55150c5ed0885c1eedf7d5f5c021196e55150c5ed0885c1eedf7d5f5c0
316,FJH000316,145,326,47,9,2,1,Quartz FinanceJournalHeader 316,FJH000316,FJH000316,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78f4653019fe562aa3014d4d86a5554978f4653019fe562aa3014d4d86a55549
317,FJH000317,468,95,437,9,17,1,Zenith FinanceJournalHeader 317,FJH000317,FJH000317,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb52692a732c59328c7a69602bba2c26bb52692a732c59328c7a69602bba2c26
318,FJH000318,225,23,148,1,17,3,Riverton FinanceJournalHeader 318,FJH000318,FJH000318,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5af2597751ae511ca0b32aebce6343d15af2597751ae511ca0b32aebce6343d1
319,FJH000319,124,143,480,8,22,5,Delta FinanceJournalHeader 319,FJH000319,FJH000319,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,474c60fb028f51388bb4583bf143f2ec474c60fb028f51388bb4583bf143f2ec
320,FJH000320,430,131,257,10,15,4,Forge FinanceJournalHeader 320,FJH000320,FJH000320,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a66f61c73abc5b5d8e8e1709ae9610f8a66f61c73abc5b5d8e8e1709ae9610f8
321,FJH000321,61,190,488,8,11,3,Evergreen FinanceJournalHeader 321,FJH000321,FJH000321,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4688dabb0e345410951e3c9bba5e137e4688dabb0e345410951e3c9bba5e137e
322,FJH000322,454,264,306,2,16,2,Riverton FinanceJournalHeader 322,FJH000322,FJH000322,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02e762837a365121be26e3024376639d02e762837a365121be26e3024376639d
323,FJH000323,268,-1,-1,8,19,2,Unity FinanceJournalHeader 323,FJH000323,FJH000323,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64e249a75715512a8a04aa3ba81bb15864e249a75715512a8a04aa3ba81bb158
324,FJH000324,360,406,420,7,13,5,Forge FinanceJournalHeader 324,FJH000324,FJH000324,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2bf1374ac1405a35959d6b86aae2c3d02bf1374ac1405a35959d6b86aae2c3d0
325,FJH000325,39,264,182,4,4,2,Cedar FinanceJournalHeader 325,FJH000325,FJH000325,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f522fa832ec15b30bcf2bd80606406f2f522fa832ec15b30bcf2bd80606406f2
326,FJH000326,439,256,63,4,13,3,Northstar FinanceJournalHeader 326,FJH000326,FJH000326,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b57546d14cbe5dcb93d0ab38a93a8ae9b57546d14cbe5dcb93d0ab38a93a8ae9
327,FJH000327,268,84,266,8,4,2,Willow FinanceJournalHeader 327,FJH000327,FJH000327,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,287bd3c9b3dd589f92d23ae84f67e4e6287bd3c9b3dd589f92d23ae84f67e4e6
328,FJH000328,1,445,91,4,20,4,Ion FinanceJournalHeader 328,FJH000328,FJH000328,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65652c8140a753dfb6878a7f489d4dc265652c8140a753dfb6878a7f489d4dc2
329,FJH000329,292,72,370,6,17,5,Granite FinanceJournalHeader 329,FJH000329,FJH000329,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd7d25d9ab0d54a8800f2020bb6b7857bd7d25d9ab0d54a8800f2020bb6b7857
330,FJH000330,310,228,380,9,9,5,Zenith FinanceJournalHeader 330,FJH000330,FJH000330,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01ed5542d2495a2f8b3f8a826d36933901ed5542d2495a2f8b3f8a826d369339
331,FJH000331,132,242,486,9,7,5,Beacon FinanceJournalHeader 331,FJH000331,FJH000331,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87738a75d0aa50f389e104f33bdec4b487738a75d0aa50f389e104f33bdec4b4
332,FJH000332,60,322,90,4,13,2,Meridian FinanceJournalHeader 332,FJH000332,FJH000332,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,114cc61e84925222be569288e02ad256114cc61e84925222be569288e02ad256
333,FJH000333,131,178,270,9,25,5,Forge FinanceJournalHeader 333,FJH000333,FJH000333,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0062b5ced6555ba9bb5f7d24da9954c60062b5ced6555ba9bb5f7d24da9954c6
334,FJH000334,430,393,89,5,21,5,Meridian FinanceJournalHeader 334,FJH000334,FJH000334,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d91f092a04557dda743bdec4bfa41233d91f092a04557dda743bdec4bfa4123
335,FJH000335,323,482,265,6,2,2,Liberty FinanceJournalHeader 335,FJH000335,FJH000335,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ecc5a5a9e4a5ed7a160e9f470ee12461ecc5a5a9e4a5ed7a160e9f470ee1246
336,FJH000336,153,67,23,7,4,5,Orion FinanceJournalHeader 336,FJH000336,FJH000336,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,534dac42e17b570ea6497fe3499cf85d534dac42e17b570ea6497fe3499cf85d
337,FJH000337,404,260,198,5,4,5,Junction FinanceJournalHeader 337,FJH000337,FJH000337,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20eeae6dd51a5644a85796c6b0428d8020eeae6dd51a5644a85796c6b0428d80
338,FJH000338,340,110,11,3,21,2,Cedar FinanceJournalHeader 338,FJH000338,FJH000338,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3824a8190b995bd0ac97a95cd976887a3824a8190b995bd0ac97a95cd976887a
339,FJH000339,22,443,345,8,22,5,Riverton FinanceJournalHeader 339,FJH000339,FJH000339,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10a71bf38ae45dc89b9270f2146824a310a71bf38ae45dc89b9270f2146824a3
340,FJH000340,427,-1,-1,7,24,5,Summit FinanceJournalHeader 340,FJH000340,FJH000340,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc427e466e8e5152b0d5c414a8ffd676cc427e466e8e5152b0d5c414a8ffd676
341,FJH000341,469,286,308,5,1,4,Summit FinanceJournalHeader 341,FJH000341,FJH000341,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7217f027b55f589a86dea4f188db55bc7217f027b55f589a86dea4f188db55bc
342,FJH000342,220,20,71,3,2,5,Cedar FinanceJournalHeader 342,FJH000342,FJH000342,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2f7ebdf00ad5458b1e0a233dfa4b509a2f7ebdf00ad5458b1e0a233dfa4b509
343,FJH000343,340,322,282,5,12,2,Cedar FinanceJournalHeader 343,FJH000343,FJH000343,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61db0fbda6705ee3830e9f7788cda81961db0fbda6705ee3830e9f7788cda819
344,FJH000344,277,390,160,10,14,4,Evergreen FinanceJournalHeader 344,FJH000344,FJH000344,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22cd2a6f184b5842899313c4364bb49022cd2a6f184b5842899313c4364bb490
345,FJH000345,448,77,44,8,18,2,Pioneer FinanceJournalHeader 345,FJH000345,FJH000345,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8416e6a0aa959f2bb667ce23f45baf7e8416e6a0aa959f2bb667ce23f45baf7
346,FJH000346,229,368,106,10,5,4,Harbor FinanceJournalHeader 346,FJH000346,FJH000346,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf0e4ac8b473556696d4531b6533c694bf0e4ac8b473556696d4531b6533c694
347,FJH000347,417,466,155,6,18,4,Liberty FinanceJournalHeader 347,FJH000347,FJH000347,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03a18aba326b55e1b3c938fa000a258c03a18aba326b55e1b3c938fa000a258c
348,FJH000348,74,240,280,9,11,3,Junction FinanceJournalHeader 348,FJH000348,FJH000348,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,daff5223e0445519a8e12aaca1b37781daff5223e0445519a8e12aaca1b37781
349,FJH000349,295,483,257,6,15,5,Riverton FinanceJournalHeader 349,FJH000349,FJH000349,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb0e9a812cd95285978775c4a29a3c83bb0e9a812cd95285978775c4a29a3c83
350,FJH000350,8,296,334,9,19,5,Summit FinanceJournalHeader 350,FJH000350,FJH000350,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1da63eba64bd556799212ec0e5c912a21da63eba64bd556799212ec0e5c912a2
351,FJH000351,498,258,450,6,9,2,Unity FinanceJournalHeader 351,FJH000351,FJH000351,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,34abae7828e25f738b1aed4ca887703034abae7828e25f738b1aed4ca8877030
352,FJH000352,280,227,250,2,9,5,Ion FinanceJournalHeader 352,FJH000352,FJH000352,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a110a3665cd0544e8504868a2378442fa110a3665cd0544e8504868a2378442f
353,FJH000353,87,497,67,7,3,4,Quartz FinanceJournalHeader 353,FJH000353,FJH000353,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e66275248a45fbe8f5d2a6e30accda93e66275248a45fbe8f5d2a6e30accda9
354,FJH000354,239,365,62,3,13,2,Pioneer FinanceJournalHeader 354,FJH000354,FJH000354,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2a841e9e4c75797b47da82c89d54a24c2a841e9e4c75797b47da82c89d54a24
355,FJH000355,117,344,322,8,16,1,Pioneer FinanceJournalHeader 355,FJH000355,FJH000355,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ec57041632a5e0dba20072cf4cc262b1ec57041632a5e0dba20072cf4cc262b
356,FJH000356,145,282,160,5,17,2,Zenith FinanceJournalHeader 356,FJH000356,FJH000356,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba677d5a7c7e5b25a90fdcb34401e309ba677d5a7c7e5b25a90fdcb34401e309
357,FJH000357,415,-1,-1,6,25,3,Pioneer FinanceJournalHeader 357,FJH000357,FJH000357,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45d52546045b566791b6956cfdc2bad145d52546045b566791b6956cfdc2bad1
358,FJH000358,155,292,377,5,12,1,Zenith FinanceJournalHeader 358,FJH000358,FJH000358,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a28269c2c715fcdac1a07aff1c26a742a28269c2c715fcdac1a07aff1c26a74
359,FJH000359,286,33,250,4,9,3,Atlas FinanceJournalHeader 359,FJH000359,FJH000359,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5eeca98aaef2591494defd3f3470fd1e5eeca98aaef2591494defd3f3470fd1e
360,FJH000360,275,93,95,9,25,2,Granite FinanceJournalHeader 360,FJH000360,FJH000360,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38b0790c7cfa58ba95d60cc43b73416138b0790c7cfa58ba95d60cc43b734161
361,FJH000361,255,314,114,8,21,1,Cedar FinanceJournalHeader 361,FJH000361,FJH000361,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,024efbdd0ef55d3d9777cf15364891d2024efbdd0ef55d3d9777cf15364891d2
362,FJH000362,419,399,104,7,2,2,Granite FinanceJournalHeader 362,FJH000362,FJH000362,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1467b417016856cc8c4d842cce94c50e1467b417016856cc8c4d842cce94c50e
363,FJH000363,160,262,334,8,14,3,Pioneer FinanceJournalHeader 363,FJH000363,FJH000363,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0f85a537e62559aacb7e9cc50fd0e37f0f85a537e62559aacb7e9cc50fd0e37
364,FJH000364,305,459,285,3,3,1,Harbor FinanceJournalHeader 364,FJH000364,FJH000364,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e46d8a84d424588eaee5d5f2535933bce46d8a84d424588eaee5d5f2535933bc
365,FJH000365,227,285,261,8,3,4,Vertex FinanceJournalHeader 365,FJH000365,FJH000365,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0bedb4a8a8a85a10bd5f9cc1fa7b995f0bedb4a8a8a85a10bd5f9cc1fa7b995f
366,FJH000366,200,188,127,9,24,2,Evergreen FinanceJournalHeader 366,FJH000366,FJH000366,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55df8feb8d84599aa41056b57023f68555df8feb8d84599aa41056b57023f685
367,FJH000367,53,95,242,5,22,1,Delta FinanceJournalHeader 367,FJH000367,FJH000367,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,34ac8bc7954351e292079fc4e4b635ee34ac8bc7954351e292079fc4e4b635ee
368,FJH000368,163,286,240,8,4,1,Vertex FinanceJournalHeader 368,FJH000368,FJH000368,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ba415a932f95bdc83da355c3b7c34a56ba415a932f95bdc83da355c3b7c34a5
369,FJH000369,292,263,339,9,23,2,Quartz FinanceJournalHeader 369,FJH000369,FJH000369,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b42726a2ccf75d78b52c4c0255be3eecb42726a2ccf75d78b52c4c0255be3eec
370,FJH000370,213,297,123,8,24,2,Meridian FinanceJournalHeader 370,FJH000370,FJH000370,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab9eb32326605285a6c21458f1fe87c0ab9eb32326605285a6c21458f1fe87c0
371,FJH000371,156,253,65,10,6,2,Harbor FinanceJournalHeader 371,FJH000371,FJH000371,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4cbcd947dad2504f81233c08dbc5c59e4cbcd947dad2504f81233c08dbc5c59e
372,FJH000372,41,256,4,10,14,2,Forge FinanceJournalHeader 372,FJH000372,FJH000372,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,968b29892fb1521ab1af985193f98189968b29892fb1521ab1af985193f98189
373,FJH000373,285,252,27,6,17,2,Forge FinanceJournalHeader 373,FJH000373,FJH000373,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,175859111c075257ab114878ac9a7936175859111c075257ab114878ac9a7936
374,FJH000374,267,-1,-1,7,2,5,Harbor FinanceJournalHeader 374,FJH000374,FJH000374,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b8d38f455cd5da7b0d5c93f194568a63b8d38f455cd5da7b0d5c93f194568a6
375,FJH000375,111,360,165,4,14,1,Evergreen FinanceJournalHeader 375,FJH000375,FJH000375,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56ba785aa3d3566c978587e3e1523ec356ba785aa3d3566c978587e3e1523ec3
376,FJH000376,361,92,494,9,1,5,Atlas FinanceJournalHeader 376,FJH000376,FJH000376,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be0702d69ebe55fa9abe8d1d70abb82cbe0702d69ebe55fa9abe8d1d70abb82c
377,FJH000377,452,483,172,3,9,4,Pioneer FinanceJournalHeader 377,FJH000377,FJH000377,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a019663829c659afa5cc7d26167a9103a019663829c659afa5cc7d26167a9103
378,FJH000378,476,397,319,7,20,1,Willow FinanceJournalHeader 378,FJH000378,FJH000378,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,324bbdbad9f25d7fa9978ddc7c50b62a324bbdbad9f25d7fa9978ddc7c50b62a
379,FJH000379,429,394,106,7,23,5,Meridian FinanceJournalHeader 379,FJH000379,FJH000379,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9db7e31d13f351caa0e4daa10faf8a039db7e31d13f351caa0e4daa10faf8a03
380,FJH000380,499,227,106,9,4,4,Zenith FinanceJournalHeader 380,FJH000380,FJH000380,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18d191bb9cbf524ebe42c46c613a2f6d18d191bb9cbf524ebe42c46c613a2f6d
381,FJH000381,120,358,35,1,3,5,Ion FinanceJournalHeader 381,FJH000381,FJH000381,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08d6e29c28cb5ce8a238e0ed03d97dbb08d6e29c28cb5ce8a238e0ed03d97dbb
382,FJH000382,246,361,286,4,5,2,Zenith FinanceJournalHeader 382,FJH000382,FJH000382,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c02d134d11fa57e9ac932a3b7f5dea65c02d134d11fa57e9ac932a3b7f5dea65
383,FJH000383,236,182,340,7,13,5,Forge FinanceJournalHeader 383,FJH000383,FJH000383,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e33c11e69b05cf8bb009f2921f70cbe2e33c11e69b05cf8bb009f2921f70cbe
