DateKey,CalendarWeekKey,FiscalPeriodKey,YesNoFlagKey,FullDate,DayName,DayOfWeekNumber,IsoDayOfWeekNumber,DayOfMonthNumber,DayOfYearNumber,WeekOfYearNumber,IsoWeekNumber,CalendarMonthNumber,CalendarMonthName,CalendarMonthShortName,CalendarQuarterNumber,CalendarYearNumber,FiscalPeriodNumber,FiscalQuarterNumber,FiscalYearNumber,IsWeekend,IsHoliday,HolidayName,JulianDayNumber,DaysFromToday,WeeksFromToday,MonthsFromToday,IsMonthEnd,IsQuarterEnd,IsYearEnd,SourceSystemKey,BatchId,LoadedAtUtc
20290820,34,2,1,2029-08-20,Monday,2,1,20,232,34,34,8,August,Aug,3,2029,2,1,2030,0,0,N/A,740944,1092,156,36,0,0,0,1,1,2026-08-24T00:00:00.000
20290821,34,2,1,2029-08-21,Tuesday,3,2,21,233,34,34,8,August,Aug,3,2029,2,1,2030,0,0,N/A,740945,1093,156,36,0,0,0,1,1,2026-08-24T00:00:00.000
20290822,34,2,1,2029-08-22,Wednesday,4,3,22,234,34,34,8,August,Aug,3,2029,2,1,2030,0,0,N/A,740946,1094,156,36,0,0,0,1,1,2026-08-24T00:00:00.000
20290823,34,2,1,2029-08-23,Thursday,5,4,23,235,34,34,8,August,Aug,3,2029,2,1,2030,0,0,N/A,740947,1095,156,36,0,0,0,1,1,2026-08-24T00:00:00.000
20290824,34,2,1,2029-08-24,Friday,6,5,24,236,34,34,8,August,Aug,3,2029,2,1,2030,0,0,N/A,740948,1096,156,36,0,0,0,1,1,2026-08-24T00:00:00.000
20290825,34,2,2,2029-08-25,Saturday,7,6,25,237,34,34,8,August,Aug,3,2029,2,1,2030,1,0,N/A,740949,1097,156,36,0,0,0,1,1,2026-08-24T00:00:00.000
20290826,34,2,2,2029-08-26,Sunday,1,7,26,238,35,34,8,August,Aug,3,2029,2,1,2030,1,0,N/A,740950,1098,156,36,0,0,0,1,1,2026-08-24T00:00:00.000
20290827,35,2,1,2029-08-27,Monday,2,1,27,239,35,35,8,August,Aug,3,2029,2,1,2030,0,0,N/A,740951,1099,157,36,0,0,0,1,1,2026-08-24T00:00:00.000
20290828,35,2,1,2029-08-28,Tuesday,3,2,28,240,35,35,8,August,Aug,3,2029,2,1,2030,0,0,N/A,740952,1100,157,36,0,0,0,1,1,2026-08-24T00:00:00.000
20290829,35,2,1,2029-08-29,Wednesday,4,3,29,241,35,35,8,August,Aug,3,2029,2,1,2030,0,0,N/A,740953,1101,157,36,0,0,0,1,1,2026-08-24T00:00:00.000
20290830,35,2,1,2029-08-30,Thursday,5,4,30,242,35,35,8,August,Aug,3,2029,2,1,2030,0,0,N/A,740954,1102,157,36,0,0,0,1,1,2026-08-24T00:00:00.000
20290831,35,2,1,2029-08-31,Friday,6,5,31,243,35,35,8,August,Aug,3,2029,2,1,2030,0,0,N/A,740955,1103,157,36,1,0,0,1,1,2026-08-24T00:00:00.000
20290901,35,3,2,2029-09-01,Saturday,7,6,1,244,35,35,9,September,Sep,3,2029,3,1,2030,1,0,N/A,740956,1104,157,37,0,0,0,1,1,2026-08-24T00:00:00.000
20290902,35,3,2,2029-09-02,Sunday,1,7,2,245,36,35,9,September,Sep,3,2029,3,1,2030,1,0,N/A,740957,1105,157,37,0,0,0,1,1,2026-08-24T00:00:00.000
20290903,36,3,1,2029-09-03,Monday,2,1,3,246,36,36,9,September,Sep,3,2029,3,1,2030,0,0,N/A,740958,1106,158,37,0,0,0,1,1,2026-08-24T00:00:00.000
20290904,36,3,1,2029-09-04,Tuesday,3,2,4,247,36,36,9,September,Sep,3,2029,3,1,2030,0,0,N/A,740959,1107,158,37,0,0,0,1,1,2026-08-24T00:00:00.000
20290905,36,3,1,2029-09-05,Wednesday,4,3,5,248,36,36,9,September,Sep,3,2029,3,1,2030,0,0,N/A,740960,1108,158,37,0,0,0,1,1,2026-08-24T00:00:00.000
20290906,36,3,1,2029-09-06,Thursday,5,4,6,249,36,36,9,September,Sep,3,2029,3,1,2030,0,0,N/A,740961,1109,158,37,0,0,0,1,1,2026-08-24T00:00:00.000
20290907,36,3,1,2029-09-07,Friday,6,5,7,250,36,36,9,September,Sep,3,2029,3,1,2030,0,0,N/A,740962,1110,158,37,0,0,0,1,1,2026-08-24T00:00:00.000
20290908,36,3,2,2029-09-08,Saturday,7,6,8,251,36,36,9,September,Sep,3,2029,3,1,2030,1,0,N/A,740963,1111,158,37,0,0,0,1,1,2026-08-24T00:00:00.000
20290909,36,3,2,2029-09-09,Sunday,1,7,9,252,37,36,9,September,Sep,3,2029,3,1,2030,1,0,N/A,740964,1112,158,37,0,0,0,1,1,2026-08-24T00:00:00.000
20290910,37,3,1,2029-09-10,Monday,2,1,10,253,37,37,9,September,Sep,3,2029,3,1,2030,0,0,N/A,740965,1113,159,37,0,0,0,1,1,2026-08-24T00:00:00.000
20290911,37,3,1,2029-09-11,Tuesday,3,2,11,254,37,37,9,September,Sep,3,2029,3,1,2030,0,0,N/A,740966,1114,159,37,0,0,0,1,1,2026-08-24T00:00:00.000
20290912,37,3,1,2029-09-12,Wednesday,4,3,12,255,37,37,9,September,Sep,3,2029,3,1,2030,0,0,N/A,740967,1115,159,37,0,0,0,1,1,2026-08-24T00:00:00.000
20290913,37,3,1,2029-09-13,Thursday,5,4,13,256,37,37,9,September,Sep,3,2029,3,1,2030,0,0,N/A,740968,1116,159,37,0,0,0,1,1,2026-08-24T00:00:00.000
20290914,37,3,1,2029-09-14,Friday,6,5,14,257,37,37,9,September,Sep,3,2029,3,1,2030,0,0,N/A,740969,1117,159,37,0,0,0,1,1,2026-08-24T00:00:00.000
20290915,37,3,2,2029-09-15,Saturday,7,6,15,258,37,37,9,September,Sep,3,2029,3,1,2030,1,0,N/A,740970,1118,159,37,0,0,0,1,1,2026-08-24T00:00:00.000
20290916,37,3,2,2029-09-16,Sunday,1,7,16,259,38,37,9,September,Sep,3,2029,3,1,2030,1,0,N/A,740971,1119,159,37,0,0,0,1,1,2026-08-24T00:00:00.000
20290917,38,3,1,2029-09-17,Monday,2,1,17,260,38,38,9,September,Sep,3,2029,3,1,2030,0,0,N/A,740972,1120,160,37,0,0,0,1,1,2026-08-24T00:00:00.000
20290918,38,3,1,2029-09-18,Tuesday,3,2,18,261,38,38,9,September,Sep,3,2029,3,1,2030,0,0,N/A,740973,1121,160,37,0,0,0,1,1,2026-08-24T00:00:00.000
20290919,38,3,1,2029-09-19,Wednesday,4,3,19,262,38,38,9,September,Sep,3,2029,3,1,2030,0,0,N/A,740974,1122,160,37,0,0,0,1,1,2026-08-24T00:00:00.000
20290920,38,3,1,2029-09-20,Thursday,5,4,20,263,38,38,9,September,Sep,3,2029,3,1,2030,0,0,N/A,740975,1123,160,37,0,0,0,1,1,2026-08-24T00:00:00.000
20290921,38,3,1,2029-09-21,Friday,6,5,21,264,38,38,9,September,Sep,3,2029,3,1,2030,0,0,N/A,740976,1124,160,37,0,0,0,1,1,2026-08-24T00:00:00.000
20290922,38,3,2,2029-09-22,Saturday,7,6,22,265,38,38,9,September,Sep,3,2029,3,1,2030,1,0,N/A,740977,1125,160,37,0,0,0,1,1,2026-08-24T00:00:00.000
20290923,38,3,2,2029-09-23,Sunday,1,7,23,266,39,38,9,September,Sep,3,2029,3,1,2030,1,0,N/A,740978,1126,160,37,0,0,0,1,1,2026-08-24T00:00:00.000
20290924,39,3,1,2029-09-24,Monday,2,1,24,267,39,39,9,September,Sep,3,2029,3,1,2030,0,0,N/A,740979,1127,161,37,0,0,0,1,1,2026-08-24T00:00:00.000
20290925,39,3,1,2029-09-25,Tuesday,3,2,25,268,39,39,9,September,Sep,3,2029,3,1,2030,0,0,N/A,740980,1128,161,37,0,0,0,1,1,2026-08-24T00:00:00.000
20290926,39,3,1,2029-09-26,Wednesday,4,3,26,269,39,39,9,September,Sep,3,2029,3,1,2030,0,0,N/A,740981,1129,161,37,0,0,0,1,1,2026-08-24T00:00:00.000
20290927,39,3,1,2029-09-27,Thursday,5,4,27,270,39,39,9,September,Sep,3,2029,3,1,2030,0,0,N/A,740982,1130,161,37,0,0,0,1,1,2026-08-24T00:00:00.000
20290928,39,3,1,2029-09-28,Friday,6,5,28,271,39,39,9,September,Sep,3,2029,3,1,2030,0,0,N/A,740983,1131,161,37,0,0,0,1,1,2026-08-24T00:00:00.000
20290929,39,3,2,2029-09-29,Saturday,7,6,29,272,39,39,9,September,Sep,3,2029,3,1,2030,1,0,N/A,740984,1132,161,37,0,0,0,1,1,2026-08-24T00:00:00.000
20290930,39,3,2,2029-09-30,Sunday,1,7,30,273,40,39,9,September,Sep,3,2029,3,1,2030,1,0,N/A,740985,1133,161,37,1,1,0,1,1,2026-08-24T00:00:00.000
20291001,40,4,1,2029-10-01,Monday,2,1,1,274,40,40,10,October,Oct,4,2029,4,2,2030,0,0,N/A,740986,1134,162,38,0,0,0,1,1,2026-08-24T00:00:00.000
20291002,40,4,1,2029-10-02,Tuesday,3,2,2,275,40,40,10,October,Oct,4,2029,4,2,2030,0,0,N/A,740987,1135,162,38,0,0,0,1,1,2026-08-24T00:00:00.000
20291003,40,4,1,2029-10-03,Wednesday,4,3,3,276,40,40,10,October,Oct,4,2029,4,2,2030,0,0,N/A,740988,1136,162,38,0,0,0,1,1,2026-08-24T00:00:00.000
20291004,40,4,1,2029-10-04,Thursday,5,4,4,277,40,40,10,October,Oct,4,2029,4,2,2030,0,0,N/A,740989,1137,162,38,0,0,0,1,1,2026-08-24T00:00:00.000
20291005,40,4,1,2029-10-05,Friday,6,5,5,278,40,40,10,October,Oct,4,2029,4,2,2030,0,0,N/A,740990,1138,162,38,0,0,0,1,1,2026-08-24T00:00:00.000
20291006,40,4,2,2029-10-06,Saturday,7,6,6,279,40,40,10,October,Oct,4,2029,4,2,2030,1,0,N/A,740991,1139,162,38,0,0,0,1,1,2026-08-24T00:00:00.000
20291007,40,4,2,2029-10-07,Sunday,1,7,7,280,41,40,10,October,Oct,4,2029,4,2,2030,1,0,N/A,740992,1140,162,38,0,0,0,1,1,2026-08-24T00:00:00.000
20291008,41,4,1,2029-10-08,Monday,2,1,8,281,41,41,10,October,Oct,4,2029,4,2,2030,0,0,N/A,740993,1141,163,38,0,0,0,1,1,2026-08-24T00:00:00.000
20291009,41,4,1,2029-10-09,Tuesday,3,2,9,282,41,41,10,October,Oct,4,2029,4,2,2030,0,0,N/A,740994,1142,163,38,0,0,0,1,1,2026-08-24T00:00:00.000
20291010,41,4,1,2029-10-10,Wednesday,4,3,10,283,41,41,10,October,Oct,4,2029,4,2,2030,0,0,N/A,740995,1143,163,38,0,0,0,1,1,2026-08-24T00:00:00.000
20291011,41,4,1,2029-10-11,Thursday,5,4,11,284,41,41,10,October,Oct,4,2029,4,2,2030,0,0,N/A,740996,1144,163,38,0,0,0,1,1,2026-08-24T00:00:00.000
20291012,41,4,1,2029-10-12,Friday,6,5,12,285,41,41,10,October,Oct,4,2029,4,2,2030,0,0,N/A,740997,1145,163,38,0,0,0,1,1,2026-08-24T00:00:00.000
20291013,41,4,2,2029-10-13,Saturday,7,6,13,286,41,41,10,October,Oct,4,2029,4,2,2030,1,0,N/A,740998,1146,163,38,0,0,0,1,1,2026-08-24T00:00:00.000
20291014,41,4,2,2029-10-14,Sunday,1,7,14,287,42,41,10,October,Oct,4,2029,4,2,2030,1,0,N/A,740999,1147,163,38,0,0,0,1,1,2026-08-24T00:00:00.000
20291015,42,4,1,2029-10-15,Monday,2,1,15,288,42,42,10,October,Oct,4,2029,4,2,2030,0,0,N/A,741000,1148,164,38,0,0,0,1,1,2026-08-24T00:00:00.000
20291016,42,4,1,2029-10-16,Tuesday,3,2,16,289,42,42,10,October,Oct,4,2029,4,2,2030,0,0,N/A,741001,1149,164,38,0,0,0,1,1,2026-08-24T00:00:00.000
20291017,42,4,1,2029-10-17,Wednesday,4,3,17,290,42,42,10,October,Oct,4,2029,4,2,2030,0,0,N/A,741002,1150,164,38,0,0,0,1,1,2026-08-24T00:00:00.000
20291018,42,4,1,2029-10-18,Thursday,5,4,18,291,42,42,10,October,Oct,4,2029,4,2,2030,0,0,N/A,741003,1151,164,38,0,0,0,1,1,2026-08-24T00:00:00.000
20291019,42,4,1,2029-10-19,Friday,6,5,19,292,42,42,10,October,Oct,4,2029,4,2,2030,0,0,N/A,741004,1152,164,38,0,0,0,1,1,2026-08-24T00:00:00.000
20291020,42,4,2,2029-10-20,Saturday,7,6,20,293,42,42,10,October,Oct,4,2029,4,2,2030,1,0,N/A,741005,1153,164,38,0,0,0,1,1,2026-08-24T00:00:00.000
20291021,42,4,2,2029-10-21,Sunday,1,7,21,294,43,42,10,October,Oct,4,2029,4,2,2030,1,0,N/A,741006,1154,164,38,0,0,0,1,1,2026-08-24T00:00:00.000
20291022,43,4,1,2029-10-22,Monday,2,1,22,295,43,43,10,October,Oct,4,2029,4,2,2030,0,0,N/A,741007,1155,165,38,0,0,0,1,1,2026-08-24T00:00:00.000
20291023,43,4,1,2029-10-23,Tuesday,3,2,23,296,43,43,10,October,Oct,4,2029,4,2,2030,0,0,N/A,741008,1156,165,38,0,0,0,1,1,2026-08-24T00:00:00.000
20291024,43,4,1,2029-10-24,Wednesday,4,3,24,297,43,43,10,October,Oct,4,2029,4,2,2030,0,0,N/A,741009,1157,165,38,0,0,0,1,1,2026-08-24T00:00:00.000
20291025,43,4,1,2029-10-25,Thursday,5,4,25,298,43,43,10,October,Oct,4,2029,4,2,2030,0,0,N/A,741010,1158,165,38,0,0,0,1,1,2026-08-24T00:00:00.000
20291026,43,4,1,2029-10-26,Friday,6,5,26,299,43,43,10,October,Oct,4,2029,4,2,2030,0,0,N/A,741011,1159,165,38,0,0,0,1,1,2026-08-24T00:00:00.000
20291027,43,4,2,2029-10-27,Saturday,7,6,27,300,43,43,10,October,Oct,4,2029,4,2,2030,1,0,N/A,741012,1160,165,38,0,0,0,1,1,2026-08-24T00:00:00.000
20291028,43,4,2,2029-10-28,Sunday,1,7,28,301,44,43,10,October,Oct,4,2029,4,2,2030,1,0,N/A,741013,1161,165,38,0,0,0,1,1,2026-08-24T00:00:00.000
20291029,44,4,1,2029-10-29,Monday,2,1,29,302,44,44,10,October,Oct,4,2029,4,2,2030,0,0,N/A,741014,1162,166,38,0,0,0,1,1,2026-08-24T00:00:00.000
20291030,44,4,1,2029-10-30,Tuesday,3,2,30,303,44,44,10,October,Oct,4,2029,4,2,2030,0,0,N/A,741015,1163,166,38,0,0,0,1,1,2026-08-24T00:00:00.000
20291031,44,4,1,2029-10-31,Wednesday,4,3,31,304,44,44,10,October,Oct,4,2029,4,2,2030,0,0,N/A,741016,1164,166,38,1,0,0,1,1,2026-08-24T00:00:00.000
20291101,44,5,1,2029-11-01,Thursday,5,4,1,305,44,44,11,November,Nov,4,2029,5,2,2030,0,0,N/A,741017,1165,166,39,0,0,0,1,1,2026-08-24T00:00:00.000
20291102,44,5,1,2029-11-02,Friday,6,5,2,306,44,44,11,November,Nov,4,2029,5,2,2030,0,0,N/A,741018,1166,166,39,0,0,0,1,1,2026-08-24T00:00:00.000
20291103,44,5,2,2029-11-03,Saturday,7,6,3,307,44,44,11,November,Nov,4,2029,5,2,2030,1,0,N/A,741019,1167,166,39,0,0,0,1,1,2026-08-24T00:00:00.000
20291104,44,5,2,2029-11-04,Sunday,1,7,4,308,45,44,11,November,Nov,4,2029,5,2,2030,1,0,N/A,741020,1168,166,39,0,0,0,1,1,2026-08-24T00:00:00.000
20291105,45,5,1,2029-11-05,Monday,2,1,5,309,45,45,11,November,Nov,4,2029,5,2,2030,0,0,N/A,741021,1169,167,39,0,0,0,1,1,2026-08-24T00:00:00.000
20291106,45,5,1,2029-11-06,Tuesday,3,2,6,310,45,45,11,November,Nov,4,2029,5,2,2030,0,0,N/A,741022,1170,167,39,0,0,0,1,1,2026-08-24T00:00:00.000
20291107,45,5,1,2029-11-07,Wednesday,4,3,7,311,45,45,11,November,Nov,4,2029,5,2,2030,0,0,N/A,741023,1171,167,39,0,0,0,1,1,2026-08-24T00:00:00.000
20291108,45,5,1,2029-11-08,Thursday,5,4,8,312,45,45,11,November,Nov,4,2029,5,2,2030,0,0,N/A,741024,1172,167,39,0,0,0,1,1,2026-08-24T00:00:00.000
20291109,45,5,1,2029-11-09,Friday,6,5,9,313,45,45,11,November,Nov,4,2029,5,2,2030,0,0,N/A,741025,1173,167,39,0,0,0,1,1,2026-08-24T00:00:00.000
20291110,45,5,2,2029-11-10,Saturday,7,6,10,314,45,45,11,November,Nov,4,2029,5,2,2030,1,0,N/A,741026,1174,167,39,0,0,0,1,1,2026-08-24T00:00:00.000
20291111,45,5,2,2029-11-11,Sunday,1,7,11,315,46,45,11,November,Nov,4,2029,5,2,2030,1,0,N/A,741027,1175,167,39,0,0,0,1,1,2026-08-24T00:00:00.000
20291112,46,5,1,2029-11-12,Monday,2,1,12,316,46,46,11,November,Nov,4,2029,5,2,2030,0,0,N/A,741028,1176,168,39,0,0,0,1,1,2026-08-24T00:00:00.000
20291113,46,5,1,2029-11-13,Tuesday,3,2,13,317,46,46,11,November,Nov,4,2029,5,2,2030,0,0,N/A,741029,1177,168,39,0,0,0,1,1,2026-08-24T00:00:00.000
20291114,46,5,1,2029-11-14,Wednesday,4,3,14,318,46,46,11,November,Nov,4,2029,5,2,2030,0,0,N/A,741030,1178,168,39,0,0,0,1,1,2026-08-24T00:00:00.000
20291115,46,5,1,2029-11-15,Thursday,5,4,15,319,46,46,11,November,Nov,4,2029,5,2,2030,0,0,N/A,741031,1179,168,39,0,0,0,1,1,2026-08-24T00:00:00.000
20291116,46,5,1,2029-11-16,Friday,6,5,16,320,46,46,11,November,Nov,4,2029,5,2,2030,0,0,N/A,741032,1180,168,39,0,0,0,1,1,2026-08-24T00:00:00.000
20291117,46,5,2,2029-11-17,Saturday,7,6,17,321,46,46,11,November,Nov,4,2029,5,2,2030,1,0,N/A,741033,1181,168,39,0,0,0,1,1,2026-08-24T00:00:00.000
20291118,46,5,2,2029-11-18,Sunday,1,7,18,322,47,46,11,November,Nov,4,2029,5,2,2030,1,0,N/A,741034,1182,168,39,0,0,0,1,1,2026-08-24T00:00:00.000
20291119,47,5,1,2029-11-19,Monday,2,1,19,323,47,47,11,November,Nov,4,2029,5,2,2030,0,0,N/A,741035,1183,169,39,0,0,0,1,1,2026-08-24T00:00:00.000
20291120,47,5,1,2029-11-20,Tuesday,3,2,20,324,47,47,11,November,Nov,4,2029,5,2,2030,0,0,N/A,741036,1184,169,39,0,0,0,1,1,2026-08-24T00:00:00.000
20291121,47,5,1,2029-11-21,Wednesday,4,3,21,325,47,47,11,November,Nov,4,2029,5,2,2030,0,0,N/A,741037,1185,169,39,0,0,0,1,1,2026-08-24T00:00:00.000
20291122,47,5,1,2029-11-22,Thursday,5,4,22,326,47,47,11,November,Nov,4,2029,5,2,2030,0,0,N/A,741038,1186,169,39,0,0,0,1,1,2026-08-24T00:00:00.000
20291123,47,5,1,2029-11-23,Friday,6,5,23,327,47,47,11,November,Nov,4,2029,5,2,2030,0,0,N/A,741039,1187,169,39,0,0,0,1,1,2026-08-24T00:00:00.000
20291124,47,5,2,2029-11-24,Saturday,7,6,24,328,47,47,11,November,Nov,4,2029,5,2,2030,1,0,N/A,741040,1188,169,39,0,0,0,1,1,2026-08-24T00:00:00.000
20291125,47,5,2,2029-11-25,Sunday,1,7,25,329,48,47,11,November,Nov,4,2029,5,2,2030,1,0,N/A,741041,1189,169,39,0,0,0,1,1,2026-08-24T00:00:00.000
20291126,48,5,1,2029-11-26,Monday,2,1,26,330,48,48,11,November,Nov,4,2029,5,2,2030,0,0,N/A,741042,1190,170,39,0,0,0,1,1,2026-08-24T00:00:00.000
20291127,48,5,1,2029-11-27,Tuesday,3,2,27,331,48,48,11,November,Nov,4,2029,5,2,2030,0,0,N/A,741043,1191,170,39,0,0,0,1,1,2026-08-24T00:00:00.000
20291128,48,5,1,2029-11-28,Wednesday,4,3,28,332,48,48,11,November,Nov,4,2029,5,2,2030,0,0,N/A,741044,1192,170,39,0,0,0,1,1,2026-08-24T00:00:00.000
20291129,48,5,1,2029-11-29,Thursday,5,4,29,333,48,48,11,November,Nov,4,2029,5,2,2030,0,0,N/A,741045,1193,170,39,0,0,0,1,1,2026-08-24T00:00:00.000
20291130,48,5,1,2029-11-30,Friday,6,5,30,334,48,48,11,November,Nov,4,2029,5,2,2030,0,0,N/A,741046,1194,170,39,1,0,0,1,1,2026-08-24T00:00:00.000
20291201,48,6,2,2029-12-01,Saturday,7,6,1,335,48,48,12,December,Dec,4,2029,6,2,2030,1,0,N/A,741047,1195,170,40,0,0,0,1,1,2026-08-24T00:00:00.000
20291202,48,6,2,2029-12-02,Sunday,1,7,2,336,49,48,12,December,Dec,4,2029,6,2,2030,1,0,N/A,741048,1196,170,40,0,0,0,1,1,2026-08-24T00:00:00.000
20291203,49,6,1,2029-12-03,Monday,2,1,3,337,49,49,12,December,Dec,4,2029,6,2,2030,0,0,N/A,741049,1197,171,40,0,0,0,1,1,2026-08-24T00:00:00.000
20291204,49,6,1,2029-12-04,Tuesday,3,2,4,338,49,49,12,December,Dec,4,2029,6,2,2030,0,0,N/A,741050,1198,171,40,0,0,0,1,1,2026-08-24T00:00:00.000
20291205,49,6,1,2029-12-05,Wednesday,4,3,5,339,49,49,12,December,Dec,4,2029,6,2,2030,0,0,N/A,741051,1199,171,40,0,0,0,1,1,2026-08-24T00:00:00.000
20291206,49,6,1,2029-12-06,Thursday,5,4,6,340,49,49,12,December,Dec,4,2029,6,2,2030,0,0,N/A,741052,1200,171,40,0,0,0,1,1,2026-08-24T00:00:00.000
20291207,49,6,1,2029-12-07,Friday,6,5,7,341,49,49,12,December,Dec,4,2029,6,2,2030,0,0,N/A,741053,1201,171,40,0,0,0,1,1,2026-08-24T00:00:00.000
20291208,49,6,2,2029-12-08,Saturday,7,6,8,342,49,49,12,December,Dec,4,2029,6,2,2030,1,0,N/A,741054,1202,171,40,0,0,0,1,1,2026-08-24T00:00:00.000
20291209,49,6,2,2029-12-09,Sunday,1,7,9,343,50,49,12,December,Dec,4,2029,6,2,2030,1,0,N/A,741055,1203,171,40,0,0,0,1,1,2026-08-24T00:00:00.000
20291210,50,6,1,2029-12-10,Monday,2,1,10,344,50,50,12,December,Dec,4,2029,6,2,2030,0,0,N/A,741056,1204,172,40,0,0,0,1,1,2026-08-24T00:00:00.000
20291211,50,6,1,2029-12-11,Tuesday,3,2,11,345,50,50,12,December,Dec,4,2029,6,2,2030,0,0,N/A,741057,1205,172,40,0,0,0,1,1,2026-08-24T00:00:00.000
20291212,50,6,1,2029-12-12,Wednesday,4,3,12,346,50,50,12,December,Dec,4,2029,6,2,2030,0,0,N/A,741058,1206,172,40,0,0,0,1,1,2026-08-24T00:00:00.000
20291213,50,6,1,2029-12-13,Thursday,5,4,13,347,50,50,12,December,Dec,4,2029,6,2,2030,0,0,N/A,741059,1207,172,40,0,0,0,1,1,2026-08-24T00:00:00.000
20291214,50,6,1,2029-12-14,Friday,6,5,14,348,50,50,12,December,Dec,4,2029,6,2,2030,0,0,N/A,741060,1208,172,40,0,0,0,1,1,2026-08-24T00:00:00.000
20291215,50,6,2,2029-12-15,Saturday,7,6,15,349,50,50,12,December,Dec,4,2029,6,2,2030,1,0,N/A,741061,1209,172,40,0,0,0,1,1,2026-08-24T00:00:00.000
20291216,50,6,2,2029-12-16,Sunday,1,7,16,350,51,50,12,December,Dec,4,2029,6,2,2030,1,0,N/A,741062,1210,172,40,0,0,0,1,1,2026-08-24T00:00:00.000
20291217,51,6,1,2029-12-17,Monday,2,1,17,351,51,51,12,December,Dec,4,2029,6,2,2030,0,0,N/A,741063,1211,173,40,0,0,0,1,1,2026-08-24T00:00:00.000
20291218,51,6,1,2029-12-18,Tuesday,3,2,18,352,51,51,12,December,Dec,4,2029,6,2,2030,0,0,N/A,741064,1212,173,40,0,0,0,1,1,2026-08-24T00:00:00.000
20291219,51,6,1,2029-12-19,Wednesday,4,3,19,353,51,51,12,December,Dec,4,2029,6,2,2030,0,0,N/A,741065,1213,173,40,0,0,0,1,1,2026-08-24T00:00:00.000
20291220,51,6,1,2029-12-20,Thursday,5,4,20,354,51,51,12,December,Dec,4,2029,6,2,2030,0,0,N/A,741066,1214,173,40,0,0,0,1,1,2026-08-24T00:00:00.000
20291221,51,6,1,2029-12-21,Friday,6,5,21,355,51,51,12,December,Dec,4,2029,6,2,2030,0,0,N/A,741067,1215,173,40,0,0,0,1,1,2026-08-24T00:00:00.000
20291222,51,6,2,2029-12-22,Saturday,7,6,22,356,51,51,12,December,Dec,4,2029,6,2,2030,1,0,N/A,741068,1216,173,40,0,0,0,1,1,2026-08-24T00:00:00.000
20291223,51,6,2,2029-12-23,Sunday,1,7,23,357,52,51,12,December,Dec,4,2029,6,2,2030,1,0,N/A,741069,1217,173,40,0,0,0,1,1,2026-08-24T00:00:00.000
20291224,52,6,1,2029-12-24,Monday,2,1,24,358,52,52,12,December,Dec,4,2029,6,2,2030,0,0,N/A,741070,1218,174,40,0,0,0,1,1,2026-08-24T00:00:00.000
20291225,52,6,1,2029-12-25,Tuesday,3,2,25,359,52,52,12,December,Dec,4,2029,6,2,2030,0,1,Christmas Day,741071,1219,174,40,0,0,0,1,1,2026-08-24T00:00:00.000
20291226,52,6,1,2029-12-26,Wednesday,4,3,26,360,52,52,12,December,Dec,4,2029,6,2,2030,0,0,N/A,741072,1220,174,40,0,0,0,1,1,2026-08-24T00:00:00.000
20291227,52,6,1,2029-12-27,Thursday,5,4,27,361,52,52,12,December,Dec,4,2029,6,2,2030,0,0,N/A,741073,1221,174,40,0,0,0,1,1,2026-08-24T00:00:00.000
20291228,52,6,1,2029-12-28,Friday,6,5,28,362,52,52,12,December,Dec,4,2029,6,2,2030,0,0,N/A,741074,1222,174,40,0,0,0,1,1,2026-08-24T00:00:00.000
20291229,52,6,2,2029-12-29,Saturday,7,6,29,363,52,52,12,December,Dec,4,2029,6,2,2030,1,0,N/A,741075,1223,174,40,0,0,0,1,1,2026-08-24T00:00:00.000
20291230,52,6,2,2029-12-30,Sunday,1,7,30,364,53,52,12,December,Dec,4,2029,6,2,2030,1,0,N/A,741076,1224,174,40,0,0,0,1,1,2026-08-24T00:00:00.000
20291231,1,6,1,2029-12-31,Monday,2,1,31,365,53,1,12,December,Dec,4,2029,6,2,2030,0,0,N/A,741077,1225,175,40,1,1,1,1,1,2026-08-24T00:00:00.000
20300101,1,7,1,2030-01-01,Tuesday,3,2,1,1,1,1,1,January,Jan,1,2030,7,3,2030,0,1,New Year's Day,741078,1226,175,41,0,0,0,1,1,2026-08-24T00:00:00.000
20300102,1,7,1,2030-01-02,Wednesday,4,3,2,2,1,1,1,January,Jan,1,2030,7,3,2030,0,0,N/A,741079,1227,175,41,0,0,0,1,1,2026-08-24T00:00:00.000
20300103,1,7,1,2030-01-03,Thursday,5,4,3,3,1,1,1,January,Jan,1,2030,7,3,2030,0,0,N/A,741080,1228,175,41,0,0,0,1,1,2026-08-24T00:00:00.000
20300104,1,7,1,2030-01-04,Friday,6,5,4,4,1,1,1,January,Jan,1,2030,7,3,2030,0,0,N/A,741081,1229,175,41,0,0,0,1,1,2026-08-24T00:00:00.000
20300105,1,7,2,2030-01-05,Saturday,7,6,5,5,1,1,1,January,Jan,1,2030,7,3,2030,1,0,N/A,741082,1230,175,41,0,0,0,1,1,2026-08-24T00:00:00.000
20300106,1,7,2,2030-01-06,Sunday,1,7,6,6,2,1,1,January,Jan,1,2030,7,3,2030,1,0,N/A,741083,1231,175,41,0,0,0,1,1,2026-08-24T00:00:00.000
20300107,2,7,1,2030-01-07,Monday,2,1,7,7,2,2,1,January,Jan,1,2030,7,3,2030,0,0,N/A,741084,1232,176,41,0,0,0,1,1,2026-08-24T00:00:00.000
